,GS
2007-05-24,225.67999267578125
2007-05-25,225.52999877929688
2007-05-29,228.44000244140625
2007-05-30,232.0
2007-05-31,230.82000732421875
2007-06-01,230.7100067138672
2007-06-04,229.7100067138672
2007-06-05,229.36000061035156
2007-06-06,227.35000610351562
2007-06-07,220.0500030517578
2007-06-08,225.05999755859375
2007-06-11,227.16000366210938
2007-06-12,227.85000610351562
2007-06-13,233.63999938964844
2007-06-14,225.75
2007-06-15,226.19000244140625
2007-06-18,226.97000122070312
2007-06-19,229.47000122070312
2007-06-20,225.88999938964844
2007-06-21,226.89999389648438
2007-06-22,222.39999389648438
2007-06-25,216.74000549316406
2007-06-26,214.1699981689453
2007-06-27,219.3300018310547
2007-06-28,218.9600067138672
2007-06-29,216.75
2007-07-02,219.17999267578125
2007-07-03,224.5500030517578
2007-07-05,221.32000732421875
2007-07-06,223.63999938964844
2007-07-09,223.3000030517578
2007-07-10,217.0800018310547
2007-07-11,216.72000122070312
2007-07-12,220.2899932861328
2007-07-13,222.17999267578125
2007-07-16,220.39999389648438
2007-07-17,219.39999389648438
2007-07-18,214.99000549316406
2007-07-19,211.69000244140625
2007-07-20,205.94000244140625
2007-07-23,205.0399932861328
2007-07-24,198.14999389648438
2007-07-25,203.16000366210938
2007-07-26,195.1199951171875
2007-07-27,192.64999389648438
2007-07-30,195.74000549316406
2007-07-31,188.33999633789062
2007-08-01,189.0
2007-08-02,187.4600067138672
2007-08-03,179.67999267578125
2007-08-06,187.7899932861328
2007-08-07,191.25
2007-08-08,193.3000030517578
2007-08-09,182.25
2007-08-10,180.5
2007-08-13,177.5
2007-08-14,169.75
2007-08-15,164.89999389648438
2007-08-16,169.85000610351562
2007-08-17,175.0
2007-08-20,172.75999450683594
2007-08-21,175.47999572753906
2007-08-22,177.88999938964844
2007-08-23,177.5
2007-08-24,179.72999572753906
2007-08-27,177.9499969482422
2007-08-28,170.9499969482422
2007-08-29,173.72000122070312
2007-08-30,171.3800048828125
2007-08-31,176.00999450683594
2007-09-04,180.8000030517578
2007-09-05,177.80999755859375
2007-09-06,179.17999267578125
2007-09-07,178.97999572753906
2007-09-10,183.61000061035156
2007-09-11,183.5
2007-09-12,182.52999877929688
2007-09-13,188.47000122070312
2007-09-14,190.58999633789062
2007-09-17,187.61000061035156
2007-09-18,200.5
2007-09-19,205.5
2007-09-20,203.52999877929688
2007-09-21,209.97999572753906
2007-09-24,210.42999267578125
2007-09-25,210.89999389648438
2007-09-26,214.61000061035156
2007-09-27,216.77999877929688
2007-09-28,216.74000549316406
2007-10-01,222.97999572753906
2007-10-02,228.02000427246094
2007-10-03,227.35000610351562
2007-10-04,225.9499969482422
2007-10-05,228.5
2007-10-08,226.9600067138672
2007-10-09,239.1999969482422
2007-10-10,235.94000244140625
2007-10-11,229.00999450683594
2007-10-12,233.55999755859375
2007-10-15,229.33999633789062
2007-10-16,224.8300018310547
2007-10-17,227.6199951171875
2007-10-18,227.85000610351562
2007-10-19,217.69000244140625
2007-10-22,222.17999267578125
2007-10-23,223.75999450683594
2007-10-24,225.1199951171875
2007-10-25,226.66000366210938
2007-10-26,235.9199981689453
2007-10-29,243.80999755859375
2007-10-30,240.3300018310547
2007-10-31,247.9199981689453
2007-11-01,240.2100067138672
2007-11-02,229.60000610351562
2007-11-05,218.38999938964844
2007-11-06,223.16000366210938
2007-11-07,214.17999267578125
2007-11-08,209.94000244140625
2007-11-09,211.3300018310547
2007-11-12,214.7100067138672
2007-11-13,233.0399932861328
2007-11-14,233.30999755859375
2007-11-15,227.02000427246094
2007-11-16,225.25
2007-11-19,220.5399932861328
2007-11-20,217.47999572753906
2007-11-21,209.5
2007-11-23,216.47999572753906
2007-11-26,207.4499969482422
2007-11-27,213.3300018310547
2007-11-28,227.52000427246094
2007-11-29,224.3800048828125
2007-11-30,226.63999938964844
2007-12-03,226.88999938964844
2007-12-04,215.22000122070312
2007-12-05,218.25999450683594
2007-12-06,222.50999450683594
2007-12-07,217.88999938964844
2007-12-10,224.2100067138672
2007-12-11,211.14999389648438
2007-12-12,212.5800018310547
2007-12-13,208.47999572753906
2007-12-14,210.6699981689453
2007-12-17,208.6300048828125
2007-12-18,201.50999450683594
2007-12-19,204.16000366210938
2007-12-20,202.6699981689453
2007-12-21,209.60000610351562
2007-12-24,214.32000732421875
2007-12-26,216.69000244140625
2007-12-27,211.9499969482422
2007-12-28,211.94000244140625
2007-12-31,215.0500030517578
2008-01-02,207.60000610351562
2008-01-03,204.83999633789062
2008-01-04,199.92999267578125
2008-01-07,194.72999572753906
2008-01-08,189.5
2008-01-09,191.75
2008-01-10,196.91000366210938
2008-01-11,198.74000549316406
2008-01-14,201.64999389648438
2008-01-15,193.2899932861328
2008-01-16,197.5
2008-01-17,190.97999572753906
2008-01-18,187.2100067138672
2008-01-22,190.69000244140625
2008-01-23,199.38999938964844
2008-01-24,199.1999969482422
2008-01-25,191.3699951171875
2008-01-28,196.25
2008-01-29,196.0500030517578
2008-01-30,198.5500030517578
2008-01-31,199.5500030517578
2008-02-01,207.77999877929688
2008-02-04,200.8000030517578
2008-02-05,189.86000061035156
2008-02-06,187.1699981689453
2008-02-07,190.4600067138672
2008-02-08,187.07000732421875
2008-02-11,185.8699951171875
2008-02-12,180.64999389648438
2008-02-13,180.17999267578125
2008-02-14,176.55999755859375
2008-02-15,178.41000366210938
2008-02-19,173.8000030517578
2008-02-20,177.25
2008-02-21,175.1699981689453
2008-02-22,177.7100067138672
2008-02-25,177.36000061035156
2008-02-26,172.6999969482422
2008-02-27,180.8000030517578
2008-02-28,176.6999969482422
2008-02-29,169.6300048828125
2008-03-03,165.0800018310547
2008-03-04,163.60000610351562
2008-03-05,164.97000122070312
2008-03-06,158.64999389648438
2008-03-07,160.07000732421875
2008-03-10,155.5800018310547
2008-03-11,163.07000732421875
2008-03-12,163.00999450683594
2008-03-13,165.44000244140625
2008-03-14,156.86000061035156
2008-03-17,151.02000427246094
2008-03-18,175.58999633789062
2008-03-19,166.49000549316406
2008-03-20,179.6300048828125
2008-03-24,178.8800048828125
2008-03-25,179.6300048828125
2008-03-26,175.47999572753906
2008-03-27,168.13999938964844
2008-03-28,164.4499969482422
2008-03-31,165.38999938964844
2008-04-01,176.86000061035156
2008-04-02,176.8699951171875
2008-04-03,176.52999877929688
2008-04-04,175.39999389648438
2008-04-07,178.72999572753906
2008-04-08,178.89999389648438
2008-04-09,174.13999938964844
2008-04-10,170.5500030517578
2008-04-11,167.3000030517578
2008-04-14,163.58999633789062
2008-04-15,164.1999969482422
2008-04-16,169.0500030517578
2008-04-17,172.10000610351562
2008-04-18,179.92999267578125
2008-04-21,180.39999389648438
2008-04-22,179.75999450683594
2008-04-23,179.35000610351562
2008-04-24,188.7899932861328
2008-04-25,192.0
2008-04-28,190.24000549316406
2008-04-29,192.67999267578125
2008-04-30,191.3699951171875
2008-05-01,199.0500030517578
2008-05-02,200.27000427246094
2008-05-05,197.1199951171875
2008-05-06,197.61000061035156
2008-05-07,189.75999450683594
2008-05-08,187.72000122070312
2008-05-09,188.08999633789062
2008-05-12,192.0800018310547
2008-05-13,190.3300018310547
2008-05-14,190.1300048828125
2008-05-15,188.6199951171875
2008-05-16,187.13999938964844
2008-05-19,184.39999389648438
2008-05-20,182.42999267578125
2008-05-21,178.60000610351562
2008-05-22,177.1999969482422
2008-05-23,172.63999938964844
2008-05-27,173.9199981689453
2008-05-28,174.8300018310547
2008-05-29,176.24000549316406
2008-05-30,176.41000366210938
2008-06-02,172.33999633789062
2008-06-03,170.5800018310547
2008-06-04,172.10000610351562
2008-06-05,176.60000610351562
2008-06-06,169.44000244140625
2008-06-09,165.75999450683594
2008-06-10,167.2100067138672
2008-06-11,162.39999389648438
2008-06-12,166.75
2008-06-13,178.2899932861328
2008-06-16,182.08999633789062
2008-06-17,179.44000244140625
2008-06-18,182.77000427246094
2008-06-19,186.92999267578125
2008-06-20,183.77000427246094
2008-06-23,178.58999633789062
2008-06-24,181.97999572753906
2008-06-25,183.64999389648438
2008-06-26,176.25999450683594
2008-06-27,174.55999755859375
2008-06-30,174.89999389648438
2008-07-01,175.3300018310547
2008-07-02,178.7899932861328
2008-07-03,178.88999938964844
2008-07-07,169.82000732421875
2008-07-08,174.89999389648438
2008-07-09,169.02000427246094
2008-07-10,170.16000366210938
2008-07-11,162.47999572753906
2008-07-14,158.6699981689453
2008-07-15,157.8000030517578
2008-07-16,172.86000061035156
2008-07-17,181.24000549316406
2008-07-18,182.83999633789062
2008-07-21,180.77999877929688
2008-07-22,188.0399932861328
2008-07-23,187.8699951171875
2008-07-24,180.25999450683594
2008-07-25,178.66000366210938
2008-07-28,172.89999389648438
2008-07-29,181.6300048828125
2008-07-30,186.1699981689453
2008-07-31,184.0399932861328
2008-08-01,182.0
2008-08-04,177.86000061035156
2008-08-05,180.77000427246094
2008-08-06,179.5500030517578
2008-08-07,172.3300018310547
2008-08-08,175.9499969482422
2008-08-11,178.0
2008-08-12,167.3000030517578
2008-08-13,164.89999389648438
2008-08-14,166.58999633789062
2008-08-15,163.17999267578125
2008-08-18,160.0399932861328
2008-08-19,158.0
2008-08-20,158.25
2008-08-21,156.4199981689453
2008-08-22,159.80999755859375
2008-08-25,155.7100067138672
2008-08-26,155.91000366210938
2008-08-27,155.47999572753906
2008-08-28,161.8300018310547
2008-08-29,163.97000122070312
2008-09-02,165.32000732421875
2008-09-03,167.61000061035156
2008-09-04,160.89999389648438
2008-09-05,163.24000549316406
2008-09-08,169.72999572753906
2008-09-09,161.6699981689453
2008-09-10,157.58999633789062
2008-09-11,157.02999877929688
2008-09-12,154.2100067138672
2008-09-15,135.5
2008-09-16,133.00999450683594
2008-09-17,114.5
2008-09-18,108.0
2008-09-19,129.8000030517578
2008-09-22,120.77999877929688
2008-09-23,125.05000305175781
2008-09-24,133.0
2008-09-25,135.5
2008-09-26,137.99000549316406
2008-09-29,120.69999694824219
2008-09-30,128.0
2008-10-01,134.5
2008-10-02,131.5399932861328
2008-10-03,128.0
2008-10-06,124.0
2008-10-07,115.0
2008-10-08,113.0
2008-10-09,101.3499984741211
2008-10-10,88.80000305175781
2008-10-13,111.0
2008-10-14,122.9000015258789
2008-10-15,113.1500015258789
2008-10-16,112.4000015258789
2008-10-17,114.30000305175781
2008-10-20,121.5
2008-10-21,121.3499984741211
2008-10-22,115.05999755859375
2008-10-23,108.58000183105469
2008-10-24,100.4000015258789
2008-10-27,92.87999725341797
2008-10-28,93.56999969482422
2008-10-29,97.66000366210938
2008-10-30,91.11000061035156
2008-10-31,92.5
2008-11-03,89.08999633789062
2008-11-04,95.0
2008-11-05,87.43000030517578
2008-11-06,80.72000122070312
2008-11-07,77.77999877929688
2008-11-10,71.20999908447266
2008-11-11,74.68000030517578
2008-11-12,66.79000091552734
2008-11-13,69.98999786376953
2008-11-14,66.7300033569336
2008-11-17,62.4900016784668
2008-11-18,62.029998779296875
2008-11-19,55.18000030517578
2008-11-20,52.0
2008-11-21,53.310001373291016
2008-11-24,67.41999816894531
2008-11-25,71.77999877929688
2008-11-26,76.5
2008-11-28,78.98999786376953
2008-12-01,65.76000213623047
2008-12-02,65.0
2008-12-03,68.94999694824219
2008-12-04,67.52999877929688
2008-12-05,70.72000122070312
2008-12-08,77.1500015258789
2008-12-09,72.7699966430664
2008-12-10,71.52999877929688
2008-12-11,69.70999908447266
2008-12-12,67.73999786376953
2008-12-15,66.45999908447266
2008-12-16,76.0
2008-12-17,78.77999877929688
2008-12-18,80.05000305175781
2008-12-19,80.7300033569336
2008-12-22,77.0
2008-12-23,75.19999694824219
2008-12-24,76.44000244140625
2008-12-26,75.97000122070312
2008-12-29,76.55999755859375
2008-12-30,82.05999755859375
2008-12-31,84.38999938964844
2009-01-02,86.76000213623047
2009-01-05,88.77999877929688
2009-01-06,88.70999908447266
2009-01-07,84.5
2009-01-08,85.41000366210938
2009-01-09,83.91999816894531
2009-01-12,77.66999816894531
2009-01-13,77.91999816894531
2009-01-14,75.69000244140625
2009-01-15,73.83000183105469
2009-01-16,73.05000305175781
2009-01-20,59.20000076293945
2009-01-21,69.9000015258789
2009-01-22,71.02999877929688
2009-01-23,74.91000366210938
2009-01-26,74.19999694824219
2009-01-27,78.26000213623047
2009-01-28,87.69999694824219
2009-01-29,82.72000122070312
2009-01-30,80.7300033569336
2009-02-02,83.56999969482422
2009-02-03,82.80999755859375
2009-02-04,87.97000122070312
2009-02-05,92.8499984741211
2009-02-06,96.56999969482422
2009-02-09,97.88999938964844
2009-02-10,90.4000015258789
2009-02-11,94.70999908447266
2009-02-12,95.58000183105469
2009-02-13,96.44999694824219
2009-02-17,85.70999908447266
2009-02-18,84.5
2009-02-19,86.01000213623047
2009-02-20,84.58999633789062
2009-02-23,80.06999969482422
2009-02-24,92.9800033569336
2009-02-25,89.91999816894531
2009-02-26,92.1500015258789
2009-02-27,91.08000183105469
2009-03-02,86.2699966430664
2009-03-03,82.37000274658203
2009-03-04,85.47000122070312
2009-03-05,81.72000122070312
2009-03-06,75.6500015258789
2009-03-09,73.94999694824219
2009-03-10,85.27999877929688
2009-03-11,92.38999938964844
2009-03-12,97.25
2009-03-13,98.80000305175781
2009-03-16,93.9000015258789
2009-03-17,98.98999786376953
2009-03-18,105.25
2009-03-19,99.30000305175781
2009-03-20,97.31999969482422
2009-03-23,111.93000030517578
2009-03-24,110.5999984741211
2009-03-25,112.94999694824219
2009-03-26,111.98999786376953
2009-03-27,108.08000183105469
2009-03-30,100.45999908447266
2009-03-31,106.0199966430664
2009-04-01,110.29000091552734
2009-04-02,114.22000122070312
2009-04-03,119.4000015258789
2009-04-06,116.6500015258789
2009-04-07,116.08000183105469
2009-04-08,114.75
2009-04-09,124.33000183105469
2009-04-13,130.14999389648438
2009-04-14,115.11000061035156
2009-04-15,121.19000244140625
2009-04-16,121.19000244140625
2009-04-17,120.5999984741211
2009-04-20,115.01000213623047
2009-04-21,120.36000061035156
2009-04-22,120.48999786376953
2009-04-23,122.80999755859375
2009-04-24,121.30000305175781
2009-04-27,120.9000015258789
2009-04-28,120.66999816894531
2009-04-29,127.18000030517578
2009-04-30,128.5
2009-05-01,127.08000183105469
2009-05-04,134.16000366210938
2009-05-05,135.1999969482422
2009-05-06,139.22000122070312
2009-05-07,133.72999572753906
2009-05-08,139.58999633789062
2009-05-11,135.77999877929688
2009-05-12,135.41000366210938
2009-05-13,129.25999450683594
2009-05-14,133.60000610351562
2009-05-15,134.39999389648438
2009-05-18,143.14999389648438
2009-05-19,141.14999389648438
2009-05-20,136.44000244140625
2009-05-21,137.16000366210938
2009-05-22,136.35000610351562
2009-05-26,142.0500030517578
2009-05-27,140.00999450683594
2009-05-28,144.64999389648438
2009-05-29,144.57000732421875
2009-06-01,144.3300018310547
2009-06-02,143.1300048828125
2009-06-03,142.14999389648438
2009-06-04,149.47000122070312
2009-06-05,149.00999450683594
2009-06-08,148.35000610351562
2009-06-09,149.30999755859375
2009-06-10,146.67999267578125
2009-06-11,145.14999389648438
2009-06-12,145.63999938964844
2009-06-15,143.00999450683594
2009-06-16,144.16000366210938
2009-06-17,139.72999572753906
2009-06-18,143.08999633789062
2009-06-19,143.1300048828125
2009-06-22,137.00999450683594
2009-06-23,141.19000244140625
2009-06-24,142.64999389648438
2009-06-25,144.42999267578125
2009-06-26,146.74000549316406
2009-06-29,149.36000061035156
2009-06-30,147.44000244140625
2009-07-01,147.32000732421875
2009-07-02,143.49000549316406
2009-07-06,146.4600067138672
2009-07-07,142.5399932861328
2009-07-08,138.5500030517578
2009-07-09,143.2100067138672
2009-07-10,141.8699951171875
2009-07-13,149.44000244140625
2009-07-14,149.66000366210938
2009-07-15,155.25999450683594
2009-07-16,156.83999633789062
2009-07-17,156.83999633789062
2009-07-20,160.02999877929688
2009-07-21,159.8000030517578
2009-07-22,160.4600067138672
2009-07-23,165.4499969482422
2009-07-24,164.72000122070312
2009-07-27,163.8699951171875
2009-07-28,160.5399932861328
2009-07-29,159.44000244140625
2009-07-30,162.4199981689453
2009-07-31,163.3000030517578
2009-08-03,164.10000610351562
2009-08-04,165.1699981689453
2009-08-05,168.63999938964844
2009-08-06,166.75
2009-08-07,163.64999389648438
2009-08-10,160.36000061035156
2009-08-11,159.22000122070312
2009-08-12,163.75999450683594
2009-08-13,164.47999572753906
2009-08-14,162.72999572753906
2009-08-17,157.25
2009-08-18,160.47999572753906
2009-08-19,159.92999267578125
2009-08-20,162.3300018310547
2009-08-21,163.50999450683594
2009-08-24,162.5800018310547
2009-08-25,164.94000244140625
2009-08-26,165.9499969482422
2009-08-27,165.02000427246094
2009-08-28,164.4199981689453
2009-08-31,165.4600067138672
2009-09-01,160.1699981689453
2009-09-02,158.5399932861328
2009-09-03,161.66000366210938
2009-09-04,162.97000122070312
2009-09-08,167.22000122070312
2009-09-09,170.27000427246094
2009-09-10,174.8699951171875
2009-09-11,174.6999969482422
2009-09-14,177.7100067138672
2009-09-15,176.66000366210938
2009-09-16,179.8699951171875
2009-09-17,181.4600067138672
2009-09-18,183.17999267578125
2009-09-21,182.38999938964844
2009-09-22,185.52000427246094
2009-09-23,183.63999938964844
2009-09-24,183.05999755859375
2009-09-25,179.5
2009-09-28,182.5
2009-09-29,183.5800018310547
2009-09-30,184.35000610351562
2009-10-01,178.99000549316406
2009-10-02,179.61000061035156
2009-10-05,186.47000122070312
2009-10-06,186.97999572753906
2009-10-07,190.47999572753906
2009-10-08,188.1699981689453
2009-10-09,189.3000030517578
2009-10-12,190.14999389648438
2009-10-13,187.22999572753906
2009-10-14,192.27999877929688
2009-10-15,188.6300048828125
2009-10-16,184.3699951171875
2009-10-19,185.5
2009-10-20,184.9600067138672
2009-10-21,179.25999450683594
2009-10-22,183.69000244140625
2009-10-23,180.36000061035156
2009-10-26,179.3699951171875
2009-10-27,178.61000061035156
2009-10-28,172.16000366210938
2009-10-29,178.5800018310547
2009-10-30,170.1699981689453
2009-11-02,170.67999267578125
2009-11-03,171.61000061035156
2009-11-04,169.5
2009-11-05,173.39999389648438
2009-11-06,171.77999877929688
2009-11-09,176.57000732421875
2009-11-10,176.50999450683594
2009-11-11,179.85000610351562
2009-11-12,178.47999572753906
2009-11-13,176.75999450683594
2009-11-16,177.25
2009-11-17,176.60000610351562
2009-11-18,176.89999389648438
2009-11-19,172.8300018310547
2009-11-20,170.00999450683594
2009-11-23,172.0
2009-11-24,171.1300048828125
2009-11-25,168.9199981689453
2009-11-27,164.16000366210938
2009-11-30,169.66000366210938
2009-12-01,167.6300048828125
2009-12-02,166.66000366210938
2009-12-03,164.3000030517578
2009-12-04,167.24000549316406
2009-12-07,163.85000610351562
2009-12-08,161.83999633789062
2009-12-09,166.44000244140625
2009-12-10,166.72999572753906
2009-12-11,166.0
2009-12-14,166.10000610351562
2009-12-15,162.74000549316406
2009-12-16,164.99000549316406
2009-12-17,160.92999267578125
2009-12-18,163.19000244140625
2009-12-21,165.4499969482422
2009-12-22,164.60000610351562
2009-12-23,163.6300048828125
2009-12-24,163.97000122070312
2009-12-28,163.75999450683594
2009-12-29,164.1199951171875
2009-12-30,166.6999969482422
2009-12-31,168.83999633789062
2010-01-04,173.0800018310547
2010-01-05,176.13999938964844
2010-01-06,174.25999450683594
2010-01-07,177.6699981689453
2010-01-08,174.30999755859375
2010-01-11,171.55999755859375
2010-01-12,167.82000732421875
2010-01-13,169.07000732421875
2010-01-14,168.52999877929688
2010-01-15,165.2100067138672
2010-01-19,166.86000061035156
2010-01-20,167.7899932861328
2010-01-21,160.8699951171875
2010-01-22,154.1199951171875
2010-01-25,154.97999572753906
2010-01-26,150.8800048828125
2010-01-27,151.5
2010-01-28,153.2899932861328
2010-01-29,148.72000122070312
2010-02-01,153.1300048828125
2010-02-02,156.94000244140625
2010-02-03,157.22999572753906
2010-02-04,150.67999267578125
2010-02-05,154.16000366210938
2010-02-08,151.10000610351562
2010-02-09,152.49000549316406
2010-02-10,153.6300048828125
2010-02-11,154.0500030517578
2010-02-12,153.92999267578125
2010-02-16,157.39999389648438
2010-02-17,157.25999450683594
2010-02-18,155.72999572753906
2010-02-19,156.17999267578125
2010-02-22,156.7100067138672
2010-02-23,156.6999969482422
2010-02-24,158.3300018310547
2010-02-25,156.44000244140625
2010-02-26,156.35000610351562
2010-03-01,156.5399932861328
2010-03-02,158.75
2010-03-03,157.72000122070312
2010-03-04,163.61000061035156
2010-03-05,167.17999267578125
2010-03-08,169.83999633789062
2010-03-09,168.85000610351562
2010-03-10,171.94000244140625
2010-03-11,173.50999450683594
2010-03-12,174.9600067138672
2010-03-15,173.52999877929688
2010-03-16,176.19000244140625
2010-03-17,176.63999938964844
2010-03-18,177.4499969482422
2010-03-19,177.89999389648438
2010-03-22,176.16000366210938
2010-03-23,174.8300018310547
2010-03-24,174.41000366210938
2010-03-25,174.89999389648438
2010-03-26,172.8699951171875
2010-03-29,174.0500030517578
2010-03-30,171.3800048828125
2010-03-31,170.6300048828125
2010-04-01,170.22000122070312
2010-04-05,173.16000366210938
2010-04-06,172.89999389648438
2010-04-07,176.36000061035156
2010-04-08,179.5
2010-04-09,179.1199951171875
2010-04-12,177.83999633789062
2010-04-13,179.25
2010-04-14,184.9199981689453
2010-04-15,184.27000427246094
2010-04-16,160.6999969482422
2010-04-19,163.32000732421875
2010-04-20,159.97999572753906
2010-04-21,158.92999267578125
2010-04-22,159.0500030517578
2010-04-23,157.39999389648438
2010-04-26,152.02999877929688
2010-04-27,153.0399932861328
2010-04-28,157.00999450683594
2010-04-29,160.24000549316406
2010-04-30,145.1999969482422
2010-05-03,149.5
2010-05-04,149.4499969482422
2010-05-05,148.19000244140625
2010-05-06,142.32000732421875
2010-05-07,142.99000549316406
2010-05-10,143.8300018310547
2010-05-11,141.97000122070312
2010-05-12,147.1999969482422
2010-05-13,144.64999389648438
2010-05-14,143.22999572753906
2010-05-17,142.63999938964844
2010-05-18,137.36000061035156
2010-05-19,140.10000610351562
2010-05-20,136.10000610351562
2010-05-21,140.6199951171875
2010-05-24,136.69000244140625
2010-05-25,142.55999755859375
2010-05-26,140.3000030517578
2010-05-27,144.9499969482422
2010-05-28,144.25999450683594
2010-06-01,141.86000061035156
2010-06-02,144.8300018310547
2010-06-03,144.0399932861328
2010-06-04,142.25
2010-06-07,138.67999267578125
2010-06-08,137.77999877929688
2010-06-09,136.8000030517578
2010-06-10,133.77000427246094
2010-06-11,135.63999938964844
2010-06-14,133.44000244140625
2010-06-15,136.89999389648438
2010-06-16,137.05999755859375
2010-06-17,137.32000732421875
2010-06-18,138.17999267578125
2010-06-21,137.74000549316406
2010-06-22,134.7899932861328
2010-06-23,135.07000732421875
2010-06-24,134.97999572753906
2010-06-25,139.66000366210938
2010-06-28,136.66000366210938
2010-06-29,133.75999450683594
2010-06-30,131.27000427246094
2010-07-01,131.13999938964844
2010-07-02,131.0800018310547
2010-07-06,132.25999450683594
2010-07-07,135.8300018310547
2010-07-08,135.4600067138672
2010-07-09,138.05999755859375
2010-07-12,137.25
2010-07-13,140.25
2010-07-14,139.05999755859375
2010-07-15,145.22000122070312
2010-07-16,146.1699981689453
2010-07-19,145.67999267578125
2010-07-20,148.91000366210938
2010-07-21,146.99000549316406
2010-07-22,146.5500030517578
2010-07-23,147.3800048828125
2010-07-26,148.1999969482422
2010-07-27,147.22999572753906
2010-07-28,147.1999969482422
2010-07-29,152.5800018310547
2010-07-30,150.82000732421875
2010-08-02,152.74000549316406
2010-08-03,153.19000244140625
2010-08-04,156.41000366210938
2010-08-05,155.9199981689453
2010-08-06,155.17999267578125
2010-08-09,155.39999389648438
2010-08-10,153.89999389648438
2010-08-11,149.25
2010-08-12,149.4199981689453
2010-08-13,148.0800018310547
2010-08-16,147.75999450683594
2010-08-17,148.58999633789062
2010-08-18,149.1999969482422
2010-08-19,147.0500030517578
2010-08-20,148.24000549316406
2010-08-23,146.74000549316406
2010-08-24,143.9499969482422
2010-08-25,144.67999267578125
2010-08-26,141.80999755859375
2010-08-27,139.75
2010-08-30,136.66000366210938
2010-08-31,136.92999267578125
2010-09-01,139.74000549316406
2010-09-02,139.77999877929688
2010-09-03,147.2899932861328
2010-09-07,145.2100067138672
2010-09-08,147.5399932861328
2010-09-09,149.13999938964844
2010-09-10,150.38999938964844
2010-09-13,154.3699951171875
2010-09-14,152.52999877929688
2010-09-15,152.55999755859375
2010-09-16,152.22999572753906
2010-09-17,150.97999572753906
2010-09-20,151.89999389648438
2010-09-21,151.39999389648438
2010-09-22,148.07000732421875
2010-09-23,144.91000366210938
2010-09-24,147.27999877929688
2010-09-27,146.0
2010-09-28,145.00999450683594
2010-09-29,144.4199981689453
2010-09-30,144.5800018310547
2010-10-01,147.6999969482422
2010-10-04,146.57000732421875
2010-10-05,149.57000732421875
2010-10-06,150.83999633789062
2010-10-07,151.11000061035156
2010-10-08,152.66000366210938
2010-10-11,152.1999969482422
2010-10-12,155.2100067138672
2010-10-13,154.72999572753906
2010-10-14,151.58999633789062
2010-10-15,150.69000244140625
2010-10-18,153.6999969482422
2010-10-19,156.72000122070312
2010-10-20,159.60000610351562
2010-10-21,159.3000030517578
2010-10-22,157.75999450683594
2010-10-25,157.38999938964844
2010-10-26,158.2899932861328
2010-10-27,160.14999389648438
2010-10-28,163.24000549316406
2010-10-29,161.1300048828125
2010-11-01,161.57000732421875
2010-11-02,162.82000732421875
2010-11-03,162.6300048828125
2010-11-04,166.38999938964844
2010-11-05,171.07000732421875
2010-11-08,169.1999969482422
2010-11-09,166.5500030517578
2010-11-10,167.22000122070312
2010-11-11,167.7100067138672
2010-11-12,165.8300018310547
2010-11-15,167.22000122070312
2010-11-16,165.10000610351562
2010-11-17,164.88999938964844
2010-11-18,167.35000610351562
2010-11-19,166.6699981689453
2010-11-22,161.0500030517578
2010-11-23,157.77999877929688
2010-11-24,160.25999450683594
2010-11-26,158.22000122070312
2010-11-29,159.27999877929688
2010-11-30,156.13999938964844
2010-12-01,158.4499969482422
2010-12-02,162.5
2010-12-03,162.30999755859375
2010-12-06,162.64999389648438
2010-12-07,161.58999633789062
2010-12-08,166.13999938964844
2010-12-09,166.4499969482422
2010-12-10,168.47000122070312
2010-12-13,169.47999572753906
2010-12-14,167.3300018310547
2010-12-15,165.2100067138672
2010-12-16,164.4600067138672
2010-12-17,164.0399932861328
2010-12-20,166.0500030517578
2010-12-21,168.22999572753906
2010-12-22,169.60000610351562
2010-12-23,167.60000610351562
2010-12-27,169.8300018310547
2010-12-28,169.19000244140625
2010-12-29,167.6300048828125
2010-12-30,167.63999938964844
2010-12-31,168.16000366210938
2011-01-03,173.0500030517578
2011-01-04,173.0800018310547
2011-01-05,174.0
2011-01-06,172.2100067138672
2011-01-07,170.69000244140625
2011-01-10,169.75999450683594
2011-01-11,169.36000061035156
2011-01-12,171.6699981689453
2011-01-13,171.57000732421875
2011-01-14,175.0
2011-01-18,174.67999267578125
2011-01-19,166.49000549316406
2011-01-20,165.69000244140625
2011-01-21,166.1999969482422
2011-01-24,166.3000030517578
2011-01-25,161.97999572753906
2011-01-26,161.30999755859375
2011-01-27,164.02999877929688
2011-01-28,161.77000427246094
2011-01-31,163.6199951171875
2011-02-01,165.3300018310547
2011-02-02,165.0500030517578
2011-02-03,164.63999938964844
2011-02-04,164.8300018310547
2011-02-07,167.1300048828125
2011-02-08,168.5500030517578
2011-02-09,166.00999450683594
2011-02-10,165.33999633789062
2011-02-11,166.66000366210938
2011-02-14,167.52000427246094
2011-02-15,167.91000366210938
2011-02-16,168.80999755859375
2011-02-17,167.16000366210938
2011-02-18,168.0399932861328
2011-02-22,162.94000244140625
2011-02-23,163.08999633789062
2011-02-24,163.44000244140625
2011-02-25,165.1199951171875
2011-02-28,163.77999877929688
2011-03-01,161.30999755859375
2011-03-02,161.69000244140625
2011-03-03,164.49000549316406
2011-03-04,161.0
