,BUSE
2007-01-17,71.12999725341797
2007-01-18,71.12999725341797
2007-01-19,70.80000305175781
2007-01-22,69.66000366210938
2007-01-23,69.5999984741211
2007-01-24,70.5
2007-01-25,69.56999969482422
2007-01-26,70.86000061035156
2007-01-29,70.47000122070312
2007-01-30,70.80000305175781
2007-01-31,70.52999877929688
2007-02-01,71.0999984741211
2007-02-02,71.43000030517578
2007-02-05,70.55999755859375
2007-02-06,71.19000244140625
2007-02-07,71.48999786376953
2007-02-08,70.9800033569336
2007-02-09,70.44000244140625
2007-02-12,70.73999786376953
2007-02-13,71.04000091552734
2007-02-14,70.2300033569336
2007-02-15,69.93000030517578
2007-02-16,70.2300033569336
2007-02-20,70.83000183105469
2007-02-21,70.31999969482422
2007-02-22,70.83000183105469
2007-02-23,68.76000213623047
2007-02-26,67.3499984741211
2007-02-27,65.16000366210938
2007-02-28,65.48999786376953
2007-03-01,66.18000030517578
2007-03-02,65.8499984741211
2007-03-05,65.8499984741211
2007-03-06,67.11000061035156
2007-03-07,66.08999633789062
2007-03-08,66.0
2007-03-09,66.38999938964844
2007-03-12,66.0
2007-03-13,62.43000030517578
2007-03-14,63.75
2007-03-15,64.44000244140625
2007-03-16,64.05000305175781
2007-03-19,64.55999755859375
2007-03-20,64.88999938964844
2007-03-21,66.05999755859375
2007-03-22,66.1500015258789
2007-03-23,65.94000244140625
2007-03-26,65.91000366210938
2007-03-27,65.19000244140625
2007-03-28,63.689998626708984
2007-03-29,64.47000122070312
2007-03-30,64.29000091552734
2007-04-02,63.09000015258789
2007-04-03,64.80000305175781
2007-04-04,63.9900016784668
2007-04-05,63.060001373291016
2007-04-09,62.54999923706055
2007-04-10,62.54999923706055
2007-04-11,60.75
2007-04-12,61.470001220703125
2007-04-13,60.720001220703125
2007-04-16,62.81999969482422
2007-04-17,62.63999938964844
2007-04-18,63.0
2007-04-19,61.380001068115234
2007-04-20,62.58000183105469
2007-04-23,61.95000076293945
2007-04-24,61.650001525878906
2007-04-25,61.619998931884766
2007-04-26,61.650001525878906
2007-04-27,61.16999816894531
2007-04-30,60.33000183105469
2007-05-01,61.650001525878906
2007-05-02,62.939998626708984
2007-05-03,61.529998779296875
2007-05-04,61.95000076293945
2007-05-07,61.2599983215332
2007-05-08,60.65999984741211
2007-05-09,60.689998626708984
2007-05-10,58.5
2007-05-11,59.58000183105469
2007-05-14,59.130001068115234
2007-05-15,57.93000030517578
2007-05-16,58.16999816894531
2007-05-17,57.84000015258789
2007-05-18,58.290000915527344
2007-05-21,59.34000015258789
2007-05-22,60.0
2007-05-23,59.66999816894531
2007-05-24,59.70000076293945
2007-05-25,59.970001220703125
2007-05-29,60.09000015258789
2007-05-30,60.209999084472656
2007-05-31,60.09000015258789
2007-06-01,60.18000030517578
2007-06-04,60.689998626708984
2007-06-05,59.4900016784668
2007-06-06,59.25
2007-06-07,58.79999923706055
2007-06-08,59.81999969482422
2007-06-11,59.72999954223633
2007-06-12,59.220001220703125
2007-06-13,60.540000915527344
2007-06-14,60.689998626708984
2007-06-15,61.470001220703125
2007-06-18,61.22999954223633
2007-06-19,61.439998626708984
2007-06-20,59.939998626708984
2007-06-21,59.880001068115234
2007-06-22,61.380001068115234
2007-06-25,60.029998779296875
2007-06-26,60.0
2007-06-27,62.66999816894531
2007-06-28,62.70000076293945
2007-06-29,59.970001220703125
2007-07-02,60.47999954223633
2007-07-03,60.779998779296875
2007-07-05,60.09000015258789
2007-07-06,59.880001068115234
2007-07-09,59.52000045776367
2007-07-10,57.779998779296875
2007-07-11,57.75
2007-07-12,59.90999984741211
2007-07-13,59.220001220703125
2007-07-16,58.16999816894531
2007-07-17,58.650001525878906
2007-07-18,59.06999969482422
2007-07-19,59.099998474121094
2007-07-20,58.380001068115234
2007-07-23,58.709999084472656
2007-07-24,58.5
2007-07-25,58.290000915527344
2007-07-26,56.939998626708984
2007-07-27,57.65999984741211
2007-07-30,58.2599983215332
2007-07-31,58.08000183105469
2007-08-01,59.06999969482422
2007-08-02,60.689998626708984
2007-08-03,59.58000183105469
2007-08-06,59.880001068115234
2007-08-07,59.369998931884766
2007-08-08,62.25
2007-08-09,61.77000045776367
2007-08-10,62.72999954223633
2007-08-13,61.02000045776367
2007-08-14,61.97999954223633
2007-08-15,61.470001220703125
2007-08-16,63.0
2007-08-17,65.27999877929688
2007-08-20,65.8499984741211
2007-08-21,66.23999786376953
2007-08-22,64.58999633789062
2007-08-23,64.68000030517578
2007-08-24,66.08999633789062
2007-08-27,64.47000122070312
2007-08-28,62.66999816894531
2007-08-29,62.369998931884766
2007-08-30,63.209999084472656
2007-08-31,59.099998474121094
2007-09-04,62.58000183105469
2007-09-05,60.84000015258789
2007-09-06,61.650001525878906
2007-09-07,62.06999969482422
2007-09-10,61.02000045776367
2007-09-11,63.41999816894531
2007-09-12,62.279998779296875
2007-09-13,61.88999938964844
2007-09-14,63.0
2007-09-17,61.95000076293945
2007-09-18,65.69999694824219
2007-09-19,67.52999877929688
2007-09-20,65.97000122070312
2007-09-21,66.77999877929688
2007-09-24,64.08000183105469
2007-09-25,65.4000015258789
2007-09-26,66.56999969482422
2007-09-27,67.52999877929688
2007-09-28,65.7300033569336
2007-10-01,67.91999816894531
2007-10-02,68.58000183105469
2007-10-03,66.44999694824219
2007-10-04,67.16999816894531
2007-10-05,68.91000366210938
2007-10-08,67.2300033569336
2007-10-09,69.0
2007-10-10,68.7300033569336
2007-10-11,67.58999633789062
2007-10-12,68.16000366210938
2007-10-15,66.1500015258789
2007-10-16,65.76000213623047
2007-10-17,66.20999908447266
2007-10-18,65.30999755859375
2007-10-19,61.439998626708984
2007-10-22,64.62000274658203
2007-10-23,61.619998931884766
2007-10-24,63.36000061035156
2007-10-25,62.400001525878906
2007-10-26,63.75
2007-10-29,63.56999969482422
2007-10-30,62.459999084472656
2007-10-31,62.189998626708984
2007-11-01,59.400001525878906
2007-11-02,59.43000030517578
2007-11-05,58.97999954223633
2007-11-06,60.27000045776367
2007-11-07,57.689998626708984
2007-11-08,62.06999969482422
2007-11-09,61.16999816894531
2007-11-12,62.970001220703125
2007-11-13,65.48999786376953
2007-11-14,63.959999084472656
2007-11-15,63.5099983215332
2007-11-16,62.81999969482422
2007-11-19,62.15999984741211
2007-11-20,60.75
2007-11-21,60.84000015258789
2007-11-23,63.119998931884766
2007-11-26,60.0
2007-11-27,62.369998931884766
2007-11-28,66.56999969482422
2007-11-29,64.11000061035156
2007-11-30,62.66999816894531
2007-12-03,61.97999954223633
2007-12-04,60.33000183105469
2007-12-05,61.650001525878906
2007-12-06,63.56999969482422
2007-12-07,63.540000915527344
2007-12-10,63.119998931884766
2007-12-11,59.310001373291016
2007-12-12,61.97999954223633
2007-12-13,59.90999984741211
2007-12-14,59.90999984741211
2007-12-17,58.95000076293945
2007-12-18,60.540000915527344
2007-12-19,61.470001220703125
2007-12-20,60.09000015258789
2007-12-21,63.09000015258789
2007-12-24,63.09000015258789
2007-12-26,63.9900016784668
2007-12-27,60.33000183105469
2007-12-28,59.66999816894531
2007-12-31,59.58000183105469
2008-01-02,57.56999969482422
2008-01-03,57.36000061035156
2008-01-04,54.84000015258789
2008-01-07,56.880001068115234
2008-01-08,54.56999969482422
2008-01-09,56.0099983215332
2008-01-10,56.189998626708984
2008-01-11,54.2400016784668
2008-01-14,54.29999923706055
2008-01-15,54.29999923706055
2008-01-16,57.5099983215332
2008-01-17,53.52000045776367
2008-01-18,55.31999969482422
2008-01-22,58.619998931884766
2008-01-23,62.939998626708984
2008-01-24,60.630001068115234
2008-01-25,57.45000076293945
2008-01-28,58.7400016784668
2008-01-29,58.7400016784668
2008-01-30,58.13999938964844
2008-01-31,65.04000091552734
2008-02-01,65.22000122070312
2008-02-04,63.900001525878906
2008-02-05,61.02000045776367
2008-02-06,59.970001220703125
2008-02-07,60.29999923706055
2008-02-08,59.849998474121094
2008-02-11,56.459999084472656
2008-02-12,56.849998474121094
2008-02-13,58.88999938964844
2008-02-14,57.09000015258789
2008-02-15,56.4900016784668
2008-02-19,56.34000015258789
2008-02-20,56.63999938964844
2008-02-21,56.90999984741211
2008-02-22,56.81999969482422
2008-02-25,57.599998474121094
2008-02-26,57.65999984741211
2008-02-27,57.56999969482422
2008-02-28,57.0
2008-02-29,56.130001068115234
2008-03-03,55.13999938964844
2008-03-04,57.599998474121094
2008-03-05,54.9900016784668
2008-03-06,54.93000030517578
2008-03-07,53.970001220703125
2008-03-10,52.86000061035156
2008-03-11,57.779998779296875
2008-03-12,56.189998626708984
2008-03-13,58.11000061035156
2008-03-14,56.25
2008-03-17,56.459999084472656
2008-03-18,61.40999984741211
2008-03-19,61.619998931884766
2008-03-20,64.47000122070312
2008-03-24,62.849998474121094
2008-03-25,64.29000091552734
2008-03-26,65.79000091552734
2008-03-27,64.7699966430664
2008-03-28,63.29999923706055
2008-03-31,63.36000061035156
2008-04-01,67.47000122070312
2008-04-02,66.95999908447266
2008-04-03,66.51000213623047
2008-04-04,64.08000183105469
2008-04-07,64.11000061035156
2008-04-08,63.84000015258789
2008-04-09,62.849998474121094
2008-04-10,63.29999923706055
2008-04-11,61.88999938964844
2008-04-14,60.38999938964844
2008-04-15,61.20000076293945
2008-04-16,63.41999816894531
2008-04-17,61.16999816894531
2008-04-18,61.16999816894531
2008-04-21,60.630001068115234
2008-04-22,59.939998626708984
2008-04-23,60.29999923706055
2008-04-24,62.310001373291016
2008-04-25,60.540000915527344
2008-04-28,60.689998626708984
2008-04-29,61.40999984741211
2008-04-30,59.4900016784668
2008-05-01,60.2400016784668
2008-05-02,59.15999984741211
2008-05-05,58.650001525878906
2008-05-06,59.220001220703125
2008-05-07,56.70000076293945
2008-05-08,56.25
2008-05-09,56.939998626708984
2008-05-12,58.04999923706055
2008-05-13,57.5099983215332
2008-05-14,57.41999816894531
2008-05-15,57.09000015258789
2008-05-16,55.59000015258789
2008-05-19,54.810001373291016
2008-05-20,54.47999954223633
2008-05-21,54.540000915527344
2008-05-22,54.779998779296875
2008-05-23,54.33000183105469
2008-05-27,54.630001068115234
2008-05-28,53.970001220703125
2008-05-29,54.630001068115234
2008-05-30,54.65999984741211
2008-06-02,53.7599983215332
2008-06-03,53.43000030517578
2008-06-04,54.0
2008-06-05,55.79999923706055
2008-06-06,54.36000061035156
2008-06-09,53.130001068115234
2008-06-10,52.83000183105469
2008-06-11,52.31999969482422
2008-06-12,50.939998626708984
2008-06-13,51.959999084472656
2008-06-16,52.380001068115234
2008-06-17,51.36000061035156
2008-06-18,48.060001373291016
2008-06-19,46.380001068115234
2008-06-20,46.619998931884766
2008-06-23,44.459999084472656
2008-06-24,43.7400016784668
2008-06-25,44.52000045776367
2008-06-26,42.27000045776367
2008-06-27,41.7599983215332
2008-06-30,39.65999984741211
2008-07-01,37.08000183105469
2008-07-02,37.16999816894531
2008-07-03,35.15999984741211
2008-07-07,35.15999984741211
2008-07-08,38.939998626708984
2008-07-09,35.7599983215332
2008-07-10,36.599998474121094
2008-07-11,37.88999938964844
2008-07-14,36.150001525878906
2008-07-15,38.099998474121094
2008-07-16,40.5
2008-07-17,42.0
2008-07-18,42.900001525878906
2008-07-21,42.29999923706055
2008-07-22,45.75
2008-07-23,44.54999923706055
2008-07-24,44.7599983215332
2008-07-25,43.31999969482422
2008-07-28,42.47999954223633
2008-07-29,44.7599983215332
2008-07-30,45.45000076293945
2008-07-31,42.65999984741211
2008-08-01,42.959999084472656
2008-08-04,41.81999969482422
2008-08-05,43.470001220703125
2008-08-06,44.70000076293945
2008-08-07,44.040000915527344
2008-08-08,44.790000915527344
2008-08-11,47.52000045776367
2008-08-12,46.88999938964844
2008-08-13,48.810001373291016
2008-08-14,49.16999816894531
2008-08-15,49.02000045776367
2008-08-18,44.58000183105469
2008-08-19,44.040000915527344
2008-08-20,44.099998474121094
2008-08-21,43.04999923706055
2008-08-22,44.220001220703125
2008-08-25,42.09000015258789
2008-08-26,41.400001525878906
2008-08-27,41.880001068115234
2008-08-28,43.290000915527344
2008-08-29,42.47999954223633
2008-09-02,42.84000015258789
2008-09-03,43.77000045776367
2008-09-04,42.869998931884766
2008-09-05,43.7400016784668
2008-09-08,45.5099983215332
2008-09-09,45.27000045776367
2008-09-10,45.540000915527344
2008-09-11,44.880001068115234
2008-09-12,45.119998931884766
2008-09-15,44.099998474121094
2008-09-16,48.0
2008-09-17,49.529998779296875
2008-09-18,62.310001373291016
2008-09-19,58.380001068115234
2008-09-22,49.95000076293945
2008-09-23,50.52000045776367
2008-09-24,51.56999969482422
2008-09-25,53.7599983215332
2008-09-26,56.939998626708984
2008-09-29,54.33000183105469
2008-09-30,54.9900016784668
2008-10-01,54.09000015258789
2008-10-02,54.209999084472656
2008-10-03,55.83000183105469
2008-10-06,57.29999923706055
2008-10-07,53.54999923706055
2008-10-08,53.459999084472656
2008-10-09,44.130001068115234
2008-10-10,53.66999816894531
2008-10-13,56.7599983215332
2008-10-14,49.59000015258789
2008-10-15,48.45000076293945
2008-10-16,53.369998931884766
2008-10-17,51.75
2008-10-20,53.459999084472656
2008-10-21,47.970001220703125
2008-10-22,48.119998931884766
2008-10-23,47.849998474121094
2008-10-24,48.119998931884766
2008-10-27,47.25
2008-10-28,50.459999084472656
2008-10-29,51.540000915527344
2008-10-30,54.029998779296875
2008-10-31,55.91999816894531
2008-11-03,57.5099983215332
2008-11-04,58.97999954223633
2008-11-05,53.34000015258789
2008-11-06,52.349998474121094
2008-11-07,51.060001373291016
2008-11-10,49.31999969482422
2008-11-11,51.47999954223633
2008-11-12,49.68000030517578
2008-11-13,54.41999816894531
2008-11-14,47.58000183105469
2008-11-17,46.31999969482422
2008-11-18,47.040000915527344
2008-11-19,42.599998474121094
2008-11-20,40.97999954223633
2008-11-21,43.7400016784668
2008-11-24,45.540000915527344
2008-11-25,46.619998931884766
2008-11-26,48.36000061035156
2008-11-28,51.38999938964844
2008-12-01,44.54999923706055
2008-12-02,49.16999816894531
2008-12-03,50.72999954223633
2008-12-04,48.29999923706055
2008-12-05,52.02000045776367
2008-12-08,54.5099983215332
2008-12-09,51.18000030517578
2008-12-10,51.0
2008-12-11,49.619998931884766
2008-12-12,54.0
2008-12-15,49.59000015258789
2008-12-16,55.20000076293945
2008-12-17,53.040000915527344
2008-12-18,53.189998626708984
2008-12-19,52.560001373291016
2008-12-22,49.619998931884766
2008-12-23,50.790000915527344
2008-12-24,51.900001525878906
2008-12-26,52.83000183105469
2008-12-29,50.54999923706055
2008-12-30,53.939998626708984
2008-12-31,54.720001220703125
2009-01-02,54.150001525878906
2009-01-05,51.119998931884766
2009-01-06,49.86000061035156
2009-01-07,45.060001373291016
2009-01-08,44.70000076293945
2009-01-09,42.540000915527344
2009-01-12,41.15999984741211
2009-01-13,40.59000015258789
2009-01-14,39.630001068115234
2009-01-15,39.540000915527344
2009-01-16,39.540000915527344
2009-01-20,34.619998931884766
2009-01-21,38.58000183105469
2009-01-22,34.560001373291016
2009-01-23,34.650001525878906
2009-01-26,34.16999816894531
2009-01-27,34.22999954223633
2009-01-28,32.25
2009-01-29,26.969999313354492
2009-01-30,26.25
2009-02-02,25.170000076293945
2009-02-03,24.600000381469727
2009-02-04,23.610000610351562
2009-02-05,23.399999618530273
2009-02-06,25.260000228881836
2009-02-09,25.950000762939453
2009-02-10,24.149999618530273
2009-02-11,24.84000015258789
2009-02-12,23.940000534057617
2009-02-13,22.350000381469727
2009-02-17,19.649999618530273
2009-02-18,19.40999984741211
2009-02-19,19.440000534057617
2009-02-20,20.100000381469727
2009-02-23,19.3799991607666
2009-02-24,21.6299991607666
2009-02-25,21.899999618530273
2009-02-26,21.18000030517578
2009-02-27,21.0
2009-03-02,20.25
2009-03-03,20.459999084472656
2009-03-04,21.479999542236328
2009-03-05,19.829999923706055
2009-03-06,18.450000762939453
2009-03-09,18.6299991607666
2009-03-10,21.09000015258789
2009-03-11,20.549999237060547
2009-03-12,23.489999771118164
2009-03-13,23.190000534057617
2009-03-16,22.260000228881836
2009-03-17,24.510000228881836
2009-03-18,29.90999984741211
2009-03-19,31.40999984741211
2009-03-20,26.06999969482422
2009-03-23,30.239999771118164
2009-03-24,27.989999771118164
2009-03-25,29.06999969482422
2009-03-26,28.260000228881836
2009-03-27,25.770000457763672
2009-03-30,23.549999237060547
2009-03-31,23.280000686645508
2009-04-01,24.149999618530273
2009-04-02,27.0
2009-04-03,26.700000762939453
2009-04-06,25.559999465942383
2009-04-07,24.360000610351562
2009-04-08,24.09000015258789
2009-04-09,27.0
2009-04-13,27.8700008392334
2009-04-14,26.850000381469727
2009-04-15,27.510000228881836
2009-04-16,28.770000457763672
2009-04-17,29.040000915527344
2009-04-20,26.700000762939453
2009-04-21,27.299999237060547
2009-04-22,24.56999969482422
2009-04-23,24.299999237060547
2009-04-24,24.479999542236328
2009-04-27,23.15999984741211
2009-04-28,23.700000762939453
2009-04-29,24.299999237060547
2009-04-30,23.489999771118164
2009-05-01,21.959999084472656
2009-05-04,23.700000762939453
2009-05-05,23.850000381469727
2009-05-06,24.600000381469727
2009-05-07,24.450000762939453
2009-05-08,25.350000381469727
2009-05-11,24.0
2009-05-12,23.1299991607666
2009-05-13,22.5
2009-05-14,23.90999984741211
2009-05-15,22.889999389648438
2009-05-18,24.1200008392334
2009-05-19,23.639999389648438
2009-05-20,23.579999923706055
2009-05-21,22.860000610351562
2009-05-22,22.5
2009-05-26,23.010000228881836
2009-05-27,21.959999084472656
2009-05-28,22.229999542236328
2009-05-29,23.25
2009-06-01,23.760000228881836
2009-06-02,23.579999923706055
2009-06-03,23.190000534057617
2009-06-04,24.389999389648438
2009-06-05,24.059999465942383
2009-06-08,23.459999084472656
2009-06-09,23.06999969482422
2009-06-10,23.25
2009-06-11,23.639999389648438
2009-06-12,24.329999923706055
2009-06-15,22.649999618530273
2009-06-16,22.59000015258789
2009-06-17,22.6200008392334
2009-06-18,23.15999984741211
2009-06-19,21.690000534057617
2009-06-22,21.18000030517578
2009-06-23,24.030000686645508
2009-06-24,22.649999618530273
2009-06-25,23.190000534057617
2009-06-26,23.010000228881836
2009-06-29,22.950000762939453
2009-06-30,22.049999237060547
2009-07-01,21.600000381469727
2009-07-02,20.549999237060547
2009-07-06,18.989999771118164
2009-07-07,18.209999084472656
2009-07-08,18.299999237060547
2009-07-09,18.18000030517578
2009-07-10,18.479999542236328
2009-07-13,19.920000076293945
2009-07-14,18.780000686645508
2009-07-15,19.229999542236328
2009-07-16,19.229999542236328
2009-07-17,18.8700008392334
2009-07-20,19.020000457763672
2009-07-21,18.809999465942383
2009-07-22,17.1299991607666
2009-07-23,17.399999618530273
2009-07-24,17.280000686645508
2009-07-27,17.760000228881836
2009-07-28,18.0
2009-07-29,18.989999771118164
2009-07-30,19.020000457763672
2009-07-31,18.75
2009-08-03,18.600000381469727
2009-08-04,19.229999542236328
2009-08-05,18.989999771118164
2009-08-06,18.8700008392334
2009-08-07,19.200000762939453
2009-08-10,19.049999237060547
2009-08-11,18.719999313354492
2009-08-12,18.84000015258789
2009-08-13,19.020000457763672
2009-08-14,19.049999237060547
2009-08-17,18.540000915527344
2009-08-18,18.56999969482422
2009-08-19,19.139999389648438
2009-08-20,19.229999542236328
2009-08-21,19.229999542236328
2009-08-24,18.719999313354492
2009-08-25,18.989999771118164
2009-08-26,18.899999618530273
2009-08-27,18.899999618530273
2009-08-28,18.270000457763672
2009-08-31,18.65999984741211
2009-09-01,18.479999542236328
2009-09-02,17.850000381469727
2009-09-03,18.270000457763672
2009-09-04,18.56999969482422
2009-09-08,18.719999313354492
2009-09-09,18.93000030517578
2009-09-10,19.049999237060547
2009-09-11,18.84000015258789
2009-09-14,18.93000030517578
2009-09-15,18.809999465942383
2009-09-16,19.6200008392334
2009-09-17,19.530000686645508
2009-09-18,19.31999969482422
2009-09-21,16.079999923706055
2009-09-22,15.539999961853027
2009-09-23,15.569999694824219
2009-09-24,13.5600004196167
2009-09-25,14.850000381469727
2009-09-28,15.119999885559082
2009-09-29,14.25
2009-09-30,14.100000381469727
2009-10-01,13.949999809265137
2009-10-02,13.770000457763672
2009-10-05,13.739999771118164
2009-10-06,13.710000038146973
2009-10-07,14.100000381469727
2009-10-08,14.010000228881836
2009-10-09,14.130000114440918
2009-10-12,13.949999809265137
2009-10-13,13.949999809265137
2009-10-14,14.279999732971191
2009-10-15,14.069999694824219
2009-10-16,13.800000190734863
2009-10-19,13.920000076293945
2009-10-20,13.890000343322754
2009-10-21,13.529999732971191
2009-10-22,13.199999809265137
2009-10-23,12.869999885559082
2009-10-26,12.6899995803833
2009-10-27,12.869999885559082
2009-10-28,12.390000343322754
2009-10-29,12.899999618530273
2009-10-30,11.609999656677246
2009-11-02,11.25
2009-11-03,11.399999618530273
2009-11-04,11.010000228881836
2009-11-05,10.949999809265137
2009-11-06,11.25
2009-11-09,11.3100004196167
2009-11-10,11.039999961853027
2009-11-11,10.890000343322754
2009-11-12,10.140000343322754
2009-11-13,10.109999656677246
2009-11-16,10.5600004196167
2009-11-17,10.350000381469727
2009-11-18,9.960000038146973
2009-11-19,9.449999809265137
2009-11-20,9.239999771118164
2009-11-23,9.84000015258789
2009-11-24,10.079999923706055
2009-11-25,9.779999732971191
2009-11-27,9.84000015258789
2009-11-30,9.84000015258789
2009-12-01,9.869999885559082
2009-12-02,10.199999809265137
2009-12-03,9.899999618530273
2009-12-04,10.619999885559082
2009-12-07,10.949999809265137
2009-12-08,10.289999961853027
2009-12-09,10.170000076293945
2009-12-10,9.899999618530273
2009-12-11,10.289999961853027
2009-12-14,10.890000343322754
2009-12-15,10.619999885559082
2009-12-16,10.859999656677246
2009-12-17,10.5600004196167
2009-12-18,11.010000228881836
2009-12-21,11.100000381469727
2009-12-22,11.220000267028809
2009-12-23,11.699999809265137
2009-12-24,11.640000343322754
2009-12-28,11.520000457763672
2009-12-29,11.220000267028809
2009-12-30,11.100000381469727
2009-12-31,11.670000076293945
2010-01-04,11.399999618530273
2010-01-05,11.069999694824219
2010-01-06,10.649999618530273
2010-01-07,10.470000267028809
2010-01-08,10.859999656677246
2010-01-11,10.739999771118164
2010-01-12,10.350000381469727
2010-01-13,10.949999809265137
2010-01-14,11.25
2010-01-15,11.399999618530273
2010-01-19,11.579999923706055
2010-01-20,11.520000457763672
2010-01-21,11.460000038146973
2010-01-22,11.1899995803833
2010-01-25,11.1899995803833
2010-01-26,10.770000457763672
2010-01-27,10.739999771118164
2010-01-28,10.5
2010-01-29,10.649999618530273
2010-02-01,11.399999618530273
2010-02-02,11.279999732971191
2010-02-03,11.010000228881836
2010-02-04,10.979999542236328
2010-02-05,10.859999656677246
2010-02-08,10.649999618530273
2010-02-09,10.890000343322754
2010-02-10,11.100000381469727
2010-02-11,11.1899995803833
2010-02-12,11.220000267028809
2010-02-16,11.369999885559082
2010-02-17,11.1899995803833
2010-02-18,11.3100004196167
2010-02-19,11.279999732971191
2010-02-22,11.1899995803833
2010-02-23,11.069999694824219
2010-02-24,11.3100004196167
2010-02-25,11.220000267028809
2010-02-26,11.279999732971191
2010-03-01,11.550000190734863
2010-03-02,11.819999694824219
2010-03-03,11.489999771118164
2010-03-04,11.399999618530273
2010-03-05,11.699999809265137
2010-03-08,11.760000228881836
2010-03-09,12.0
2010-03-10,12.359999656677246
2010-03-11,12.75
2010-03-12,12.65999984741211
2010-03-15,12.869999885559082
2010-03-16,13.050000190734863
2010-03-17,13.229999542236328
2010-03-18,13.319999694824219
2010-03-19,13.5
2010-03-22,13.829999923706055
2010-03-23,13.890000343322754
2010-03-24,13.890000343322754
2010-03-25,13.5600004196167
2010-03-26,13.380000114440918
2010-03-29,13.140000343322754
2010-03-30,13.079999923706055
2010-03-31,13.260000228881836
2010-04-01,13.350000381469727
2010-04-05,14.34000015258789
2010-04-06,14.3100004196167
2010-04-07,14.520000457763672
2010-04-08,14.699999809265137
2010-04-09,14.699999809265137
2010-04-12,15.180000305175781
2010-04-13,15.420000076293945
2010-04-14,16.049999237060547
2010-04-15,16.020000457763672
2010-04-16,16.049999237060547
2010-04-19,15.930000305175781
2010-04-20,16.200000762939453
2010-04-21,16.40999984741211
2010-04-22,15.75
2010-04-23,15.930000305175781
2010-04-26,14.90999984741211
2010-04-27,14.9399995803833
2010-04-28,14.970000267028809
2010-04-29,15.359999656677246
2010-04-30,15.119999885559082
2010-05-03,15.0600004196167
2010-05-04,14.579999923706055
2010-05-05,14.34000015258789
2010-05-06,13.649999618530273
2010-05-07,13.199999809265137
2010-05-10,14.970000267028809
2010-05-11,15.180000305175781
2010-05-12,15.8100004196167
2010-05-13,15.359999656677246
2010-05-14,14.729999542236328
2010-05-17,14.819999694824219
2010-05-18,14.3100004196167
2010-05-19,14.34000015258789
2010-05-20,13.5
2010-05-21,13.5600004196167
2010-05-24,13.319999694824219
2010-05-25,13.470000267028809
2010-05-26,13.619999885559082
2010-05-27,14.489999771118164
2010-05-28,14.069999694824219
2010-06-01,13.40999984741211
2010-06-02,13.890000343322754
2010-06-03,14.15999984741211
2010-06-04,12.960000038146973
2010-06-07,12.390000343322754
2010-06-08,12.239999771118164
2010-06-09,11.9399995803833
2010-06-10,12.149999618530273
2010-06-11,12.479999542236328
2010-06-14,12.449999809265137
2010-06-15,12.930000305175781
2010-06-16,13.350000381469727
2010-06-17,13.470000267028809
2010-06-18,13.739999771118164
2010-06-21,13.59000015258789
2010-06-22,13.470000267028809
2010-06-23,13.59000015258789
2010-06-24,13.380000114440918
2010-06-25,14.760000228881836
2010-06-28,13.949999809265137
2010-06-29,13.470000267028809
2010-06-30,13.59000015258789
2010-07-01,13.289999961853027
2010-07-02,13.59000015258789
2010-07-06,13.40999984741211
2010-07-07,13.979999542236328
2010-07-08,14.039999961853027
2010-07-09,14.460000038146973
2010-07-12,14.25
2010-07-13,14.729999542236328
2010-07-14,14.670000076293945
2010-07-15,14.460000038146973
2010-07-16,13.319999694824219
2010-07-19,13.350000381469727
2010-07-20,13.800000190734863
2010-07-21,13.319999694824219
2010-07-22,14.010000228881836
2010-07-23,14.069999694824219
2010-07-26,14.25
2010-07-27,14.15999984741211
2010-07-28,13.5600004196167
2010-07-29,13.710000038146973
2010-07-30,13.770000457763672
2010-08-02,14.100000381469727
2010-08-03,13.949999809265137
2010-08-04,14.25
2010-08-05,13.859999656677246
2010-08-06,13.5600004196167
2010-08-09,13.920000076293945
2010-08-10,13.319999694824219
2010-08-11,12.300000190734863
2010-08-12,12.75
2010-08-13,12.75
2010-08-16,12.869999885559082
2010-08-17,12.989999771118164
2010-08-18,12.779999732971191
2010-08-19,12.75
2010-08-20,12.869999885559082
2010-08-23,12.75
2010-08-24,12.75
2010-08-25,12.930000305175781
2010-08-26,12.75
2010-08-27,13.079999923706055
2010-08-30,12.720000267028809
2010-08-31,12.8100004196167
2010-09-01,13.40999984741211
2010-09-02,13.5
2010-09-03,13.649999618530273
2010-09-07,12.869999885559082
2010-09-08,12.899999618530273
2010-09-09,12.869999885559082
2010-09-10,12.779999732971191
2010-09-13,13.260000228881836
2010-09-14,13.109999656677246
2010-09-15,12.960000038146973
2010-09-16,12.84000015258789
2010-09-17,12.84000015258789
2010-09-20,13.260000228881836
2010-09-21,12.989999771118164
2010-09-22,12.84000015258789
2010-09-23,12.75
2010-09-24,13.5
2010-09-27,13.140000343322754
2010-09-28,13.350000381469727
2010-09-29,13.59000015258789
2010-09-30,13.649999618530273
2010-10-01,13.829999923706055
2010-10-04,13.319999694824219
2010-10-05,14.039999961853027
2010-10-06,14.039999961853027
2010-10-07,14.100000381469727
2010-10-08,14.220000267028809
2010-10-11,14.15999984741211
2010-10-12,14.069999694824219
2010-10-13,14.489999771118164
2010-10-14,14.640000343322754
2010-10-15,14.399999618530273
2010-10-18,14.880000114440918
2010-10-19,14.640000343322754
2010-10-20,14.399999618530273
2010-10-21,14.100000381469727
