,CRAI
2006-09-07,44.709999084472656
2006-09-08,44.68000030517578
2006-09-11,44.779998779296875
2006-09-12,46.119998931884766
2006-09-13,45.86000061035156
2006-09-14,45.88999938964844
2006-09-15,45.66999816894531
2006-09-18,45.439998626708984
2006-09-19,44.79999923706055
2006-09-20,46.33000183105469
2006-09-21,46.06999969482422
2006-09-22,45.599998474121094
2006-09-25,46.52000045776367
2006-09-26,46.630001068115234
2006-09-27,47.540000915527344
2006-09-28,48.0
2006-09-29,47.65999984741211
2006-10-02,47.43000030517578
2006-10-03,47.56999969482422
2006-10-04,49.45000076293945
2006-10-05,49.630001068115234
2006-10-06,49.0099983215332
2006-10-09,49.43000030517578
2006-10-10,49.66999816894531
2006-10-11,49.25
2006-10-12,50.29999923706055
2006-10-13,50.54999923706055
2006-10-16,51.20000076293945
2006-10-17,51.08000183105469
2006-10-18,51.22999954223633
2006-10-19,51.41999816894531
2006-10-20,51.95000076293945
2006-10-23,50.869998931884766
2006-10-24,50.540000915527344
2006-10-25,50.439998626708984
2006-10-26,51.150001525878906
2006-10-27,51.220001220703125
2006-10-30,50.56999969482422
2006-10-31,50.83000183105469
2006-11-01,49.040000915527344
2006-11-02,48.869998931884766
2006-11-03,49.279998779296875
2006-11-06,50.61000061035156
2006-11-07,50.66999816894531
2006-11-08,51.439998626708984
2006-11-09,49.900001525878906
2006-11-10,49.90999984741211
2006-11-13,50.560001373291016
2006-11-14,51.66999816894531
2006-11-15,52.369998931884766
2006-11-16,52.13999938964844
2006-11-17,52.34000015258789
2006-11-20,51.93000030517578
2006-11-21,51.9900016784668
2006-11-22,51.97999954223633
2006-11-24,52.209999084472656
2006-11-27,51.70000076293945
2006-11-28,52.16999816894531
2006-11-29,52.04999923706055
2006-11-30,51.630001068115234
2006-12-01,50.91999816894531
2006-12-04,51.43000030517578
2006-12-05,51.63999938964844
2006-12-06,52.0099983215332
2006-12-07,51.5099983215332
2006-12-08,50.88999938964844
2006-12-11,52.5
2006-12-12,51.83000183105469
2006-12-13,51.459999084472656
2006-12-14,52.369998931884766
2006-12-15,51.97999954223633
2006-12-18,50.27000045776367
2006-12-19,49.970001220703125
2006-12-20,50.66999816894531
2006-12-21,51.56999969482422
2006-12-22,50.5099983215332
2006-12-26,52.06999969482422
2006-12-27,52.060001373291016
2006-12-28,51.939998626708984
2006-12-29,52.400001525878906
2007-01-03,50.95000076293945
2007-01-04,51.56999969482422
2007-01-05,51.04999923706055
2007-01-08,50.310001373291016
2007-01-09,50.7599983215332
2007-01-10,50.400001525878906
2007-01-11,53.25
2007-01-12,53.5
2007-01-16,52.09000015258789
2007-01-17,52.630001068115234
2007-01-18,51.810001373291016
2007-01-19,52.380001068115234
2007-01-22,51.439998626708984
2007-01-23,52.099998474121094
2007-01-24,53.040000915527344
2007-01-25,53.27000045776367
2007-01-26,53.7400016784668
2007-01-29,54.810001373291016
2007-01-30,54.5
2007-01-31,53.91999816894531
2007-02-01,53.959999084472656
2007-02-02,53.9900016784668
2007-02-05,53.95000076293945
2007-02-06,53.88999938964844
2007-02-07,53.70000076293945
2007-02-08,53.439998626708984
2007-02-09,52.5
2007-02-12,52.220001220703125
2007-02-13,53.09000015258789
2007-02-14,52.400001525878906
2007-02-15,52.310001373291016
2007-02-16,52.79999923706055
2007-02-20,54.369998931884766
2007-02-21,54.18000030517578
2007-02-22,53.900001525878906
2007-02-23,53.880001068115234
2007-02-26,53.5099983215332
2007-02-27,50.75
2007-02-28,51.790000915527344
2007-03-01,52.41999816894531
2007-03-02,51.349998474121094
2007-03-05,50.90999984741211
2007-03-06,52.91999816894531
2007-03-07,52.04999923706055
2007-03-08,52.189998626708984
2007-03-09,52.47999954223633
2007-03-12,52.400001525878906
2007-03-13,50.349998474121094
2007-03-14,50.5
2007-03-15,50.95000076293945
2007-03-16,50.779998779296875
2007-03-19,52.0099983215332
2007-03-20,52.0
2007-03-21,53.4900016784668
2007-03-22,50.29999923706055
2007-03-23,50.619998931884766
2007-03-26,51.56999969482422
2007-03-27,52.77000045776367
2007-03-28,52.11000061035156
2007-03-29,52.5099983215332
2007-03-30,52.18000030517578
2007-04-02,51.880001068115234
2007-04-03,51.38999938964844
2007-04-04,51.5
2007-04-05,50.9900016784668
2007-04-09,50.33000183105469
2007-04-10,50.5099983215332
2007-04-11,50.2599983215332
2007-04-12,51.16999816894531
2007-04-13,50.540000915527344
2007-04-16,51.61000061035156
2007-04-17,52.33000183105469
2007-04-18,52.0099983215332
2007-04-19,51.63999938964844
2007-04-20,52.310001373291016
2007-04-23,52.650001525878906
2007-04-24,52.790000915527344
2007-04-25,53.0099983215332
2007-04-26,52.59000015258789
2007-04-27,52.47999954223633
2007-04-30,51.56999969482422
2007-05-01,51.13999938964844
2007-05-02,52.33000183105469
2007-05-03,51.790000915527344
2007-05-04,51.70000076293945
2007-05-07,51.849998474121094
2007-05-08,51.90999984741211
2007-05-09,52.27000045776367
2007-05-10,50.95000076293945
2007-05-11,51.93000030517578
2007-05-14,51.130001068115234
2007-05-15,50.720001220703125
2007-05-16,51.45000076293945
2007-05-17,51.16999816894531
2007-05-18,51.5
2007-05-21,52.66999816894531
2007-05-22,52.880001068115234
2007-05-23,53.0099983215332
2007-05-24,53.11000061035156
2007-05-25,53.029998779296875
2007-05-29,53.279998779296875
2007-05-30,52.95000076293945
2007-05-31,52.88999938964844
2007-06-01,45.380001068115234
2007-06-04,45.16999816894531
2007-06-05,45.25
2007-06-06,45.61000061035156
2007-06-07,45.63999938964844
2007-06-08,44.650001525878906
2007-06-11,44.61000061035156
2007-06-12,44.369998931884766
2007-06-13,44.189998626708984
2007-06-14,44.5
2007-06-15,45.060001373291016
2007-06-18,45.630001068115234
2007-06-19,46.119998931884766
2007-06-20,45.84000015258789
2007-06-21,46.56999969482422
2007-06-22,45.869998931884766
2007-06-25,46.15999984741211
2007-06-26,47.630001068115234
2007-06-27,48.18000030517578
2007-06-28,47.959999084472656
2007-06-29,48.20000076293945
2007-07-02,47.029998779296875
2007-07-03,46.959999084472656
2007-07-05,47.0
2007-07-06,48.560001373291016
2007-07-09,47.88999938964844
2007-07-10,47.20000076293945
2007-07-11,48.810001373291016
2007-07-12,49.86000061035156
2007-07-13,49.63999938964844
2007-07-16,49.08000183105469
2007-07-17,49.75
2007-07-18,49.77000045776367
2007-07-19,49.61000061035156
2007-07-20,49.20000076293945
2007-07-23,49.0
2007-07-24,48.45000076293945
2007-07-25,48.88999938964844
2007-07-26,48.720001220703125
2007-07-27,48.529998779296875
2007-07-30,48.75
2007-07-31,47.689998626708984
2007-08-01,47.95000076293945
2007-08-02,48.369998931884766
2007-08-03,48.06999969482422
2007-08-06,49.95000076293945
2007-08-07,50.18000030517578
2007-08-08,52.59000015258789
2007-08-09,53.810001373291016
2007-08-10,51.54999923706055
2007-08-13,52.0
2007-08-14,51.619998931884766
2007-08-15,51.65999984741211
2007-08-16,52.619998931884766
2007-08-17,53.15999984741211
2007-08-20,52.290000915527344
2007-08-21,52.400001525878906
2007-08-22,52.779998779296875
2007-08-23,51.349998474121094
2007-08-24,51.40999984741211
2007-08-27,50.36000061035156
2007-08-28,49.31999969482422
2007-08-29,49.47999954223633
2007-08-30,49.369998931884766
2007-08-31,49.65999984741211
2007-09-04,49.619998931884766
2007-09-05,48.58000183105469
2007-09-06,49.529998779296875
2007-09-07,47.86000061035156
2007-09-10,48.15999984741211
2007-09-11,48.459999084472656
2007-09-12,48.470001220703125
2007-09-13,48.09000015258789
2007-09-14,48.0
2007-09-17,48.38999938964844
2007-09-18,47.939998626708984
2007-09-19,48.34000015258789
2007-09-20,48.45000076293945
2007-09-21,48.560001373291016
2007-09-24,49.34000015258789
2007-09-25,49.130001068115234
2007-09-26,50.31999969482422
2007-09-27,48.0
2007-09-28,48.189998626708984
2007-10-01,49.650001525878906
2007-10-02,51.04999923706055
2007-10-03,50.310001373291016
2007-10-04,51.279998779296875
2007-10-05,52.310001373291016
2007-10-08,51.0
2007-10-09,52.849998474121094
2007-10-10,53.470001220703125
2007-10-11,51.790000915527344
2007-10-12,52.970001220703125
2007-10-15,50.959999084472656
2007-10-16,52.849998474121094
2007-10-17,51.2599983215332
2007-10-18,52.619998931884766
2007-10-19,50.02000045776367
2007-10-22,51.88999938964844
2007-10-23,51.619998931884766
2007-10-24,51.119998931884766
2007-10-25,50.77000045776367
2007-10-26,50.5099983215332
2007-10-29,50.09000015258789
2007-10-30,50.720001220703125
2007-10-31,51.779998779296875
2007-11-01,49.97999954223633
2007-11-02,49.47999954223633
2007-11-05,48.79999923706055
2007-11-06,48.959999084472656
2007-11-07,47.7400016784668
2007-11-08,49.099998474121094
2007-11-09,48.09000015258789
2007-11-12,48.47999954223633
2007-11-13,48.9900016784668
2007-11-14,49.150001525878906
2007-11-15,49.029998779296875
2007-11-16,48.70000076293945
2007-11-19,47.7400016784668
2007-11-20,47.70000076293945
2007-11-21,47.16999816894531
2007-11-23,47.0099983215332
2007-11-26,47.0
2007-11-27,47.060001373291016
2007-11-28,47.66999816894531
2007-11-29,46.9900016784668
2007-11-30,46.2599983215332
2007-12-03,45.79999923706055
2007-12-04,45.95000076293945
2007-12-05,45.779998779296875
2007-12-06,48.5
2007-12-07,47.880001068115234
2007-12-10,48.119998931884766
2007-12-11,47.36000061035156
2007-12-12,46.9900016784668
2007-12-13,46.970001220703125
2007-12-14,46.439998626708984
2007-12-17,46.31999969482422
2007-12-18,46.11000061035156
2007-12-19,45.70000076293945
2007-12-20,45.54999923706055
2007-12-21,45.41999816894531
2007-12-24,45.41999816894531
2007-12-26,46.130001068115234
2007-12-27,46.310001373291016
2007-12-28,48.52000045776367
2007-12-31,47.61000061035156
2008-01-02,48.20000076293945
2008-01-03,48.13999938964844
2008-01-04,47.20000076293945
2008-01-07,48.31999969482422
2008-01-08,48.38999938964844
2008-01-09,49.15999984741211
2008-01-10,46.130001068115234
2008-01-11,44.81999969482422
2008-01-14,44.689998626708984
2008-01-15,45.27000045776367
2008-01-16,44.5
2008-01-17,43.439998626708984
2008-01-18,42.88999938964844
2008-01-22,43.290000915527344
2008-01-23,44.5
2008-01-24,43.9900016784668
2008-01-25,42.77000045776367
2008-01-28,43.0
2008-01-29,41.79999923706055
2008-01-30,40.65999984741211
2008-01-31,41.7400016784668
2008-02-01,43.83000183105469
2008-02-04,43.31999969482422
2008-02-05,42.369998931884766
2008-02-06,41.209999084472656
2008-02-07,42.75
2008-02-08,41.68000030517578
2008-02-11,41.529998779296875
2008-02-12,41.779998779296875
2008-02-13,43.130001068115234
2008-02-14,41.2599983215332
2008-02-15,40.95000076293945
2008-02-19,40.2599983215332
2008-02-20,40.90999984741211
2008-02-21,39.400001525878906
2008-02-22,38.59000015258789
2008-02-25,38.90999984741211
2008-02-26,37.349998474121094
2008-02-27,36.79999923706055
2008-02-28,37.61000061035156
2008-02-29,37.97999954223633
2008-03-03,38.18000030517578
2008-03-04,38.540000915527344
2008-03-05,38.43000030517578
2008-03-06,37.0099983215332
2008-03-07,38.15999984741211
2008-03-10,22.989999771118164
2008-03-11,24.65999984741211
2008-03-12,25.719999313354492
2008-03-13,25.899999618530273
2008-03-14,26.0
2008-03-17,26.020000457763672
2008-03-18,28.260000228881836
2008-03-19,27.229999542236328
2008-03-20,29.219999313354492
2008-03-24,29.770000457763672
2008-03-25,31.290000915527344
2008-03-26,31.389999389648438
2008-03-27,30.969999313354492
2008-03-28,31.110000610351562
2008-03-31,32.13999938964844
2008-04-01,33.029998779296875
2008-04-02,32.709999084472656
2008-04-03,32.91999816894531
2008-04-04,33.459999084472656
2008-04-07,34.0
2008-04-08,33.869998931884766
2008-04-09,32.45000076293945
2008-04-10,33.349998474121094
2008-04-11,32.16999816894531
2008-04-14,31.979999542236328
2008-04-15,32.36000061035156
2008-04-16,34.02000045776367
2008-04-17,33.849998474121094
2008-04-18,34.7400016784668
2008-04-21,34.220001220703125
2008-04-22,32.959999084472656
2008-04-23,33.650001525878906
2008-04-24,34.369998931884766
2008-04-25,34.560001373291016
2008-04-28,34.58000183105469
2008-04-29,34.75
2008-04-30,34.47999954223633
2008-05-01,35.29999923706055
2008-05-02,34.720001220703125
2008-05-05,33.93000030517578
2008-05-06,33.63999938964844
2008-05-07,32.209999084472656
2008-05-08,32.2400016784668
2008-05-09,32.54999923706055
2008-05-12,34.0
2008-05-13,34.25
2008-05-14,34.20000076293945
2008-05-15,34.38999938964844
2008-05-16,34.310001373291016
2008-05-19,34.31999969482422
2008-05-20,34.91999816894531
2008-05-21,34.47999954223633
2008-05-22,35.650001525878906
2008-05-23,34.81999969482422
2008-05-27,34.869998931884766
2008-05-28,34.47999954223633
2008-05-29,34.939998626708984
2008-05-30,34.869998931884766
2008-06-02,33.93000030517578
2008-06-03,33.81999969482422
2008-06-04,34.75
2008-06-05,39.310001373291016
2008-06-06,38.790000915527344
2008-06-09,38.540000915527344
2008-06-10,39.31999969482422
2008-06-11,40.31999969482422
2008-06-12,40.20000076293945
2008-06-13,41.0
2008-06-16,40.22999954223633
2008-06-17,40.86000061035156
2008-06-18,41.40999984741211
2008-06-19,42.5099983215332
2008-06-20,41.13999938964844
2008-06-23,40.349998474121094
2008-06-24,39.5
2008-06-25,39.650001525878906
2008-06-26,38.79999923706055
2008-06-27,38.15999984741211
2008-06-30,36.150001525878906
2008-07-01,36.939998626708984
2008-07-02,36.31999969482422
2008-07-03,36.220001220703125
2008-07-07,36.11000061035156
2008-07-08,37.40999984741211
2008-07-09,35.65999984741211
2008-07-10,36.47999954223633
2008-07-11,37.040000915527344
2008-07-14,35.5099983215332
2008-07-15,35.61000061035156
2008-07-16,35.709999084472656
2008-07-17,35.9900016784668
2008-07-18,34.83000183105469
2008-07-21,35.220001220703125
2008-07-22,37.060001373291016
2008-07-23,36.060001373291016
2008-07-24,35.56999969482422
2008-07-25,37.33000183105469
2008-07-28,36.27000045776367
2008-07-29,37.529998779296875
2008-07-30,37.91999816894531
2008-07-31,37.630001068115234
2008-08-01,37.349998474121094
2008-08-04,37.0
2008-08-05,37.43000030517578
2008-08-06,36.04999923706055
2008-08-07,36.04999923706055
2008-08-08,37.130001068115234
2008-08-11,38.209999084472656
2008-08-12,38.540000915527344
2008-08-13,40.470001220703125
2008-08-14,40.369998931884766
2008-08-15,40.54999923706055
2008-08-18,40.06999969482422
2008-08-19,39.56999969482422
2008-08-20,40.79999923706055
2008-08-21,39.36000061035156
2008-08-22,39.959999084472656
2008-08-25,38.459999084472656
2008-08-26,38.47999954223633
2008-08-27,39.150001525878906
2008-08-28,40.47999954223633
2008-08-29,39.88999938964844
2008-09-02,39.470001220703125
2008-09-03,39.97999954223633
2008-09-04,39.47999954223633
2008-09-05,39.720001220703125
2008-09-08,40.2400016784668
2008-09-09,39.63999938964844
2008-09-10,39.61000061035156
2008-09-11,39.93000030517578
2008-09-12,39.630001068115234
2008-09-15,39.43000030517578
2008-09-16,40.400001525878906
2008-09-17,39.380001068115234
2008-09-18,40.380001068115234
2008-09-19,44.63999938964844
2008-09-22,41.65999984741211
2008-09-23,40.38999938964844
2008-09-24,37.560001373291016
2008-09-25,27.360000610351562
2008-09-26,29.719999313354492
2008-09-29,27.6299991607666
2008-09-30,27.479999542236328
2008-10-01,28.81999969482422
2008-10-02,26.959999084472656
2008-10-03,26.5
2008-10-06,26.479999542236328
2008-10-07,25.1200008392334
2008-10-08,25.8799991607666
2008-10-09,25.520000457763672
2008-10-10,26.959999084472656
2008-10-13,27.979999542236328
2008-10-14,26.799999237060547
2008-10-15,25.670000076293945
2008-10-16,26.989999771118164
2008-10-17,26.1200008392334
2008-10-20,26.940000534057617
2008-10-21,26.56999969482422
2008-10-22,25.90999984741211
2008-10-23,25.360000610351562
2008-10-24,24.809999465942383
2008-10-27,24.420000076293945
2008-10-28,25.25
2008-10-29,23.93000030517578
2008-10-30,24.399999618530273
2008-10-31,27.059999465942383
2008-11-03,26.239999771118164
2008-11-04,26.6200008392334
2008-11-05,24.559999465942383
2008-11-06,25.149999618530273
2008-11-07,25.459999084472656
2008-11-10,26.280000686645508
2008-11-11,26.100000381469727
2008-11-12,25.690000534057617
2008-11-13,26.739999771118164
2008-11-14,25.219999313354492
2008-11-17,25.889999389648438
2008-11-18,26.860000610351562
2008-11-19,26.559999465942383
2008-11-20,25.6299991607666
2008-11-21,27.18000030517578
2008-11-24,29.260000228881836
2008-11-25,28.350000381469727
2008-11-26,27.93000030517578
2008-11-28,28.989999771118164
2008-12-01,24.850000381469727
2008-12-02,26.690000534057617
2008-12-03,27.280000686645508
2008-12-04,26.459999084472656
2008-12-05,26.25
2008-12-08,28.229999542236328
2008-12-09,27.649999618530273
2008-12-10,27.670000076293945
2008-12-11,26.829999923706055
2008-12-12,27.979999542236328
2008-12-15,26.1299991607666
2008-12-16,27.729999542236328
2008-12-17,26.700000762939453
2008-12-18,26.31999969482422
2008-12-19,26.229999542236328
2008-12-22,26.520000457763672
2008-12-23,25.90999984741211
2008-12-24,26.5
2008-12-26,26.59000015258789
2008-12-29,26.229999542236328
2008-12-30,27.0
2008-12-31,26.93000030517578
2009-01-02,26.790000915527344
2009-01-05,26.700000762939453
2009-01-06,26.700000762939453
2009-01-07,26.790000915527344
2009-01-08,26.799999237060547
2009-01-09,25.6299991607666
2009-01-12,25.889999389648438
2009-01-13,26.350000381469727
2009-01-14,24.139999389648438
2009-01-15,23.440000534057617
2009-01-16,23.020000457763672
2009-01-20,22.5
2009-01-21,22.729999542236328
2009-01-22,22.09000015258789
2009-01-23,21.93000030517578
2009-01-26,21.739999771118164
2009-01-27,21.790000915527344
2009-01-28,22.09000015258789
2009-01-29,21.389999389648438
2009-01-30,21.010000228881836
2009-02-02,21.540000915527344
2009-02-03,21.899999618530273
2009-02-04,21.110000610351562
2009-02-05,21.610000610351562
2009-02-06,22.799999237060547
2009-02-09,22.520000457763672
2009-02-10,21.43000030517578
2009-02-11,21.850000381469727
2009-02-12,21.190000534057617
2009-02-13,22.260000228881836
2009-02-17,22.260000228881836
2009-02-18,22.399999618530273
2009-02-19,22.510000228881836
2009-02-20,22.450000762939453
2009-02-23,22.440000534057617
2009-02-24,22.520000457763672
2009-02-25,22.1299991607666
2009-02-26,22.09000015258789
2009-02-27,21.850000381469727
2009-03-02,21.5
2009-03-03,21.31999969482422
2009-03-04,21.510000228881836
2009-03-05,21.0
2009-03-06,20.079999923706055
2009-03-09,19.899999618530273
2009-03-10,20.15999984741211
2009-03-11,19.5
2009-03-12,19.989999771118164
2009-03-13,20.040000915527344
2009-03-16,19.8700008392334
2009-03-17,20.420000076293945
2009-03-18,20.770000457763672
2009-03-19,19.09000015258789
2009-03-20,17.959999084472656
2009-03-23,18.3799991607666
2009-03-24,17.739999771118164
2009-03-25,18.3700008392334
2009-03-26,19.0
2009-03-27,18.549999237060547
2009-03-30,18.520000457763672
2009-03-31,18.8799991607666
2009-04-01,18.8700008392334
2009-04-02,20.850000381469727
2009-04-03,21.020000457763672
2009-04-06,20.65999984741211
2009-04-07,20.0
2009-04-08,20.43000030517578
2009-04-09,21.0
2009-04-13,21.09000015258789
2009-04-14,20.780000686645508
2009-04-15,21.059999465942383
2009-04-16,21.700000762939453
2009-04-17,22.520000457763672
2009-04-20,21.540000915527344
2009-04-21,21.989999771118164
2009-04-22,21.860000610351562
2009-04-23,21.219999313354492
2009-04-24,21.989999771118164
2009-04-27,21.5
2009-04-28,22.010000228881836
2009-04-29,23.68000030517578
2009-04-30,23.34000015258789
2009-05-01,23.65999984741211
2009-05-04,23.31999969482422
2009-05-05,22.84000015258789
2009-05-06,22.360000610351562
2009-05-07,22.90999984741211
2009-05-08,23.579999923706055
2009-05-11,23.3799991607666
2009-05-12,22.610000610351562
2009-05-13,22.1299991607666
2009-05-14,22.43000030517578
2009-05-15,22.3799991607666
2009-05-18,23.100000381469727
2009-05-19,22.84000015258789
2009-05-20,24.290000915527344
2009-05-21,25.139999389648438
2009-05-22,24.719999313354492
2009-05-26,25.809999465942383
2009-05-27,25.670000076293945
2009-05-28,25.81999969482422
2009-05-29,26.350000381469727
2009-06-01,28.030000686645508
2009-06-02,28.389999389648438
2009-06-03,29.170000076293945
2009-06-04,28.6299991607666
2009-06-05,28.510000228881836
2009-06-08,27.770000457763672
2009-06-09,30.110000610351562
2009-06-10,29.81999969482422
2009-06-11,29.579999923706055
2009-06-12,29.469999313354492
2009-06-15,29.079999923706055
2009-06-16,28.6200008392334
2009-06-17,28.8799991607666
2009-06-18,29.030000686645508
2009-06-19,29.149999618530273
2009-06-22,28.760000228881836
2009-06-23,27.1299991607666
2009-06-24,28.290000915527344
2009-06-25,27.93000030517578
2009-06-26,28.350000381469727
2009-06-29,28.030000686645508
2009-06-30,27.760000228881836
2009-07-01,27.760000228881836
2009-07-02,25.670000076293945
2009-07-06,25.450000762939453
2009-07-07,25.450000762939453
2009-07-08,25.149999618530273
2009-07-09,24.809999465942383
2009-07-10,24.18000030517578
2009-07-13,24.520000457763672
2009-07-14,24.559999465942383
2009-07-15,25.6299991607666
2009-07-16,25.68000030517578
2009-07-17,25.510000228881836
2009-07-20,24.950000762939453
2009-07-21,25.479999542236328
2009-07-22,24.829999923706055
2009-07-23,24.59000015258789
2009-07-24,24.5
2009-07-27,27.040000915527344
2009-07-28,27.149999618530273
2009-07-29,26.770000457763672
2009-07-30,27.25
2009-07-31,26.93000030517578
2009-08-03,26.940000534057617
2009-08-04,26.5
2009-08-05,26.260000228881836
2009-08-06,27.1299991607666
2009-08-07,27.3799991607666
2009-08-10,27.100000381469727
2009-08-11,26.469999313354492
2009-08-12,26.8700008392334
2009-08-13,27.030000686645508
2009-08-14,26.579999923706055
2009-08-17,26.84000015258789
2009-08-18,27.790000915527344
2009-08-19,28.010000228881836
2009-08-20,28.81999969482422
2009-08-21,29.049999237060547
2009-08-24,29.170000076293945
2009-08-25,28.469999313354492
2009-08-26,28.399999618530273
2009-08-27,28.329999923706055
2009-08-28,28.1200008392334
2009-08-31,27.93000030517578
2009-09-01,27.360000610351562
2009-09-02,26.940000534057617
2009-09-03,26.600000381469727
2009-09-04,26.75
2009-09-08,26.940000534057617
2009-09-09,27.25
2009-09-10,26.729999542236328
2009-09-11,26.799999237060547
2009-09-14,27.049999237060547
2009-09-15,26.809999465942383
2009-09-16,26.969999313354492
2009-09-17,27.440000534057617
2009-09-18,27.3700008392334
2009-09-21,27.15999984741211
2009-09-22,27.1299991607666
2009-09-23,27.270000457763672
2009-09-24,27.209999084472656
2009-09-25,27.6200008392334
2009-09-28,28.139999389648438
2009-09-29,27.899999618530273
2009-09-30,27.290000915527344
2009-10-01,22.530000686645508
2009-10-02,22.360000610351562
2009-10-05,22.799999237060547
2009-10-06,23.920000076293945
2009-10-07,23.610000610351562
2009-10-08,23.489999771118164
2009-10-09,23.940000534057617
2009-10-12,23.969999313354492
2009-10-13,23.81999969482422
2009-10-14,25.020000457763672
2009-10-15,25.520000457763672
2009-10-16,26.15999984741211
2009-10-19,26.649999618530273
2009-10-20,25.940000534057617
2009-10-21,25.459999084472656
2009-10-22,25.899999618530273
2009-10-23,25.420000076293945
2009-10-26,25.010000228881836
2009-10-27,25.010000228881836
2009-10-28,24.110000610351562
2009-10-29,24.799999237060547
2009-10-30,24.75
2009-11-02,25.290000915527344
2009-11-03,24.989999771118164
2009-11-04,24.690000534057617
2009-11-05,25.579999923706055
2009-11-06,24.950000762939453
2009-11-09,24.770000457763672
2009-11-10,24.389999389648438
2009-11-11,24.549999237060547
2009-11-12,24.56999969482422
2009-11-13,24.5
2009-11-16,25.84000015258789
2009-11-17,25.6299991607666
2009-11-18,25.690000534057617
2009-11-19,24.450000762939453
2009-11-20,24.09000015258789
2009-11-23,24.649999618530273
2009-11-24,24.450000762939453
2009-11-25,24.6299991607666
2009-11-27,24.25
2009-11-30,24.8700008392334
2009-12-01,25.780000686645508
2009-12-02,26.59000015258789
2009-12-03,25.3799991607666
2009-12-04,26.260000228881836
2009-12-07,26.729999542236328
2009-12-08,26.040000915527344
2009-12-09,26.440000534057617
2009-12-10,25.219999313354492
2009-12-11,25.479999542236328
2009-12-14,26.239999771118164
2009-12-15,26.649999618530273
2009-12-16,26.510000228881836
2009-12-17,25.940000534057617
2009-12-18,25.399999618530273
2009-12-21,25.700000762939453
2009-12-22,25.559999465942383
2009-12-23,25.75
2009-12-24,25.559999465942383
2009-12-28,25.989999771118164
2009-12-29,26.170000076293945
2009-12-30,26.829999923706055
2009-12-31,26.649999618530273
2010-01-04,27.780000686645508
2010-01-05,26.649999618530273
2010-01-06,25.8700008392334
2010-01-07,26.8700008392334
2010-01-08,26.40999984741211
2010-01-11,26.299999237060547
2010-01-12,26.229999542236328
2010-01-13,26.799999237060547
2010-01-14,26.979999542236328
2010-01-15,26.309999465942383
2010-01-19,27.760000228881836
2010-01-20,26.8799991607666
2010-01-21,26.579999923706055
2010-01-22,26.3700008392334
2010-01-25,26.829999923706055
2010-01-26,25.530000686645508
2010-01-27,26.5
2010-01-28,25.690000534057617
2010-01-29,25.950000762939453
2010-02-01,25.760000228881836
2010-02-02,25.899999618530273
2010-02-03,25.989999771118164
2010-02-04,25.329999923706055
2010-02-05,26.559999465942383
2010-02-08,25.110000610351562
2010-02-09,26.040000915527344
2010-02-10,25.860000610351562
2010-02-11,25.799999237060547
2010-02-12,25.040000915527344
2010-02-16,25.799999237060547
2010-02-17,26.610000610351562
2010-02-18,26.850000381469727
2010-02-19,27.0
2010-02-22,27.049999237060547
2010-02-23,27.0
2010-02-24,27.219999313354492
2010-02-25,26.829999923706055
2010-02-26,26.600000381469727
2010-03-01,27.0
2010-03-02,26.850000381469727
2010-03-03,26.520000457763672
2010-03-04,26.780000686645508
2010-03-05,27.329999923706055
2010-03-08,27.110000610351562
2010-03-09,28.0
2010-03-10,28.280000686645508
2010-03-11,28.8700008392334
2010-03-12,27.93000030517578
2010-03-15,27.420000076293945
2010-03-16,27.729999542236328
2010-03-17,28.020000457763672
2010-03-18,22.56999969482422
2010-03-19,22.489999771118164
2010-03-22,22.1200008392334
2010-03-23,22.829999923706055
2010-03-24,23.020000457763672
2010-03-25,22.950000762939453
2010-03-26,23.1200008392334
2010-03-29,23.079999923706055
2010-03-30,23.149999618530273
2010-03-31,22.920000076293945
2010-04-01,23.399999618530273
2010-04-05,23.729999542236328
2010-04-06,23.549999237060547
2010-04-07,23.670000076293945
2010-04-08,24.0
2010-04-09,24.040000915527344
2010-04-12,24.06999969482422
2010-04-13,24.15999984741211
2010-04-14,24.34000015258789
2010-04-15,24.229999542236328
2010-04-16,24.209999084472656
2010-04-19,23.5
2010-04-20,24.209999084472656
2010-04-21,23.790000915527344
2010-04-22,23.969999313354492
2010-04-23,24.280000686645508
2010-04-26,24.09000015258789
2010-04-27,23.469999313354492
2010-04-28,23.889999389648438
2010-04-29,24.290000915527344
2010-04-30,23.229999542236328
2010-05-03,23.969999313354492
2010-05-04,23.18000030517578
2010-05-05,22.770000457763672
2010-05-06,22.1299991607666
2010-05-07,21.959999084472656
2010-05-10,22.940000534057617
2010-05-11,23.81999969482422
2010-05-12,24.239999771118164
2010-05-13,24.229999542236328
2010-05-14,24.18000030517578
2010-05-17,23.479999542236328
2010-05-18,23.940000534057617
2010-05-19,23.6200008392334
2010-05-20,22.010000228881836
2010-05-21,22.209999084472656
2010-05-24,22.3700008392334
2010-05-25,22.860000610351562
2010-05-26,22.25
2010-05-27,23.170000076293945
2010-05-28,22.219999313354492
2010-06-01,22.559999465942383
2010-06-02,23.389999389648438
2010-06-03,23.469999313354492
2010-06-04,22.290000915527344
2010-06-07,21.8799991607666
2010-06-08,21.350000381469727
2010-06-09,20.829999923706055
2010-06-10,22.420000076293945
2010-06-11,23.0
2010-06-14,22.40999984741211
2010-06-15,22.920000076293945
2010-06-16,22.360000610351562
2010-06-17,21.850000381469727
