,EPAY
2007-03-26,11.020000457763672
2007-03-27,10.779999732971191
2007-03-28,10.84000015258789
2007-03-29,10.850000381469727
2007-03-30,10.899999618530273
2007-04-02,11.0600004196167
2007-04-03,11.130000114440918
2007-04-04,10.970000267028809
2007-04-05,10.880000114440918
2007-04-09,10.710000038146973
2007-04-10,10.59000015258789
2007-04-11,10.5
2007-04-12,10.619999885559082
2007-04-13,10.84000015258789
2007-04-16,11.140000343322754
2007-04-17,10.960000038146973
2007-04-18,10.960000038146973
2007-04-19,10.920000076293945
2007-04-20,11.390000343322754
2007-04-23,11.170000076293945
2007-04-24,11.609999656677246
2007-04-25,11.229999542236328
2007-04-26,12.670000076293945
2007-04-27,13.130000114440918
2007-04-30,12.420000076293945
2007-05-01,11.989999771118164
2007-05-02,12.930000305175781
2007-05-03,12.449999809265137
2007-05-04,12.5
2007-05-07,12.399999618530273
2007-05-08,12.430000305175781
2007-05-09,12.859999656677246
2007-05-10,12.0
2007-05-11,12.489999771118164
2007-05-14,12.229999542236328
2007-05-15,11.869999885559082
2007-05-16,12.199999809265137
2007-05-17,12.180000305175781
2007-05-18,12.239999771118164
2007-05-21,12.130000114440918
2007-05-22,12.670000076293945
2007-05-23,12.34000015258789
2007-05-24,12.25
2007-05-25,12.220000267028809
2007-05-29,12.319999694824219
2007-05-30,12.760000228881836
2007-05-31,12.680000305175781
2007-06-01,12.649999618530273
2007-06-04,12.380000114440918
2007-06-05,12.329999923706055
2007-06-06,12.350000381469727
2007-06-07,12.180000305175781
2007-06-08,12.4399995803833
2007-06-11,12.319999694824219
2007-06-12,12.050000190734863
2007-06-13,12.239999771118164
2007-06-14,12.229999542236328
2007-06-15,12.260000228881836
2007-06-18,12.359999656677246
2007-06-19,12.680000305175781
2007-06-20,12.239999771118164
2007-06-21,12.289999961853027
2007-06-22,12.229999542236328
2007-06-25,12.1899995803833
2007-06-26,12.380000114440918
2007-06-27,12.65999984741211
2007-06-28,12.550000190734863
2007-06-29,12.350000381469727
2007-07-02,13.130000114440918
2007-07-03,13.050000190734863
2007-07-05,13.569999694824219
2007-07-06,13.25
2007-07-09,12.899999618530273
2007-07-10,12.609999656677246
2007-07-11,12.729999542236328
2007-07-12,13.239999771118164
2007-07-13,13.100000381469727
2007-07-16,12.960000038146973
2007-07-17,13.229999542236328
2007-07-18,13.0600004196167
2007-07-19,12.920000076293945
2007-07-20,12.609999656677246
2007-07-23,12.5
2007-07-24,12.25
2007-07-25,12.270000457763672
2007-07-26,11.90999984741211
2007-07-27,11.640000343322754
2007-07-30,11.680000305175781
2007-07-31,11.65999984741211
2007-08-01,12.010000228881836
2007-08-02,12.75
2007-08-03,12.010000228881836
2007-08-06,12.479999542236328
2007-08-07,12.960000038146973
2007-08-08,13.130000114440918
2007-08-09,12.5
2007-08-10,12.699999809265137
2007-08-13,12.520000457763672
2007-08-14,12.25
2007-08-15,12.229999542236328
2007-08-16,12.920000076293945
2007-08-17,13.119999885559082
2007-08-20,13.520000457763672
2007-08-21,12.989999771118164
2007-08-22,13.390000343322754
2007-08-23,13.399999618530273
2007-08-24,13.65999984741211
2007-08-27,13.039999961853027
2007-08-28,12.779999732971191
2007-08-29,13.40999984741211
2007-08-30,13.069999694824219
2007-08-31,13.180000305175781
2007-09-04,13.210000038146973
2007-09-05,12.890000343322754
2007-09-06,13.220000267028809
2007-09-07,12.8100004196167
2007-09-10,12.949999809265137
2007-09-11,13.239999771118164
2007-09-12,13.0
2007-09-13,13.0
2007-09-14,13.130000114440918
2007-09-17,13.0600004196167
2007-09-18,13.960000038146973
2007-09-19,13.819999694824219
2007-09-20,13.6899995803833
2007-09-21,13.199999809265137
2007-09-24,12.75
2007-09-25,12.979999542236328
2007-09-26,13.029999732971191
2007-09-27,13.119999885559082
2007-09-28,12.529999732971191
2007-10-01,13.539999961853027
2007-10-02,13.40999984741211
2007-10-03,13.180000305175781
2007-10-04,13.4399995803833
2007-10-05,14.0
2007-10-08,13.989999771118164
2007-10-09,13.880000114440918
2007-10-10,13.850000381469727
2007-10-11,13.470000267028809
2007-10-12,13.9399995803833
2007-10-15,13.600000381469727
2007-10-16,13.510000228881836
2007-10-17,13.850000381469727
2007-10-18,13.5
2007-10-19,12.850000381469727
2007-10-22,13.479999542236328
2007-10-23,13.970000267028809
2007-10-24,13.960000038146973
2007-10-25,14.329999923706055
2007-10-26,15.460000038146973
2007-10-29,15.600000381469727
2007-10-30,15.40999984741211
2007-10-31,16.059999465942383
2007-11-01,15.399999618530273
2007-11-02,15.020000457763672
2007-11-05,14.699999809265137
2007-11-06,15.569999694824219
2007-11-07,14.25
2007-11-08,13.619999885559082
2007-11-09,13.09000015258789
2007-11-12,13.140000343322754
2007-11-13,13.640000343322754
2007-11-14,13.649999618530273
2007-11-15,13.1899995803833
2007-11-16,13.880000114440918
2007-11-19,13.579999923706055
2007-11-20,13.0
2007-11-21,12.609999656677246
2007-11-23,12.779999732971191
2007-11-26,11.869999885559082
2007-11-27,11.739999771118164
2007-11-28,12.84000015258789
2007-11-29,13.0
2007-11-30,12.600000381469727
2007-12-03,12.770000457763672
2007-12-04,12.859999656677246
2007-12-05,13.279999732971191
2007-12-06,13.869999885559082
2007-12-07,13.600000381469727
2007-12-10,13.720000267028809
2007-12-11,13.3100004196167
2007-12-12,13.220000267028809
2007-12-13,13.239999771118164
2007-12-14,13.170000076293945
2007-12-17,13.199999809265137
2007-12-18,13.800000190734863
2007-12-19,14.229999542236328
2007-12-20,14.0
2007-12-21,14.109999656677246
2007-12-24,14.149999618530273
2007-12-26,14.069999694824219
2007-12-27,13.5600004196167
2007-12-28,14.0
2007-12-31,14.0
2008-01-02,13.550000190734863
2008-01-03,12.960000038146973
2008-01-04,12.699999809265137
2008-01-07,13.119999885559082
2008-01-08,13.239999771118164
2008-01-09,13.510000228881836
2008-01-10,13.289999961853027
2008-01-11,12.720000267028809
2008-01-14,12.989999771118164
2008-01-15,12.670000076293945
2008-01-16,12.930000305175781
2008-01-17,12.520000457763672
2008-01-18,12.5600004196167
2008-01-22,12.239999771118164
2008-01-23,12.270000457763672
2008-01-24,12.300000190734863
2008-01-25,12.90999984741211
2008-01-28,13.010000228881836
2008-01-29,12.680000305175781
2008-01-30,12.420000076293945
2008-01-31,12.960000038146973
2008-02-01,12.84000015258789
2008-02-04,12.970000267028809
2008-02-05,12.470000267028809
2008-02-06,12.539999961853027
2008-02-07,12.630000114440918
2008-02-08,12.319999694824219
2008-02-11,12.850000381469727
2008-02-12,12.9399995803833
2008-02-13,13.670000076293945
2008-02-14,13.470000267028809
2008-02-15,13.430000305175781
2008-02-19,13.289999961853027
2008-02-20,13.489999771118164
2008-02-21,13.369999885559082
2008-02-22,13.449999809265137
2008-02-25,13.529999732971191
2008-02-26,13.420000076293945
2008-02-27,13.279999732971191
2008-02-28,13.550000190734863
2008-02-29,12.84000015258789
2008-03-03,12.75
2008-03-04,11.829999923706055
2008-03-05,12.130000114440918
2008-03-06,11.489999771118164
2008-03-07,11.529999732971191
2008-03-10,11.279999732971191
2008-03-11,11.239999771118164
2008-03-12,10.880000114440918
2008-03-13,11.819999694824219
2008-03-14,11.359999656677246
2008-03-17,11.699999809265137
2008-03-18,12.630000114440918
2008-03-19,12.260000228881836
2008-03-20,12.40999984741211
2008-03-24,12.84000015258789
2008-03-25,12.729999542236328
2008-03-26,12.920000076293945
2008-03-27,12.779999732971191
2008-03-28,12.550000190734863
2008-03-31,12.600000381469727
2008-04-01,13.170000076293945
2008-04-02,13.300000190734863
2008-04-03,13.270000457763672
2008-04-04,13.140000343322754
2008-04-07,12.989999771118164
2008-04-08,12.789999961853027
2008-04-09,12.569999694824219
2008-04-10,12.710000038146973
2008-04-11,12.15999984741211
2008-04-14,12.579999923706055
2008-04-15,12.170000076293945
2008-04-16,12.800000190734863
2008-04-17,12.329999923706055
2008-04-18,12.670000076293945
2008-04-21,12.640000343322754
2008-04-22,11.779999732971191
2008-04-23,11.970000267028809
2008-04-24,12.729999542236328
2008-04-25,10.960000038146973
2008-04-28,10.5600004196167
2008-04-29,10.710000038146973
2008-04-30,10.649999618530273
2008-05-01,11.3100004196167
2008-05-02,12.020000457763672
2008-05-05,11.579999923706055
2008-05-06,11.359999656677246
2008-05-07,11.09000015258789
2008-05-08,11.069999694824219
2008-05-09,11.109999656677246
2008-05-12,11.359999656677246
2008-05-13,11.399999618530273
2008-05-14,11.149999618530273
2008-05-15,10.789999961853027
2008-05-16,9.949999809265137
2008-05-19,9.970000267028809
2008-05-20,9.949999809265137
2008-05-21,9.829999923706055
2008-05-22,9.880000114440918
2008-05-23,9.5
2008-05-27,9.960000038146973
2008-05-28,10.239999771118164
2008-05-29,10.1899995803833
2008-05-30,9.949999809265137
2008-06-02,9.619999885559082
2008-06-03,9.569999694824219
2008-06-04,9.739999771118164
2008-06-05,9.979999542236328
2008-06-06,10.649999618530273
2008-06-09,10.40999984741211
2008-06-10,10.789999961853027
2008-06-11,10.649999618530273
2008-06-12,10.920000076293945
2008-06-13,10.9399995803833
2008-06-16,10.979999542236328
2008-06-17,10.949999809265137
2008-06-18,10.869999885559082
2008-06-19,11.170000076293945
2008-06-20,10.800000190734863
2008-06-23,10.369999885559082
2008-06-24,9.949999809265137
2008-06-25,10.050000190734863
2008-06-26,9.970000267028809
2008-06-27,9.899999618530273
2008-06-30,9.729999542236328
2008-07-01,9.869999885559082
2008-07-02,9.789999961853027
2008-07-03,9.75
2008-07-07,10.15999984741211
2008-07-08,10.5600004196167
2008-07-09,10.069999694824219
2008-07-10,10.25
2008-07-11,10.25
2008-07-14,10.130000114440918
2008-07-15,10.84000015258789
2008-07-16,11.239999771118164
2008-07-17,11.279999732971191
2008-07-18,11.390000343322754
2008-07-21,11.329999923706055
2008-07-22,11.520000457763672
2008-07-23,11.300000190734863
2008-07-24,11.579999923706055
2008-07-25,11.819999694824219
2008-07-28,11.640000343322754
2008-07-29,11.899999618530273
2008-07-30,12.220000267028809
2008-07-31,11.970000267028809
2008-08-01,11.75
2008-08-04,11.800000190734863
2008-08-05,12.300000190734863
2008-08-06,11.9399995803833
2008-08-07,11.819999694824219
2008-08-08,12.369999885559082
2008-08-11,12.460000038146973
2008-08-12,12.050000190734863
2008-08-13,11.829999923706055
2008-08-14,12.210000038146973
2008-08-15,11.869999885559082
2008-08-18,11.539999961853027
2008-08-19,11.369999885559082
2008-08-20,11.170000076293945
2008-08-21,10.90999984741211
2008-08-22,11.279999732971191
2008-08-25,10.819999694824219
2008-08-26,11.15999984741211
2008-08-27,11.289999961853027
2008-08-28,11.640000343322754
2008-08-29,11.520000457763672
2008-09-02,11.239999771118164
2008-09-03,11.1899995803833
2008-09-04,10.569999694824219
2008-09-05,10.5
2008-09-08,10.949999809265137
2008-09-09,10.970000267028809
2008-09-10,10.800000190734863
2008-09-11,10.869999885559082
2008-09-12,11.15999984741211
2008-09-15,10.180000305175781
2008-09-16,10.529999732971191
2008-09-17,9.970000267028809
2008-09-18,11.779999732971191
2008-09-19,11.260000228881836
2008-09-22,10.460000038146973
2008-09-23,10.630000114440918
2008-09-24,10.430000305175781
2008-09-25,10.25
2008-09-26,10.34000015258789
2008-09-29,10.489999771118164
2008-09-30,10.399999618530273
2008-10-01,9.8100004196167
2008-10-02,9.779999732971191
2008-10-03,9.399999618530273
2008-10-06,8.930000305175781
2008-10-07,8.270000457763672
2008-10-08,8.25
2008-10-09,7.340000152587891
2008-10-10,7.900000095367432
2008-10-13,7.760000228881836
2008-10-14,7.619999885559082
2008-10-15,6.730000019073486
2008-10-16,7.610000133514404
2008-10-17,7.300000190734863
2008-10-20,7.400000095367432
2008-10-21,7.440000057220459
2008-10-22,7.260000228881836
2008-10-23,7.179999828338623
2008-10-24,7.179999828338623
2008-10-27,7.210000038146973
2008-10-28,7.460000038146973
2008-10-29,7.46999979019165
2008-10-30,7.239999771118164
2008-10-31,7.880000114440918
2008-11-03,8.34000015258789
2008-11-04,8.229999542236328
2008-11-05,7.320000171661377
2008-11-06,7.0
2008-11-07,6.840000152587891
2008-11-10,6.519999980926514
2008-11-11,6.579999923706055
2008-11-12,6.21999979019165
2008-11-13,6.940000057220459
2008-11-14,6.25
2008-11-17,6.059999942779541
2008-11-18,5.909999847412109
2008-11-19,5.340000152587891
2008-11-20,4.909999847412109
2008-11-21,5.170000076293945
2008-11-24,5.690000057220459
2008-11-25,5.579999923706055
2008-11-26,6.360000133514404
2008-11-28,6.800000190734863
2008-12-01,5.880000114440918
2008-12-02,5.940000057220459
2008-12-03,6.389999866485596
2008-12-04,6.070000171661377
2008-12-05,6.53000020980835
2008-12-08,6.659999847412109
2008-12-09,6.269999980926514
2008-12-10,6.400000095367432
2008-12-11,5.849999904632568
2008-12-12,6.599999904632568
2008-12-15,6.440000057220459
2008-12-16,6.489999771118164
2008-12-17,6.449999809265137
2008-12-18,6.349999904632568
2008-12-19,6.880000114440918
2008-12-22,6.71999979019165
2008-12-23,6.590000152587891
2008-12-24,6.559999942779541
2008-12-26,6.480000019073486
2008-12-29,6.170000076293945
2008-12-30,7.139999866485596
2008-12-31,7.099999904632568
2009-01-02,7.150000095367432
2009-01-05,7.150000095367432
2009-01-06,7.360000133514404
2009-01-07,6.940000057220459
2009-01-08,7.110000133514404
2009-01-09,6.630000114440918
2009-01-12,6.340000152587891
2009-01-13,6.360000133514404
2009-01-14,6.260000228881836
2009-01-15,6.289999961853027
2009-01-16,6.059999942779541
2009-01-20,5.46999979019165
2009-01-21,6.110000133514404
2009-01-22,5.460000038146973
2009-01-23,5.449999809265137
2009-01-26,6.340000152587891
2009-01-27,6.550000190734863
2009-01-28,6.630000114440918
2009-01-29,6.800000190734863
2009-01-30,6.679999828338623
2009-02-02,6.809999942779541
2009-02-03,6.329999923706055
2009-02-04,6.25
2009-02-05,6.409999847412109
2009-02-06,6.909999847412109
2009-02-09,6.889999866485596
2009-02-10,6.460000038146973
2009-02-11,6.369999885559082
2009-02-12,6.349999904632568
2009-02-13,6.429999828338623
2009-02-17,5.610000133514404
2009-02-18,5.559999942779541
2009-02-19,5.489999771118164
2009-02-20,5.579999923706055
2009-02-23,5.610000133514404
2009-02-24,6.150000095367432
2009-02-25,5.960000038146973
2009-02-26,5.659999847412109
2009-02-27,5.849999904632568
2009-03-02,5.449999809265137
2009-03-03,5.320000171661377
2009-03-04,5.429999828338623
2009-03-05,4.949999809265137
2009-03-06,5.070000171661377
2009-03-09,4.679999828338623
2009-03-10,5.070000171661377
2009-03-11,4.920000076293945
2009-03-12,5.610000133514404
2009-03-13,6.0
2009-03-16,5.989999771118164
2009-03-17,6.5
2009-03-18,6.610000133514404
2009-03-19,7.019999980926514
2009-03-20,6.760000228881836
2009-03-23,7.639999866485596
2009-03-24,6.860000133514404
2009-03-25,7.099999904632568
2009-03-26,7.199999809265137
2009-03-27,6.809999942779541
2009-03-30,7.010000228881836
2009-03-31,6.579999923706055
2009-04-01,7.059999942779541
2009-04-02,7.710000038146973
2009-04-03,7.28000020980835
2009-04-06,7.159999847412109
2009-04-07,6.900000095367432
2009-04-08,7.21999979019165
2009-04-09,7.25
2009-04-13,7.309999942779541
2009-04-14,6.989999771118164
2009-04-15,7.110000133514404
2009-04-16,7.230000019073486
2009-04-17,7.199999809265137
2009-04-20,6.829999923706055
2009-04-21,7.25
2009-04-22,7.019999980926514
2009-04-23,6.960000038146973
2009-04-24,7.679999828338623
2009-04-27,7.150000095367432
2009-04-28,7.789999961853027
2009-04-29,8.130000114440918
2009-04-30,7.849999904632568
2009-05-01,7.760000228881836
2009-05-04,8.359999656677246
2009-05-05,8.34000015258789
2009-05-06,8.579999923706055
2009-05-07,8.4399995803833
2009-05-08,8.819999694824219
2009-05-11,8.739999771118164
2009-05-12,8.510000228881836
2009-05-13,8.1899995803833
2009-05-14,8.359999656677246
2009-05-15,8.289999961853027
2009-05-18,8.350000381469727
2009-05-19,8.09000015258789
2009-05-20,8.300000190734863
2009-05-21,8.34000015258789
2009-05-22,8.789999961853027
2009-05-26,9.300000190734863
2009-05-27,9.0600004196167
2009-05-28,8.949999809265137
2009-05-29,9.699999809265137
2009-06-01,10.0600004196167
2009-06-02,9.84000015258789
2009-06-03,9.1899995803833
2009-06-04,9.34000015258789
2009-06-05,9.220000267028809
2009-06-08,9.09000015258789
2009-06-09,8.989999771118164
2009-06-10,8.220000267028809
2009-06-11,8.5600004196167
2009-06-12,8.529999732971191
2009-06-15,8.210000038146973
2009-06-16,7.849999904632568
2009-06-17,8.510000228881836
2009-06-18,8.350000381469727
2009-06-19,8.489999771118164
2009-06-22,8.5600004196167
2009-06-23,8.710000038146973
2009-06-24,8.289999961853027
2009-06-25,8.989999771118164
2009-06-26,9.699999809265137
2009-06-29,8.949999809265137
2009-06-30,9.010000228881836
2009-07-01,9.0600004196167
2009-07-02,8.949999809265137
2009-07-06,8.989999771118164
2009-07-07,9.010000228881836
2009-07-08,8.739999771118164
2009-07-09,8.630000114440918
2009-07-10,8.8100004196167
2009-07-13,8.6899995803833
2009-07-14,8.579999923706055
2009-07-15,8.899999618530273
2009-07-16,8.9399995803833
2009-07-17,8.710000038146973
2009-07-20,9.010000228881836
2009-07-21,9.270000457763672
2009-07-22,9.9399995803833
2009-07-23,10.220000267028809
2009-07-24,10.079999923706055
2009-07-27,9.979999542236328
2009-07-28,9.989999771118164
2009-07-29,10.029999732971191
2009-07-30,10.039999961853027
2009-07-31,10.229999542236328
2009-08-03,10.729999542236328
2009-08-04,11.279999732971191
2009-08-05,11.079999923706055
2009-08-06,11.949999809265137
2009-08-07,12.4399995803833
2009-08-10,12.3100004196167
2009-08-11,11.430000305175781
2009-08-12,11.850000381469727
2009-08-13,11.970000267028809
2009-08-14,11.640000343322754
2009-08-17,11.300000190734863
2009-08-18,11.260000228881836
2009-08-19,11.260000228881836
2009-08-20,11.350000381469727
2009-08-21,11.710000038146973
2009-08-24,11.829999923706055
2009-08-25,12.020000457763672
2009-08-26,12.029999732971191
2009-08-27,11.899999618530273
2009-08-28,11.960000038146973
2009-08-31,12.100000381469727
2009-09-01,12.010000228881836
2009-09-02,11.979999542236328
2009-09-03,11.9399995803833
2009-09-04,12.25
2009-09-08,12.220000267028809
2009-09-09,12.149999618530273
2009-09-10,12.3100004196167
2009-09-11,12.289999961853027
2009-09-14,12.34000015258789
2009-09-15,12.170000076293945
2009-09-16,12.4399995803833
2009-09-17,12.710000038146973
2009-09-18,12.979999542236328
2009-09-21,12.9399995803833
2009-09-22,12.4399995803833
2009-09-23,12.59000015258789
2009-09-24,12.25
2009-09-25,12.130000114440918
2009-09-28,12.760000228881836
2009-09-29,12.770000457763672
2009-09-30,12.899999618530273
2009-10-01,12.319999694824219
2009-10-02,12.130000114440918
2009-10-05,12.569999694824219
2009-10-06,13.0
2009-10-07,13.0
2009-10-08,12.8100004196167
2009-10-09,12.989999771118164
2009-10-12,12.819999694824219
2009-10-13,13.119999885559082
2009-10-14,13.279999732971191
2009-10-15,13.199999809265137
2009-10-16,13.0600004196167
2009-10-19,13.109999656677246
2009-10-20,12.770000457763672
2009-10-21,12.800000190734863
2009-10-22,12.90999984741211
2009-10-23,14.640000343322754
2009-10-26,15.199999809265137
2009-10-27,15.149999618530273
2009-10-28,15.09000015258789
2009-10-29,15.0600004196167
2009-10-30,14.680000305175781
2009-11-02,14.569999694824219
2009-11-03,14.65999984741211
2009-11-04,14.739999771118164
2009-11-05,15.140000343322754
2009-11-06,15.279999732971191
2009-11-09,15.989999771118164
2009-11-10,15.380000114440918
2009-11-11,15.600000381469727
2009-11-12,15.3100004196167
2009-11-13,15.510000228881836
2009-11-16,15.800000190734863
2009-11-17,15.920000076293945
2009-11-18,16.190000534057617
2009-11-19,15.890000343322754
2009-11-20,15.640000343322754
2009-11-23,16.110000610351562
2009-11-24,16.200000762939453
2009-11-25,16.0
2009-11-27,15.300000190734863
2009-11-30,16.09000015258789
2009-12-01,17.170000076293945
2009-12-02,17.209999084472656
2009-12-03,17.649999618530273
2009-12-04,18.010000228881836
2009-12-07,16.920000076293945
2009-12-08,16.790000915527344
2009-12-09,16.690000534057617
2009-12-10,16.440000534057617
2009-12-11,16.139999389648438
2009-12-14,16.68000030517578
2009-12-15,16.600000381469727
2009-12-16,17.09000015258789
2009-12-17,17.440000534057617
2009-12-18,17.110000610351562
2009-12-21,17.200000762939453
2009-12-22,17.799999237060547
2009-12-23,17.90999984741211
2009-12-24,17.93000030517578
2009-12-28,18.18000030517578
2009-12-29,18.100000381469727
2009-12-30,17.850000381469727
2009-12-31,17.56999969482422
2010-01-04,18.31999969482422
2010-01-05,18.389999389648438
2010-01-06,17.690000534057617
2010-01-07,17.600000381469727
2010-01-08,17.489999771118164
2010-01-11,17.229999542236328
2010-01-12,16.700000762939453
2010-01-13,17.1299991607666
2010-01-14,17.25
2010-01-15,16.989999771118164
2010-01-19,17.959999084472656
2010-01-20,18.25
2010-01-21,17.8799991607666
2010-01-22,17.059999465942383
2010-01-25,16.360000610351562
2010-01-26,15.869999885559082
2010-01-27,16.760000228881836
2010-01-28,16.549999237060547
2010-01-29,17.299999237060547
2010-02-01,17.1200008392334
2010-02-02,17.209999084472656
2010-02-03,17.110000610351562
2010-02-04,16.549999237060547
2010-02-05,16.110000610351562
2010-02-08,15.359999656677246
2010-02-09,15.710000038146973
2010-02-10,15.880000114440918
2010-02-11,16.06999969482422
2010-02-12,16.110000610351562
2010-02-16,16.149999618530273
2010-02-17,16.010000228881836
2010-02-18,16.270000457763672
2010-02-19,16.600000381469727
2010-02-22,16.610000610351562
2010-02-23,16.829999923706055
2010-02-24,16.75
2010-02-25,16.469999313354492
2010-02-26,15.890000343322754
2010-03-01,16.510000228881836
2010-03-02,16.559999465942383
2010-03-03,16.690000534057617
2010-03-04,16.969999313354492
2010-03-05,17.31999969482422
2010-03-08,17.1299991607666
2010-03-09,17.149999618530273
2010-03-10,17.1299991607666
2010-03-11,17.1200008392334
2010-03-12,17.290000915527344
2010-03-15,17.06999969482422
2010-03-16,17.010000228881836
2010-03-17,17.299999237060547
2010-03-18,17.530000686645508
2010-03-19,17.360000610351562
2010-03-22,17.329999923706055
2010-03-23,17.459999084472656
2010-03-24,17.1299991607666
2010-03-25,16.940000534057617
2010-03-26,16.649999618530273
2010-03-29,16.739999771118164
2010-03-30,16.889999389648438
2010-03-31,16.829999923706055
2010-04-01,16.739999771118164
2010-04-05,17.100000381469727
2010-04-06,16.920000076293945
2010-04-07,17.100000381469727
2010-04-08,17.139999389648438
2010-04-09,17.219999313354492
2010-04-12,16.920000076293945
2010-04-13,17.059999465942383
2010-04-14,17.450000762939453
2010-04-15,17.610000610351562
2010-04-16,17.489999771118164
2010-04-19,17.469999313354492
2010-04-20,18.40999984741211
2010-04-21,19.790000915527344
2010-04-22,19.43000030517578
2010-04-23,18.860000610351562
2010-04-26,18.8700008392334
2010-04-27,18.209999084472656
2010-04-28,17.969999313354492
2010-04-29,17.770000457763672
2010-04-30,17.399999618530273
2010-05-03,17.829999923706055
2010-05-04,17.190000534057617
2010-05-05,16.760000228881836
2010-05-06,16.25
2010-05-07,15.989999771118164
2010-05-10,16.469999313354492
2010-05-11,16.489999771118164
2010-05-12,17.280000686645508
2010-05-13,16.979999542236328
2010-05-14,16.860000610351562
2010-05-17,16.360000610351562
2010-05-18,16.329999923706055
2010-05-19,16.149999618530273
2010-05-20,15.460000038146973
2010-05-21,15.520000457763672
2010-05-24,15.239999771118164
2010-05-25,15.529999732971191
2010-05-26,16.09000015258789
2010-05-27,16.420000076293945
2010-05-28,16.3799991607666
2010-06-01,16.149999618530273
2010-06-02,16.510000228881836
2010-06-03,16.389999389648438
2010-06-04,14.520000457763672
2010-06-07,14.229999542236328
2010-06-08,14.010000228881836
2010-06-09,13.850000381469727
2010-06-10,14.25
2010-06-11,14.25
2010-06-14,14.15999984741211
2010-06-15,14.460000038146973
2010-06-16,14.4399995803833
2010-06-17,14.279999732971191
2010-06-18,14.279999732971191
2010-06-21,14.300000190734863
2010-06-22,14.229999542236328
2010-06-23,13.979999542236328
2010-06-24,13.210000038146973
2010-06-25,13.670000076293945
2010-06-28,13.579999923706055
2010-06-29,13.010000228881836
2010-06-30,13.029999732971191
2010-07-01,13.100000381469727
2010-07-02,13.039999961853027
2010-07-06,12.829999923706055
2010-07-07,13.170000076293945
2010-07-08,13.1899995803833
2010-07-09,13.460000038146973
2010-07-12,13.109999656677246
2010-07-13,13.84000015258789
2010-07-14,13.470000267028809
2010-07-15,13.130000114440918
2010-07-16,13.119999885559082
2010-07-19,13.260000228881836
2010-07-20,13.609999656677246
2010-07-21,13.1899995803833
2010-07-22,13.739999771118164
2010-07-23,14.3100004196167
2010-07-26,14.6899995803833
2010-07-27,14.760000228881836
2010-07-28,14.670000076293945
2010-07-29,14.550000190734863
2010-07-30,14.170000076293945
2010-08-02,14.670000076293945
2010-08-03,14.380000114440918
2010-08-04,14.819999694824219
2010-08-05,14.239999771118164
2010-08-06,14.470000267028809
2010-08-09,14.600000381469727
2010-08-10,14.220000267028809
2010-08-11,13.609999656677246
2010-08-12,13.489999771118164
2010-08-13,14.399999618530273
2010-08-16,14.229999542236328
2010-08-17,14.630000114440918
2010-08-18,14.829999923706055
2010-08-19,14.149999618530273
2010-08-20,14.270000457763672
2010-08-23,13.930000305175781
2010-08-24,13.949999809265137
2010-08-25,14.5600004196167
2010-08-26,14.5
2010-08-27,15.010000228881836
2010-08-30,14.239999771118164
2010-08-31,14.010000228881836
2010-09-01,14.579999923706055
2010-09-02,14.609999656677246
2010-09-03,14.670000076293945
2010-09-07,14.550000190734863
2010-09-08,14.729999542236328
2010-09-09,14.789999961853027
2010-09-10,14.65999984741211
2010-09-13,14.920000076293945
2010-09-14,14.930000305175781
2010-09-15,14.970000267028809
2010-09-16,14.739999771118164
2010-09-17,14.890000343322754
2010-09-20,15.3100004196167
2010-09-21,15.109999656677246
2010-09-22,14.59000015258789
2010-09-23,14.600000381469727
2010-09-24,15.09000015258789
2010-09-27,14.899999618530273
2010-09-28,15.1899995803833
2010-09-29,15.220000267028809
2010-09-30,15.359999656677246
2010-10-01,15.8100004196167
2010-10-04,15.119999885559082
2010-10-05,15.449999809265137
2010-10-06,15.039999961853027
2010-10-07,15.09000015258789
2010-10-08,15.289999961853027
2010-10-11,15.350000381469727
2010-10-12,15.270000457763672
2010-10-13,15.779999732971191
2010-10-14,15.859999656677246
2010-10-15,16.09000015258789
2010-10-18,16.299999237060547
2010-10-19,15.9399995803833
2010-10-20,16.34000015258789
2010-10-21,16.170000076293945
2010-10-22,17.200000762939453
2010-10-25,17.579999923706055
2010-10-26,17.780000686645508
2010-10-27,18.030000686645508
2010-10-28,17.860000610351562
2010-10-29,18.020000457763672
2010-11-01,17.8799991607666
2010-11-02,17.8700008392334
2010-11-03,17.90999984741211
2010-11-04,18.010000228881836
2010-11-05,18.8799991607666
2010-11-08,18.739999771118164
2010-11-09,18.860000610351562
2010-11-10,19.229999542236328
2010-11-11,19.280000686645508
2010-11-12,18.969999313354492
2010-11-15,19.040000915527344
2010-11-16,18.68000030517578
2010-11-17,18.5
2010-11-18,19.06999969482422
2010-11-19,19.139999389648438
2010-11-22,19.299999237060547
2010-11-23,18.719999313354492
2010-11-24,19.200000762939453
2010-11-26,19.200000762939453
2010-11-29,19.010000228881836
2010-11-30,18.93000030517578
2010-12-01,19.899999618530273
2010-12-02,19.5
2010-12-03,19.450000762939453
2010-12-06,19.520000457763672
2010-12-07,20.139999389648438
2010-12-08,20.049999237060547
2010-12-09,20.25
2010-12-10,20.25
2010-12-13,20.3700008392334
2010-12-14,20.1299991607666
2010-12-15,20.190000534057617
2010-12-16,20.399999618530273
2010-12-17,20.229999542236328
2010-12-20,20.350000381469727
2010-12-21,20.8700008392334
2010-12-22,20.829999923706055
2010-12-23,20.670000076293945
