,CWCO
2007-11-08,32.7599983215332
2007-11-09,31.6299991607666
2007-11-12,31.209999084472656
2007-11-13,32.7599983215332
2007-11-14,33.060001373291016
2007-11-15,32.72999954223633
2007-11-16,31.5
2007-11-19,30.75
2007-11-20,31.989999771118164
2007-11-21,31.34000015258789
2007-11-23,32.13999938964844
2007-11-26,31.010000228881836
2007-11-27,31.860000610351562
2007-11-28,32.95000076293945
2007-11-29,31.260000228881836
2007-11-30,30.479999542236328
2007-12-03,29.90999984741211
2007-12-04,29.5
2007-12-05,29.950000762939453
2007-12-06,29.920000076293945
2007-12-07,30.06999969482422
2007-12-10,30.079999923706055
2007-12-11,29.18000030517578
2007-12-12,29.59000015258789
2007-12-13,30.31999969482422
2007-12-14,30.59000015258789
2007-12-17,28.829999923706055
2007-12-18,29.829999923706055
2007-12-19,30.329999923706055
2007-12-20,30.559999465942383
2007-12-21,32.349998474121094
2007-12-24,24.600000381469727
2007-12-26,26.5
2007-12-27,27.559999465942383
2007-12-28,24.770000457763672
2007-12-31,25.190000534057617
2008-01-02,24.790000915527344
2008-01-03,25.350000381469727
2008-01-04,24.350000381469727
2008-01-07,25.049999237060547
2008-01-08,24.5
2008-01-09,25.860000610351562
2008-01-10,25.450000762939453
2008-01-11,25.850000381469727
2008-01-14,27.0
2008-01-15,27.43000030517578
2008-01-16,28.780000686645508
2008-01-17,27.040000915527344
2008-01-18,25.770000457763672
2008-01-22,24.989999771118164
2008-01-23,26.59000015258789
2008-01-24,26.3700008392334
2008-01-25,25.809999465942383
2008-01-28,25.149999618530273
2008-01-29,25.0
2008-01-30,24.110000610351562
2008-01-31,23.520000457763672
2008-02-01,23.559999465942383
2008-02-04,24.780000686645508
2008-02-05,23.469999313354492
2008-02-06,22.600000381469727
2008-02-07,23.040000915527344
2008-02-08,23.18000030517578
2008-02-11,23.09000015258789
2008-02-12,23.440000534057617
2008-02-13,24.059999465942383
2008-02-14,23.1200008392334
2008-02-15,22.40999984741211
2008-02-19,22.93000030517578
2008-02-20,22.559999465942383
2008-02-21,22.479999542236328
2008-02-22,22.760000228881836
2008-02-25,22.549999237060547
2008-02-26,23.270000457763672
2008-02-27,22.510000228881836
2008-02-28,22.049999237060547
2008-02-29,21.31999969482422
2008-03-03,20.639999389648438
2008-03-04,20.1200008392334
2008-03-05,19.0
2008-03-06,18.8799991607666
2008-03-07,19.3799991607666
2008-03-10,18.940000534057617
2008-03-11,20.299999237060547
2008-03-12,20.6299991607666
2008-03-13,20.1299991607666
2008-03-14,19.360000610351562
2008-03-17,18.0
2008-03-18,22.420000076293945
2008-03-19,23.309999465942383
2008-03-20,23.899999618530273
2008-03-24,24.459999084472656
2008-03-25,23.899999618530273
2008-03-26,23.559999465942383
2008-03-27,23.3700008392334
2008-03-28,21.049999237060547
2008-03-31,22.030000686645508
2008-04-01,23.149999618530273
2008-04-02,23.709999084472656
2008-04-03,23.65999984741211
2008-04-04,23.540000915527344
2008-04-07,23.360000610351562
2008-04-08,24.020000457763672
2008-04-09,23.350000381469727
2008-04-10,24.040000915527344
2008-04-11,23.540000915527344
2008-04-14,23.170000076293945
2008-04-15,23.65999984741211
2008-04-16,24.489999771118164
2008-04-17,24.329999923706055
2008-04-18,24.850000381469727
2008-04-21,24.950000762939453
2008-04-22,24.290000915527344
2008-04-23,24.200000762939453
2008-04-24,23.920000076293945
2008-04-25,24.219999313354492
2008-04-28,23.8799991607666
2008-04-29,23.799999237060547
2008-04-30,23.700000762939453
2008-05-01,23.950000762939453
2008-05-02,23.280000686645508
2008-05-05,23.079999923706055
2008-05-06,22.8700008392334
2008-05-07,21.90999984741211
2008-05-08,21.59000015258789
2008-05-09,21.469999313354492
2008-05-12,21.479999542236328
2008-05-13,17.8799991607666
2008-05-14,17.209999084472656
2008-05-15,17.100000381469727
2008-05-16,16.6200008392334
2008-05-19,16.760000228881836
2008-05-20,18.06999969482422
2008-05-21,18.5
2008-05-22,18.6299991607666
2008-05-23,18.770000457763672
2008-05-27,19.190000534057617
2008-05-28,20.209999084472656
2008-05-29,19.760000228881836
2008-05-30,19.790000915527344
2008-06-02,19.350000381469727
2008-06-03,18.68000030517578
2008-06-04,19.170000076293945
2008-06-05,19.25
2008-06-06,18.979999542236328
2008-06-09,18.299999237060547
2008-06-10,17.809999465942383
2008-06-11,16.940000534057617
2008-06-12,16.15999984741211
2008-06-13,17.0
2008-06-16,16.5
2008-06-17,15.920000076293945
2008-06-18,17.170000076293945
2008-06-19,17.84000015258789
2008-06-20,18.25
2008-06-23,17.75
2008-06-24,16.700000762939453
2008-06-25,16.6299991607666
2008-06-26,17.1299991607666
2008-06-27,19.5
2008-06-30,19.799999237060547
2008-07-01,18.25
2008-07-02,16.790000915527344
2008-07-03,16.0
2008-07-07,16.40999984741211
2008-07-08,18.09000015258789
2008-07-09,16.270000457763672
2008-07-10,16.600000381469727
2008-07-11,16.350000381469727
2008-07-14,17.18000030517578
2008-07-15,17.739999771118164
2008-07-16,17.3799991607666
2008-07-17,16.329999923706055
2008-07-18,16.6200008392334
2008-07-21,16.860000610351562
2008-07-22,17.559999465942383
2008-07-23,18.149999618530273
2008-07-24,18.889999389648438
2008-07-25,19.459999084472656
2008-07-28,18.8799991607666
2008-07-29,19.709999084472656
2008-07-30,20.899999618530273
2008-07-31,20.979999542236328
2008-08-01,20.360000610351562
2008-08-04,19.510000228881836
2008-08-05,20.479999542236328
2008-08-06,19.950000762939453
2008-08-07,20.0
2008-08-08,20.799999237060547
2008-08-11,20.84000015258789
2008-08-12,21.0
2008-08-13,23.079999923706055
2008-08-14,22.149999618530273
2008-08-15,22.56999969482422
2008-08-18,20.889999389648438
2008-08-19,22.31999969482422
2008-08-20,22.290000915527344
2008-08-21,22.079999923706055
2008-08-22,23.0
2008-08-25,21.799999237060547
2008-08-26,21.829999923706055
2008-08-27,21.899999618530273
2008-08-28,22.200000762939453
2008-08-29,23.0
2008-09-02,21.549999237060547
2008-09-03,22.190000534057617
2008-09-04,21.459999084472656
2008-09-05,21.239999771118164
2008-09-08,22.459999084472656
2008-09-09,21.920000076293945
2008-09-10,22.5
2008-09-11,22.030000686645508
2008-09-12,21.600000381469727
2008-09-15,21.489999771118164
2008-09-16,22.079999923706055
2008-09-17,21.649999618530273
2008-09-18,23.200000762939453
2008-09-19,22.979999542236328
2008-09-22,20.889999389648438
2008-09-23,21.0
2008-09-24,20.5
2008-09-25,20.8799991607666
2008-09-26,18.56999969482422
2008-09-29,17.610000610351562
2008-09-30,17.020000457763672
2008-10-01,15.119999885559082
2008-10-02,13.789999961853027
2008-10-03,12.680000305175781
2008-10-06,11.899999618530273
2008-10-07,11.8100004196167
2008-10-08,11.710000038146973
2008-10-09,9.989999771118164
2008-10-10,12.8100004196167
2008-10-13,13.489999771118164
2008-10-14,13.300000190734863
2008-10-15,11.010000228881836
2008-10-16,13.079999923706055
2008-10-17,12.850000381469727
2008-10-20,12.779999732971191
2008-10-21,12.010000228881836
2008-10-22,11.0
2008-10-23,11.4399995803833
2008-10-24,11.039999961853027
2008-10-27,10.430000305175781
2008-10-28,12.0
2008-10-29,12.420000076293945
2008-10-30,13.5
2008-10-31,14.1899995803833
2008-11-03,14.739999771118164
2008-11-04,14.550000190734863
2008-11-05,13.100000381469727
2008-11-06,13.15999984741211
2008-11-07,13.9399995803833
2008-11-10,12.949999809265137
2008-11-11,12.100000381469727
2008-11-12,11.119999885559082
2008-11-13,11.65999984741211
2008-11-14,10.470000267028809
2008-11-17,10.75
2008-11-18,10.1899995803833
2008-11-19,9.430000305175781
2008-11-20,8.640000343322754
2008-11-21,9.579999923706055
2008-11-24,9.890000343322754
2008-11-25,9.989999771118164
2008-11-26,10.699999809265137
2008-11-28,10.699999809265137
2008-12-01,8.800000190734863
2008-12-02,9.239999771118164
2008-12-03,9.470000267028809
2008-12-04,9.109999656677246
2008-12-05,9.699999809265137
2008-12-08,10.569999694824219
2008-12-09,9.920000076293945
2008-12-10,10.800000190734863
2008-12-11,10.25
2008-12-12,11.779999732971191
2008-12-15,11.760000228881836
2008-12-16,13.479999542236328
2008-12-17,13.3100004196167
2008-12-18,13.140000343322754
2008-12-19,13.930000305175781
2008-12-22,13.079999923706055
2008-12-23,12.979999542236328
2008-12-24,13.399999618530273
2008-12-26,13.34000015258789
2008-12-29,11.0600004196167
2008-12-30,11.260000228881836
2008-12-31,12.5
2009-01-02,12.600000381469727
2009-01-05,12.569999694824219
2009-01-06,12.710000038146973
2009-01-07,11.720000267028809
2009-01-08,11.75
2009-01-09,11.010000228881836
2009-01-12,11.010000228881836
2009-01-13,11.1899995803833
2009-01-14,10.779999732971191
2009-01-15,11.289999961853027
2009-01-16,11.649999618530273
2009-01-20,10.569999694824219
2009-01-21,10.380000114440918
2009-01-22,10.34000015258789
2009-01-23,10.670000076293945
2009-01-26,10.760000228881836
2009-01-27,11.300000190734863
2009-01-28,11.720000267028809
2009-01-29,11.649999618530273
2009-01-30,11.699999809265137
2009-02-02,11.319999694824219
2009-02-03,11.729999542236328
2009-02-04,11.050000190734863
2009-02-05,10.989999771118164
2009-02-06,12.239999771118164
2009-02-09,12.0
2009-02-10,11.34000015258789
2009-02-11,12.229999542236328
2009-02-12,12.220000267028809
2009-02-13,11.819999694824219
2009-02-17,11.6899995803833
2009-02-18,10.829999923706055
2009-02-19,10.770000457763672
2009-02-20,10.220000267028809
2009-02-23,9.800000190734863
2009-02-24,9.90999984741211
2009-02-25,8.9399995803833
2009-02-26,8.550000190734863
2009-02-27,8.649999618530273
2009-03-02,7.769999980926514
2009-03-03,7.449999809265137
2009-03-04,7.699999809265137
2009-03-05,7.170000076293945
2009-03-06,7.53000020980835
2009-03-09,7.010000228881836
2009-03-10,7.150000095367432
2009-03-11,6.559999942779541
2009-03-12,7.190000057220459
2009-03-13,7.880000114440918
2009-03-16,9.0600004196167
2009-03-17,8.899999618530273
2009-03-18,8.699999809265137
2009-03-19,7.900000095367432
2009-03-20,7.809999942779541
2009-03-23,8.59000015258789
2009-03-24,8.210000038146973
2009-03-25,8.0600004196167
2009-03-26,8.279999732971191
2009-03-27,10.859999656677246
2009-03-30,11.0
2009-03-31,10.850000381469727
2009-04-01,10.300000190734863
2009-04-02,11.470000267028809
2009-04-03,12.5
2009-04-06,12.130000114440918
2009-04-07,11.800000190734863
2009-04-08,12.279999732971191
2009-04-09,12.609999656677246
2009-04-13,12.789999961853027
2009-04-14,11.90999984741211
2009-04-15,12.100000381469727
2009-04-16,12.90999984741211
2009-04-17,13.09000015258789
2009-04-20,12.3100004196167
2009-04-21,13.270000457763672
2009-04-22,12.75
2009-04-23,12.270000457763672
2009-04-24,13.140000343322754
2009-04-27,12.4399995803833
2009-04-28,12.5
2009-04-29,13.170000076293945
2009-04-30,13.40999984741211
2009-05-01,12.600000381469727
2009-05-04,13.170000076293945
2009-05-05,12.760000228881836
2009-05-06,13.0
2009-05-07,12.40999984741211
2009-05-08,12.930000305175781
2009-05-11,12.520000457763672
2009-05-12,16.09000015258789
2009-05-13,15.0600004196167
2009-05-14,14.569999694824219
2009-05-15,14.539999961853027
2009-05-18,14.850000381469727
2009-05-19,15.399999618530273
2009-05-20,14.3100004196167
2009-05-21,14.430000305175781
2009-05-22,13.890000343322754
2009-05-26,15.039999961853027
2009-05-27,13.960000038146973
2009-05-28,15.210000038146973
2009-05-29,15.609999656677246
2009-06-01,17.31999969482422
2009-06-02,15.979999542236328
2009-06-03,16.200000762939453
2009-06-04,17.239999771118164
2009-06-05,17.149999618530273
2009-06-08,16.940000534057617
2009-06-09,16.649999618530273
2009-06-10,17.040000915527344
2009-06-11,18.18000030517578
2009-06-12,17.549999237060547
2009-06-15,17.25
2009-06-16,16.950000762939453
2009-06-17,17.299999237060547
2009-06-18,17.25
2009-06-19,17.3700008392334
2009-06-22,16.290000915527344
2009-06-23,15.5
2009-06-24,14.819999694824219
2009-06-25,14.890000343322754
2009-06-26,16.65999984741211
2009-06-29,15.319999694824219
2009-06-30,15.850000381469727
2009-07-01,16.059999465942383
2009-07-02,15.5600004196167
2009-07-06,16.040000915527344
2009-07-07,15.6899995803833
2009-07-08,15.079999923706055
2009-07-09,14.850000381469727
2009-07-10,15.180000305175781
2009-07-13,15.260000228881836
2009-07-14,15.029999732971191
2009-07-15,15.40999984741211
2009-07-16,15.390000343322754
2009-07-17,14.930000305175781
2009-07-20,15.010000228881836
2009-07-21,15.050000190734863
2009-07-22,15.170000076293945
2009-07-23,17.610000610351562
2009-07-24,17.65999984741211
2009-07-27,17.31999969482422
2009-07-28,17.969999313354492
2009-07-29,18.450000762939453
2009-07-30,17.68000030517578
2009-07-31,17.59000015258789
2009-08-03,17.899999618530273
2009-08-04,18.030000686645508
2009-08-05,17.59000015258789
2009-08-06,17.3700008392334
2009-08-07,17.40999984741211
2009-08-10,19.25
2009-08-11,19.18000030517578
2009-08-12,19.959999084472656
2009-08-13,19.850000381469727
2009-08-14,18.239999771118164
2009-08-17,18.579999923706055
2009-08-18,18.530000686645508
2009-08-19,19.0
2009-08-20,19.0
2009-08-21,18.920000076293945
2009-08-24,18.579999923706055
2009-08-25,18.850000381469727
2009-08-26,19.0
2009-08-27,19.1299991607666
2009-08-28,18.6299991607666
2009-08-31,18.399999618530273
2009-09-01,18.139999389648438
2009-09-02,18.579999923706055
2009-09-03,18.530000686645508
2009-09-04,18.450000762939453
2009-09-08,18.40999984741211
2009-09-09,18.790000915527344
2009-09-10,18.799999237060547
2009-09-11,18.260000228881836
2009-09-14,18.450000762939453
2009-09-15,18.739999771118164
2009-09-16,18.719999313354492
2009-09-17,18.670000076293945
2009-09-18,18.219999313354492
2009-09-21,18.100000381469727
2009-09-22,17.200000762939453
2009-09-23,17.100000381469727
2009-09-24,16.709999084472656
2009-09-25,17.170000076293945
2009-09-28,16.690000534057617
2009-09-29,16.579999923706055
2009-09-30,16.329999923706055
2009-10-01,15.4399995803833
2009-10-02,15.470000267028809
2009-10-05,15.890000343322754
2009-10-06,15.949999809265137
2009-10-07,15.859999656677246
2009-10-08,15.699999809265137
2009-10-09,15.609999656677246
2009-10-12,15.3100004196167
2009-10-13,15.34000015258789
2009-10-14,15.0
2009-10-15,14.670000076293945
2009-10-16,14.699999809265137
2009-10-19,15.149999618530273
2009-10-20,15.140000343322754
2009-10-21,15.050000190734863
2009-10-22,15.210000038146973
2009-10-23,14.6899995803833
2009-10-26,14.579999923706055
2009-10-27,14.649999618530273
2009-10-28,14.550000190734863
2009-10-29,15.010000228881836
2009-10-30,14.760000228881836
2009-11-02,14.920000076293945
2009-11-03,15.0
2009-11-04,14.4399995803833
2009-11-05,14.220000267028809
2009-11-06,14.399999618530273
2009-11-09,14.520000457763672
2009-11-10,13.449999809265137
2009-11-11,12.739999771118164
2009-11-12,13.010000228881836
2009-11-13,13.770000457763672
2009-11-16,13.390000343322754
2009-11-17,13.100000381469727
2009-11-18,12.760000228881836
2009-11-19,12.84000015258789
2009-11-20,12.84000015258789
2009-11-23,13.619999885559082
2009-11-24,13.470000267028809
2009-11-25,13.180000305175781
2009-11-27,13.279999732971191
2009-11-30,13.100000381469727
2009-12-01,13.1899995803833
2009-12-02,13.399999618530273
2009-12-03,13.079999923706055
2009-12-04,13.180000305175781
2009-12-07,13.149999618530273
2009-12-08,12.920000076293945
2009-12-09,12.859999656677246
2009-12-10,12.630000114440918
2009-12-11,12.819999694824219
2009-12-14,13.039999961853027
2009-12-15,13.34000015258789
2009-12-16,13.430000305175781
2009-12-17,13.029999732971191
2009-12-18,13.140000343322754
2009-12-21,13.380000114440918
2009-12-22,13.380000114440918
2009-12-23,13.039999961853027
2009-12-24,13.079999923706055
2009-12-28,13.670000076293945
2009-12-29,14.4399995803833
2009-12-30,13.890000343322754
2009-12-31,14.289999961853027
2010-01-04,14.40999984741211
2010-01-05,13.960000038146973
2010-01-06,14.109999656677246
2010-01-07,13.960000038146973
2010-01-08,14.130000114440918
2010-01-11,13.949999809265137
2010-01-12,13.739999771118164
2010-01-13,13.899999618530273
2010-01-14,13.989999771118164
2010-01-15,13.6899995803833
2010-01-19,13.850000381469727
2010-01-20,13.390000343322754
2010-01-21,13.020000457763672
2010-01-22,12.90999984741211
2010-01-25,12.920000076293945
2010-01-26,12.859999656677246
2010-01-27,12.9399995803833
2010-01-28,13.8100004196167
2010-01-29,13.489999771118164
2010-02-01,13.770000457763672
2010-02-02,13.970000267028809
2010-02-03,13.739999771118164
2010-02-04,13.550000190734863
2010-02-05,13.289999961853027
2010-02-08,12.880000114440918
2010-02-09,12.819999694824219
2010-02-10,12.850000381469727
2010-02-11,12.899999618530273
2010-02-12,12.510000228881836
2010-02-16,12.5
2010-02-17,12.84000015258789
2010-02-18,12.770000457763672
2010-02-19,12.850000381469727
2010-02-22,12.739999771118164
2010-02-23,12.239999771118164
2010-02-24,12.399999618530273
2010-02-25,12.3100004196167
2010-02-26,12.149999618530273
2010-03-01,12.390000343322754
2010-03-02,12.630000114440918
2010-03-03,13.100000381469727
2010-03-04,12.949999809265137
2010-03-05,13.380000114440918
2010-03-08,13.670000076293945
2010-03-09,14.149999618530273
2010-03-10,14.239999771118164
2010-03-11,14.390000343322754
2010-03-12,14.5
2010-03-15,14.319999694824219
2010-03-16,14.15999984741211
2010-03-17,13.739999771118164
2010-03-18,13.569999694824219
2010-03-19,13.770000457763672
2010-03-22,14.119999885559082
2010-03-23,14.039999961853027
2010-03-24,13.899999618530273
2010-03-25,13.390000343322754
2010-03-26,13.270000457763672
2010-03-29,14.300000190734863
2010-03-30,13.850000381469727
2010-03-31,13.579999923706055
2010-04-01,13.960000038146973
2010-04-05,14.210000038146973
2010-04-06,14.319999694824219
2010-04-07,14.5600004196167
2010-04-08,14.6899995803833
2010-04-09,14.4399995803833
2010-04-12,14.149999618530273
2010-04-13,14.569999694824219
2010-04-14,14.699999809265137
2010-04-15,14.850000381469727
2010-04-16,14.680000305175781
2010-04-19,14.460000038146973
2010-04-20,14.640000343322754
2010-04-21,14.039999961853027
2010-04-22,14.430000305175781
2010-04-23,15.0
2010-04-26,14.930000305175781
2010-04-27,14.710000038146973
2010-04-28,14.59000015258789
2010-04-29,14.520000457763672
2010-04-30,14.149999618530273
2010-05-03,14.989999771118164
2010-05-04,14.350000381469727
2010-05-05,14.069999694824219
2010-05-06,13.5
2010-05-07,12.140000343322754
2010-05-10,13.029999732971191
2010-05-11,13.479999542236328
2010-05-12,14.140000343322754
2010-05-13,13.800000190734863
2010-05-14,13.199999809265137
2010-05-17,13.369999885559082
2010-05-18,13.050000190734863
2010-05-19,12.920000076293945
2010-05-20,12.239999771118164
2010-05-21,12.100000381469727
2010-05-24,12.229999542236328
2010-05-25,11.979999542236328
2010-05-26,11.890000343322754
2010-05-27,12.300000190734863
2010-05-28,11.989999771118164
2010-06-01,11.75
2010-06-02,12.239999771118164
2010-06-03,12.430000305175781
2010-06-04,11.520000457763672
2010-06-07,11.260000228881836
2010-06-08,11.170000076293945
2010-06-09,11.680000305175781
2010-06-10,12.0600004196167
2010-06-11,12.449999809265137
2010-06-14,12.479999542236328
2010-06-15,12.720000267028809
2010-06-16,12.359999656677246
2010-06-17,12.359999656677246
2010-06-18,12.170000076293945
2010-06-21,11.800000190734863
2010-06-22,11.720000267028809
2010-06-23,11.920000076293945
2010-06-24,11.609999656677246
2010-06-25,12.15999984741211
2010-06-28,12.329999923706055
2010-06-29,11.779999732971191
2010-06-30,11.380000114440918
2010-07-01,11.319999694824219
2010-07-02,11.34000015258789
2010-07-06,11.25
2010-07-07,11.270000457763672
2010-07-08,11.279999732971191
2010-07-09,11.640000343322754
2010-07-12,11.109999656677246
2010-07-13,11.529999732971191
2010-07-14,11.710000038146973
2010-07-15,11.430000305175781
2010-07-16,10.829999923706055
2010-07-19,11.050000190734863
2010-07-20,11.220000267028809
2010-07-21,10.890000343322754
2010-07-22,11.329999923706055
2010-07-23,11.59000015258789
2010-07-26,11.880000114440918
2010-07-27,11.819999694824219
2010-07-28,11.550000190734863
2010-07-29,12.050000190734863
2010-07-30,12.039999961853027
2010-08-02,12.079999923706055
2010-08-03,11.850000381469727
2010-08-04,12.1899995803833
2010-08-05,11.8100004196167
2010-08-06,11.329999923706055
2010-08-09,11.1899995803833
2010-08-10,10.3100004196167
2010-08-11,9.850000381469727
2010-08-12,9.850000381469727
2010-08-13,9.680000305175781
2010-08-16,10.050000190734863
2010-08-17,9.979999542236328
2010-08-18,9.880000114440918
2010-08-19,9.670000076293945
2010-08-20,9.75
2010-08-23,9.59000015258789
2010-08-24,9.520000457763672
2010-08-25,9.680000305175781
2010-08-26,9.3100004196167
2010-08-27,9.710000038146973
2010-08-30,9.359999656677246
2010-08-31,9.210000038146973
2010-09-01,9.140000343322754
2010-09-02,9.170000076293945
2010-09-03,9.289999961853027
2010-09-07,9.15999984741211
2010-09-08,9.0
2010-09-09,8.739999771118164
2010-09-10,8.90999984741211
2010-09-13,8.829999923706055
2010-09-14,8.619999885559082
2010-09-15,8.319999694824219
2010-09-16,8.239999771118164
2010-09-17,8.149999618530273
2010-09-20,9.100000381469727
2010-09-21,9.149999618530273
2010-09-22,9.210000038146973
2010-09-23,9.0600004196167
2010-09-24,9.399999618530273
2010-09-27,9.25
2010-09-28,9.829999923706055
2010-09-29,9.5
2010-09-30,9.479999542236328
2010-10-01,9.720000267028809
2010-10-04,9.779999732971191
2010-10-05,9.779999732971191
2010-10-06,9.930000305175781
2010-10-07,9.779999732971191
2010-10-08,9.859999656677246
2010-10-11,9.760000228881836
2010-10-12,9.5600004196167
2010-10-13,9.899999618530273
2010-10-14,9.8100004196167
2010-10-15,9.670000076293945
2010-10-18,9.899999618530273
2010-10-19,9.84000015258789
2010-10-20,9.8100004196167
2010-10-21,9.510000228881836
2010-10-22,9.380000114440918
2010-10-25,9.25
2010-10-26,9.260000228881836
2010-10-27,9.3100004196167
2010-10-28,9.449999809265137
2010-10-29,10.229999542236328
2010-11-01,10.420000076293945
2010-11-02,10.40999984741211
2010-11-03,10.0600004196167
2010-11-04,10.380000114440918
2010-11-05,10.199999809265137
2010-11-08,10.319999694824219
2010-11-09,9.960000038146973
2010-11-10,10.270000457763672
2010-11-11,9.4399995803833
2010-11-12,9.289999961853027
2010-11-15,9.15999984741211
2010-11-16,9.039999961853027
2010-11-17,9.239999771118164
2010-11-18,9.359999656677246
2010-11-19,9.449999809265137
2010-11-22,9.260000228881836
2010-11-23,9.260000228881836
2010-11-24,9.25
2010-11-26,9.15999984741211
2010-11-29,8.979999542236328
2010-11-30,8.829999923706055
2010-12-01,8.699999809265137
2010-12-02,8.630000114440918
2010-12-03,9.069999694824219
2010-12-06,9.130000114440918
2010-12-07,9.0
2010-12-08,9.039999961853027
2010-12-09,8.989999771118164
2010-12-10,9.010000228881836
2010-12-13,9.109999656677246
2010-12-14,9.170000076293945
2010-12-15,9.289999961853027
2010-12-16,9.279999732971191
2010-12-17,9.180000305175781
2010-12-20,8.989999771118164
2010-12-21,9.149999618530273
2010-12-22,8.899999618530273
2010-12-23,9.100000381469727
2010-12-27,9.199999809265137
2010-12-28,9.229999542236328
2010-12-29,9.59000015258789
2010-12-30,9.350000381469727
2010-12-31,9.170000076293945
2011-01-03,9.4399995803833
2011-01-04,9.460000038146973
2011-01-05,9.729999542236328
2011-01-06,9.90999984741211
2011-01-07,10.100000381469727
2011-01-10,10.149999618530273
2011-01-11,10.420000076293945
2011-01-12,10.569999694824219
2011-01-13,10.390000343322754
2011-01-14,10.510000228881836
2011-01-18,10.369999885559082
2011-01-19,9.859999656677246
2011-01-20,9.710000038146973
2011-01-21,10.329999923706055
2011-01-24,10.220000267028809
2011-01-25,10.010000228881836
2011-01-26,10.149999618530273
2011-01-27,10.25
2011-01-28,11.170000076293945
2011-01-31,10.9399995803833
2011-02-01,11.15999984741211
2011-02-02,10.819999694824219
2011-02-03,10.789999961853027
2011-02-04,10.630000114440918
2011-02-07,10.739999771118164
2011-02-08,10.520000457763672
2011-02-09,10.520000457763672
2011-02-10,10.34000015258789
2011-02-11,10.399999618530273
2011-02-14,10.460000038146973
2011-02-15,10.4399995803833
2011-02-16,10.399999618530273
2011-02-17,10.65999984741211
2011-02-18,11.010000228881836
2011-02-22,10.680000305175781
2011-02-23,10.720000267028809
2011-02-24,10.449999809265137
2011-02-25,10.829999923706055
2011-02-28,10.920000076293945
2011-03-01,10.5600004196167
2011-03-02,10.65999984741211
2011-03-03,11.029999732971191
2011-03-04,11.15999984741211
2011-03-07,10.8100004196167
2011-03-08,11.069999694824219
2011-03-09,10.8100004196167
2011-03-10,10.380000114440918
2011-03-11,10.5600004196167
2011-03-14,10.710000038146973
2011-03-15,10.520000457763672
2011-03-16,10.270000457763672
2011-03-17,10.520000457763672
2011-03-18,11.25
2011-03-21,11.149999618530273
2011-03-22,10.829999923706055
2011-03-23,11.130000114440918
2011-03-24,11.109999656677246
2011-03-25,11.34000015258789
2011-03-28,10.779999732971191
2011-03-29,11.430000305175781
2011-03-30,11.0
2011-03-31,10.899999618530273
2011-04-01,10.779999732971191
2011-04-04,10.75
2011-04-05,10.6899995803833
2011-04-06,10.710000038146973
2011-04-07,10.520000457763672
2011-04-08,10.470000267028809
2011-04-11,10.3100004196167
2011-04-12,10.119999885559082
2011-04-13,9.979999542236328
2011-04-14,10.140000343322754
2011-04-15,10.289999961853027
2011-04-18,10.380000114440918
2011-04-19,10.399999618530273
2011-04-20,10.289999961853027
2011-04-21,10.380000114440918
2011-04-25,10.220000267028809
2011-04-26,10.34000015258789
2011-04-27,10.149999618530273
2011-04-28,10.170000076293945
2011-04-29,9.8100004196167
2011-05-02,9.470000267028809
2011-05-03,9.8100004196167
2011-05-04,9.529999732971191
2011-05-05,9.399999618530273
2011-05-06,9.300000190734863
2011-05-09,9.619999885559082
2011-05-10,9.800000190734863
2011-05-11,9.680000305175781
2011-05-12,10.010000228881836
2011-05-13,9.609999656677246
2011-05-16,9.5
2011-05-17,9.5
2011-05-18,9.460000038146973
2011-05-19,9.380000114440918
2011-05-20,9.199999809265137
2011-05-23,9.600000381469727
2011-05-24,9.289999961853027
2011-05-25,9.119999885559082
2011-05-26,9.220000267028809
2011-05-27,9.359999656677246
2011-05-31,9.640000343322754
2011-06-01,9.079999923706055
2011-06-02,9.079999923706055
2011-06-03,9.0
2011-06-06,8.84000015258789
2011-06-07,8.920000076293945
2011-06-08,8.859999656677246
2011-06-09,8.859999656677246
2011-06-10,8.770000457763672
2011-06-13,8.699999809265137
2011-06-14,8.84000015258789
2011-06-15,8.630000114440918
2011-06-16,8.720000267028809
2011-06-17,8.579999923706055
2011-06-20,8.739999771118164
2011-06-21,9.359999656677246
2011-06-22,9.069999694824219
2011-06-23,9.15999984741211
2011-06-24,9.15999984741211
2011-06-27,9.539999961853027
2011-06-28,10.34000015258789
2011-06-29,9.710000038146973
2011-06-30,9.289999961853027
2011-07-01,9.5
2011-07-05,9.550000190734863
2011-07-06,9.399999618530273
2011-07-07,9.460000038146973
2011-07-08,9.350000381469727
2011-07-11,9.239999771118164
2011-07-12,9.119999885559082
2011-07-13,9.3100004196167
2011-07-14,9.210000038146973
2011-07-15,9.109999656677246
2011-07-18,8.960000038146973
2011-07-19,9.029999732971191
2011-07-20,8.640000343322754
2011-07-21,8.880000114440918
2011-07-22,8.850000381469727
2011-07-25,8.6899995803833
2011-07-26,8.489999771118164
2011-07-27,8.229999542236328
2011-07-28,8.34000015258789
2011-07-29,9.020000457763672
2011-08-01,8.710000038146973
2011-08-02,8.489999771118164
2011-08-03,8.59000015258789
2011-08-04,8.350000381469727
2011-08-05,8.479999542236328
2011-08-08,7.820000171661377
2011-08-09,8.850000381469727
2011-08-10,8.149999618530273
2011-08-11,8.470000267028809
2011-08-12,8.5600004196167
2011-08-15,8.920000076293945
2011-08-16,8.680000305175781
2011-08-17,8.529999732971191
