,EWBC
2007-02-09,38.130001068115234
2007-02-12,38.18000030517578
2007-02-13,38.150001525878906
2007-02-14,38.5099983215332
2007-02-15,38.599998474121094
2007-02-16,38.7599983215332
2007-02-20,38.70000076293945
2007-02-21,38.939998626708984
2007-02-22,38.959999084472656
2007-02-23,38.84000015258789
2007-02-26,38.810001373291016
2007-02-27,37.52000045776367
2007-02-28,37.27000045776367
2007-03-01,37.209999084472656
2007-03-02,37.040000915527344
2007-03-05,36.45000076293945
2007-03-06,37.33000183105469
2007-03-07,37.04999923706055
2007-03-08,37.09000015258789
2007-03-09,36.9900016784668
2007-03-12,36.68000030517578
2007-03-13,35.7599983215332
2007-03-14,35.33000183105469
2007-03-15,35.47999954223633
2007-03-16,35.4900016784668
2007-03-19,35.470001220703125
2007-03-20,35.45000076293945
2007-03-21,36.31999969482422
2007-03-22,36.52000045776367
2007-03-23,36.970001220703125
2007-03-26,36.83000183105469
2007-03-27,36.70000076293945
2007-03-28,36.689998626708984
2007-03-29,37.029998779296875
2007-03-30,36.77000045776367
2007-04-02,36.310001373291016
2007-04-03,36.689998626708984
2007-04-04,36.560001373291016
2007-04-05,36.40999984741211
2007-04-09,36.470001220703125
2007-04-10,36.34000015258789
2007-04-11,35.66999816894531
2007-04-12,35.349998474121094
2007-04-13,35.310001373291016
2007-04-16,35.86000061035156
2007-04-17,39.849998474121094
2007-04-18,40.41999816894531
2007-04-19,40.560001373291016
2007-04-20,39.709999084472656
2007-04-23,39.54999923706055
2007-04-24,39.95000076293945
2007-04-25,40.15999984741211
2007-04-26,40.20000076293945
2007-04-27,40.15999984741211
2007-04-30,39.86000061035156
2007-05-01,39.900001525878906
2007-05-02,39.97999954223633
2007-05-03,40.150001525878906
2007-05-04,40.34000015258789
2007-05-07,40.18000030517578
2007-05-08,40.099998474121094
2007-05-09,40.060001373291016
2007-05-10,39.79999923706055
2007-05-11,40.15999984741211
2007-05-14,39.90999984741211
2007-05-15,40.13999938964844
2007-05-16,40.45000076293945
2007-05-17,39.939998626708984
2007-05-18,40.400001525878906
2007-05-21,40.38999938964844
2007-05-22,40.7400016784668
2007-05-23,40.75
2007-05-24,40.650001525878906
2007-05-25,40.130001068115234
2007-05-29,40.380001068115234
2007-05-30,40.650001525878906
2007-05-31,40.540000915527344
2007-06-01,41.29999923706055
2007-06-04,41.86000061035156
2007-06-05,41.4900016784668
2007-06-06,41.060001373291016
2007-06-07,39.90999984741211
2007-06-08,40.20000076293945
2007-06-11,40.18000030517578
2007-06-12,39.79999923706055
2007-06-13,40.15999984741211
2007-06-14,40.349998474121094
2007-06-15,40.349998474121094
2007-06-18,40.81999969482422
2007-06-19,40.689998626708984
2007-06-20,40.349998474121094
2007-06-21,40.06999969482422
2007-06-22,39.380001068115234
2007-06-25,39.15999984741211
2007-06-26,38.939998626708984
2007-06-27,39.18000030517578
2007-06-28,39.13999938964844
2007-06-29,38.880001068115234
2007-07-02,38.88999938964844
2007-07-03,38.900001525878906
2007-07-05,38.970001220703125
2007-07-06,38.83000183105469
2007-07-09,39.27000045776367
2007-07-10,38.290000915527344
2007-07-11,38.45000076293945
2007-07-12,38.900001525878906
2007-07-13,39.5
2007-07-16,39.33000183105469
2007-07-17,39.040000915527344
2007-07-18,38.20000076293945
2007-07-19,39.59000015258789
2007-07-20,38.400001525878906
2007-07-23,38.04999923706055
2007-07-24,37.20000076293945
2007-07-25,37.02000045776367
2007-07-26,36.560001373291016
2007-07-27,36.43000030517578
2007-07-30,37.18000030517578
2007-07-31,36.65999984741211
2007-08-01,36.599998474121094
2007-08-02,37.0
2007-08-03,35.43000030517578
2007-08-06,36.54999923706055
2007-08-07,35.77000045776367
2007-08-08,35.4900016784668
2007-08-09,35.099998474121094
2007-08-10,35.709999084472656
2007-08-13,35.720001220703125
2007-08-14,35.79999923706055
2007-08-15,35.0099983215332
2007-08-16,35.63999938964844
2007-08-17,37.08000183105469
2007-08-20,36.54999923706055
2007-08-21,37.369998931884766
2007-08-22,37.709999084472656
2007-08-23,37.43000030517578
2007-08-24,37.459999084472656
2007-08-27,36.72999954223633
2007-08-28,35.790000915527344
2007-08-29,35.93000030517578
2007-08-30,35.689998626708984
2007-08-31,35.79999923706055
2007-09-04,35.43000030517578
2007-09-05,35.4900016784668
2007-09-06,35.86000061035156
2007-09-07,35.25
2007-09-10,35.02000045776367
2007-09-11,35.27000045776367
2007-09-12,34.95000076293945
2007-09-13,35.47999954223633
2007-09-14,36.15999984741211
2007-09-17,36.0099983215332
2007-09-18,36.93000030517578
2007-09-19,36.65999984741211
2007-09-20,36.380001068115234
2007-09-21,36.189998626708984
2007-09-24,35.29999923706055
2007-09-25,35.18000030517578
2007-09-26,35.43000030517578
2007-09-27,36.040000915527344
2007-09-28,35.959999084472656
2007-10-01,36.939998626708984
2007-10-02,37.45000076293945
2007-10-03,37.560001373291016
2007-10-04,37.470001220703125
2007-10-05,37.70000076293945
2007-10-08,38.27000045776367
2007-10-09,38.25
2007-10-10,37.63999938964844
2007-10-11,36.95000076293945
2007-10-12,36.779998779296875
2007-10-15,36.84000015258789
2007-10-16,36.18000030517578
2007-10-17,36.47999954223633
2007-10-18,35.150001525878906
2007-10-19,34.599998474121094
2007-10-22,34.58000183105469
2007-10-23,34.59000015258789
2007-10-24,34.08000183105469
2007-10-25,33.529998779296875
2007-10-26,34.20000076293945
2007-10-29,33.90999984741211
2007-10-30,33.34000015258789
2007-10-31,33.7400016784668
2007-11-01,32.459999084472656
2007-11-02,31.420000076293945
2007-11-05,30.079999923706055
2007-11-06,29.559999465942383
2007-11-07,28.309999465942383
2007-11-08,29.360000610351562
2007-11-09,29.829999923706055
2007-11-12,29.729999542236328
2007-11-13,30.790000915527344
2007-11-14,29.489999771118164
2007-11-15,28.639999389648438
2007-11-16,27.739999771118164
2007-11-19,27.75
2007-11-20,26.81999969482422
2007-11-21,25.860000610351562
2007-11-23,27.06999969482422
2007-11-26,25.84000015258789
2007-11-27,26.399999618530273
2007-11-28,27.139999389648438
2007-11-29,26.170000076293945
2007-11-30,26.950000762939453
2007-12-03,26.84000015258789
2007-12-04,26.6200008392334
2007-12-05,26.440000534057617
2007-12-06,29.350000381469727
2007-12-07,29.229999542236328
2007-12-10,29.709999084472656
2007-12-11,28.079999923706055
2007-12-12,27.030000686645508
2007-12-13,26.709999084472656
2007-12-14,26.110000610351562
2007-12-17,25.270000457763672
2007-12-18,24.8700008392334
2007-12-19,25.200000762939453
2007-12-20,24.31999969482422
2007-12-21,24.520000457763672
2007-12-24,24.479999542236328
2007-12-26,24.479999542236328
2007-12-27,24.1299991607666
2007-12-28,24.219999313354492
2007-12-31,24.229999542236328
2008-01-02,23.3700008392334
2008-01-03,23.010000228881836
2008-01-04,22.510000228881836
2008-01-07,21.770000457763672
2008-01-08,20.950000762939453
2008-01-09,21.510000228881836
2008-01-10,21.809999465942383
2008-01-11,21.280000686645508
2008-01-14,21.309999465942383
2008-01-15,21.350000381469727
2008-01-16,22.020000457763672
2008-01-17,21.309999465942383
2008-01-18,21.06999969482422
2008-01-22,22.0
2008-01-23,24.719999313354492
2008-01-24,23.940000534057617
2008-01-25,23.65999984741211
2008-01-28,24.889999389648438
2008-01-29,23.899999618530273
2008-01-30,23.299999237060547
2008-01-31,24.059999465942383
2008-02-01,25.639999389648438
2008-02-04,24.260000228881836
2008-02-05,23.43000030517578
2008-02-06,22.850000381469727
2008-02-07,23.139999389648438
2008-02-08,22.329999923706055
2008-02-11,21.860000610351562
2008-02-12,22.440000534057617
2008-02-13,22.239999771118164
2008-02-14,21.469999313354492
2008-02-15,21.3799991607666
2008-02-19,21.09000015258789
2008-02-20,21.5
2008-02-21,21.280000686645508
2008-02-22,21.56999969482422
2008-02-25,21.739999771118164
2008-02-26,21.639999389648438
2008-02-27,21.049999237060547
2008-02-28,19.729999542236328
2008-02-29,18.809999465942383
2008-03-03,18.649999618530273
2008-03-04,18.110000610351562
2008-03-05,18.0
2008-03-06,17.43000030517578
2008-03-07,17.610000610351562
2008-03-10,17.1299991607666
2008-03-11,18.100000381469727
2008-03-12,17.93000030517578
2008-03-13,18.030000686645508
2008-03-14,17.899999618530273
2008-03-17,18.030000686645508
2008-03-18,18.700000762939453
2008-03-19,18.209999084472656
2008-03-20,19.200000762939453
2008-03-24,19.68000030517578
2008-03-25,19.75
2008-03-26,18.65999984741211
2008-03-27,18.239999771118164
2008-03-28,17.559999465942383
2008-03-31,17.75
2008-04-01,18.299999237060547
2008-04-02,18.40999984741211
2008-04-03,18.200000762939453
2008-04-04,17.700000762939453
2008-04-07,18.06999969482422
2008-04-08,17.75
2008-04-09,17.329999923706055
2008-04-10,17.06999969482422
2008-04-11,16.399999618530273
2008-04-14,15.859999656677246
2008-04-15,15.850000381469727
2008-04-16,14.15999984741211
2008-04-17,14.470000267028809
2008-04-18,13.970000267028809
2008-04-21,13.569999694824219
2008-04-22,13.130000114440918
2008-04-23,12.5600004196167
2008-04-24,14.319999694824219
2008-04-25,14.600000381469727
2008-04-28,14.6899995803833
2008-04-29,14.390000343322754
2008-04-30,14.239999771118164
2008-05-01,15.380000114440918
2008-05-02,15.289999961853027
2008-05-05,15.039999961853027
2008-05-06,14.899999618530273
2008-05-07,14.130000114440918
2008-05-08,13.899999618530273
2008-05-09,13.770000457763672
2008-05-12,13.920000076293945
2008-05-13,13.649999618530273
2008-05-14,13.779999732971191
2008-05-15,13.65999984741211
2008-05-16,13.180000305175781
2008-05-19,13.6899995803833
2008-05-20,13.640000343322754
2008-05-21,13.609999656677246
2008-05-22,13.880000114440918
2008-05-23,13.800000190734863
2008-05-27,14.210000038146973
2008-05-28,13.970000267028809
2008-05-29,13.739999771118164
2008-05-30,13.239999771118164
2008-06-02,13.079999923706055
2008-06-03,12.350000381469727
2008-06-04,12.180000305175781
2008-06-05,12.5
2008-06-06,11.6899995803833
2008-06-09,11.25
2008-06-10,11.270000457763672
2008-06-11,9.920000076293945
2008-06-12,9.739999771118164
2008-06-13,9.510000228881836
2008-06-16,9.6899995803833
2008-06-17,9.100000381469727
2008-06-18,8.569999694824219
2008-06-19,8.449999809265137
2008-06-20,8.0600004196167
2008-06-23,7.489999771118164
2008-06-24,7.159999847412109
2008-06-25,7.380000114440918
2008-06-26,7.150000095367432
2008-06-27,7.210000038146973
2008-06-30,7.059999942779541
2008-07-01,7.599999904632568
2008-07-02,7.769999980926514
2008-07-03,7.579999923706055
2008-07-07,7.619999885559082
2008-07-08,8.760000228881836
2008-07-09,8.0
2008-07-10,8.039999961853027
2008-07-11,8.0600004196167
2008-07-14,7.380000114440918
2008-07-15,7.489999771118164
2008-07-16,8.670000076293945
2008-07-17,11.039999961853027
2008-07-18,10.34000015258789
2008-07-21,10.640000343322754
2008-07-22,12.0
2008-07-23,12.760000228881836
2008-07-24,11.100000381469727
2008-07-25,10.920000076293945
2008-07-28,10.680000305175781
2008-07-29,12.460000038146973
2008-07-30,12.029999732971191
2008-07-31,11.90999984741211
2008-08-01,12.529999732971191
2008-08-04,13.109999656677246
2008-08-05,14.600000381469727
2008-08-06,14.260000228881836
2008-08-07,13.460000038146973
2008-08-08,13.960000038146973
2008-08-11,14.510000228881836
2008-08-12,13.520000457763672
2008-08-13,13.140000343322754
2008-08-14,13.65999984741211
2008-08-15,13.710000038146973
2008-08-18,12.9399995803833
2008-08-19,12.390000343322754
2008-08-20,12.399999618530273
2008-08-21,12.010000228881836
2008-08-22,12.520000457763672
2008-08-25,12.0
2008-08-26,12.029999732971191
2008-08-27,12.1899995803833
2008-08-28,12.34000015258789
2008-08-29,12.470000267028809
2008-09-02,13.010000228881836
2008-09-03,14.119999885559082
2008-09-04,12.979999542236328
2008-09-05,13.859999656677246
2008-09-08,14.760000228881836
2008-09-09,13.579999923706055
2008-09-10,13.260000228881836
2008-09-11,12.869999885559082
2008-09-12,13.720000267028809
2008-09-15,12.619999885559082
2008-09-16,14.069999694824219
2008-09-17,13.800000190734863
2008-09-18,16.1299991607666
2008-09-19,17.649999618530273
2008-09-22,13.930000305175781
2008-09-23,13.550000190734863
2008-09-24,15.069999694824219
2008-09-25,15.40999984741211
2008-09-26,15.210000038146973
2008-09-29,13.260000228881836
2008-09-30,13.699999809265137
2008-10-01,14.640000343322754
2008-10-02,15.0
2008-10-03,15.079999923706055
2008-10-06,15.6899995803833
2008-10-07,13.199999809265137
2008-10-08,12.329999923706055
2008-10-09,12.0
2008-10-10,13.59000015258789
2008-10-13,13.40999984741211
2008-10-14,14.579999923706055
2008-10-15,12.989999771118164
2008-10-16,13.880000114440918
2008-10-17,14.449999809265137
2008-10-20,15.050000190734863
2008-10-21,14.800000190734863
2008-10-22,13.90999984741211
2008-10-23,12.260000228881836
2008-10-24,12.460000038146973
2008-10-27,12.880000114440918
2008-10-28,15.15999984741211
2008-10-29,15.520000457763672
2008-10-30,16.56999969482422
2008-10-31,17.350000381469727
2008-11-03,17.84000015258789
2008-11-04,17.8700008392334
2008-11-05,16.610000610351562
2008-11-06,15.84000015258789
2008-11-07,15.789999961853027
2008-11-10,15.920000076293945
2008-11-11,15.789999961853027
2008-11-12,14.789999961853027
2008-11-13,15.720000267028809
2008-11-14,15.0
2008-11-17,15.0
2008-11-18,14.760000228881836
2008-11-19,13.6899995803833
2008-11-20,11.579999923706055
2008-11-21,11.130000114440918
2008-11-24,13.279999732971191
2008-11-25,13.8100004196167
2008-11-26,14.220000267028809
2008-11-28,14.800000190734863
2008-12-01,12.020000457763672
2008-12-02,13.779999732971191
2008-12-03,13.979999542236328
2008-12-04,14.300000190734863
2008-12-05,15.640000343322754
2008-12-08,15.59000015258789
2008-12-09,15.5
2008-12-10,15.890000343322754
2008-12-11,14.779999732971191
2008-12-12,15.5600004196167
2008-12-15,14.529999732971191
2008-12-16,15.9399995803833
2008-12-17,16.190000534057617
2008-12-18,15.449999809265137
2008-12-19,15.380000114440918
2008-12-22,14.640000343322754
2008-12-23,14.109999656677246
2008-12-24,14.050000190734863
2008-12-26,14.699999809265137
2008-12-29,14.09000015258789
2008-12-30,14.770000457763672
2008-12-31,15.970000267028809
2009-01-02,16.040000915527344
2009-01-05,14.949999809265137
2009-01-06,14.140000343322754
2009-01-07,13.59000015258789
2009-01-08,13.079999923706055
2009-01-09,12.270000457763672
2009-01-12,11.569999694824219
2009-01-13,11.770000457763672
2009-01-14,10.850000381469727
2009-01-15,9.789999961853027
2009-01-16,9.979999542236328
2009-01-20,8.65999984741211
2009-01-21,9.600000381469727
2009-01-22,8.75
2009-01-23,8.819999694824219
2009-01-26,8.970000267028809
2009-01-27,9.329999923706055
2009-01-28,10.300000190734863
2009-01-29,9.680000305175781
2009-01-30,9.489999771118164
2009-02-02,9.600000381469727
2009-02-03,9.1899995803833
2009-02-04,9.100000381469727
2009-02-05,9.579999923706055
2009-02-06,10.399999618530273
2009-02-09,10.40999984741211
2009-02-10,8.930000305175781
2009-02-11,9.170000076293945
2009-02-12,8.890000343322754
2009-02-13,8.520000457763672
2009-02-17,7.510000228881836
2009-02-18,7.739999771118164
2009-02-19,7.059999942779541
2009-02-20,7.090000152587891
2009-02-23,6.900000095367432
2009-02-24,7.239999771118164
2009-02-25,6.940000057220459
2009-02-26,7.170000076293945
2009-02-27,7.110000133514404
2009-03-02,6.039999961853027
2009-03-03,5.369999885559082
2009-03-04,4.920000076293945
2009-03-05,3.630000114440918
2009-03-06,3.690000057220459
2009-03-09,3.240000009536743
2009-03-10,3.890000104904175
2009-03-11,3.940000057220459
2009-03-12,4.619999885559082
2009-03-13,4.900000095367432
2009-03-16,5.429999828338623
2009-03-17,5.050000190734863
2009-03-18,5.400000095367432
2009-03-19,4.650000095367432
2009-03-20,4.440000057220459
2009-03-23,5.420000076293945
2009-03-24,4.730000019073486
2009-03-25,4.869999885559082
2009-03-26,5.090000152587891
2009-03-27,4.739999771118164
2009-03-30,4.25
2009-03-31,4.570000171661377
2009-04-01,4.849999904632568
2009-04-02,5.210000038146973
2009-04-03,5.019999980926514
2009-04-06,4.78000020980835
2009-04-07,4.630000114440918
2009-04-08,4.559999942779541
2009-04-09,5.550000190734863
2009-04-13,6.5
2009-04-14,5.639999866485596
2009-04-15,5.739999771118164
2009-04-16,5.849999904632568
2009-04-17,6.400000095367432
2009-04-20,5.420000076293945
2009-04-21,5.769999980926514
2009-04-22,5.510000228881836
2009-04-23,5.5
2009-04-24,5.760000228881836
2009-04-27,5.21999979019165
2009-04-28,5.139999866485596
2009-04-29,6.039999961853027
2009-04-30,6.829999923706055
2009-05-01,6.900000095367432
2009-05-04,8.350000381469727
2009-05-05,8.460000038146973
2009-05-06,9.039999961853027
2009-05-07,8.75
2009-05-08,10.140000343322754
2009-05-11,9.550000190734863
2009-05-12,8.75
2009-05-13,8.09000015258789
2009-05-14,8.399999618530273
2009-05-15,8.0
2009-05-18,9.15999984741211
2009-05-19,8.609999656677246
2009-05-20,8.300000190734863
2009-05-21,8.270000457763672
2009-05-22,8.069999694824219
2009-05-26,8.619999885559082
2009-05-27,8.100000381469727
2009-05-28,8.050000190734863
2009-05-29,8.069999694824219
2009-06-01,7.989999771118164
2009-06-02,7.869999885559082
2009-06-03,7.639999866485596
2009-06-04,8.149999618530273
2009-06-05,7.869999885559082
2009-06-08,7.909999847412109
2009-06-09,7.920000076293945
2009-06-10,7.820000171661377
2009-06-11,7.980000019073486
2009-06-12,7.880000114440918
2009-06-15,7.539999961853027
2009-06-16,7.519999980926514
2009-06-17,6.960000038146973
2009-06-18,7.309999942779541
2009-06-19,7.369999885559082
2009-06-22,6.670000076293945
2009-06-23,6.5
2009-06-24,6.460000038146973
2009-06-25,6.829999923706055
2009-06-26,6.829999923706055
2009-06-29,6.699999809265137
2009-06-30,6.489999771118164
2009-07-01,6.570000171661377
2009-07-02,6.409999847412109
2009-07-06,6.300000190734863
2009-07-07,6.260000228881836
2009-07-08,6.090000152587891
2009-07-09,6.019999980926514
2009-07-10,5.800000190734863
2009-07-13,6.170000076293945
2009-07-14,6.119999885559082
2009-07-15,6.440000057220459
2009-07-16,7.389999866485596
2009-07-17,6.989999771118164
2009-07-20,6.71999979019165
2009-07-21,6.710000038146973
2009-07-22,6.630000114440918
2009-07-23,6.769999980926514
2009-07-24,6.880000114440918
2009-07-27,7.650000095367432
2009-07-28,7.849999904632568
2009-07-29,7.960000038146973
2009-07-30,8.550000190734863
2009-07-31,8.84000015258789
2009-08-03,9.300000190734863
2009-08-04,9.760000228881836
2009-08-05,10.25
2009-08-06,9.960000038146973
2009-08-07,10.670000076293945
2009-08-10,10.920000076293945
2009-08-11,10.239999771118164
2009-08-12,10.359999656677246
2009-08-13,10.470000267028809
2009-08-14,10.100000381469727
2009-08-17,9.420000076293945
2009-08-18,9.770000457763672
2009-08-19,10.0600004196167
2009-08-20,9.970000267028809
2009-08-21,10.100000381469727
2009-08-24,9.789999961853027
2009-08-25,9.770000457763672
2009-08-26,9.800000190734863
2009-08-27,9.609999656677246
2009-08-28,9.489999771118164
2009-08-31,9.210000038146973
2009-09-01,8.65999984741211
2009-09-02,8.510000228881836
2009-09-03,8.630000114440918
2009-09-04,8.8100004196167
2009-09-08,8.979999542236328
2009-09-09,9.199999809265137
2009-09-10,9.130000114440918
2009-09-11,9.25
2009-09-14,9.210000038146973
2009-09-15,9.0
2009-09-16,9.4399995803833
2009-09-17,9.130000114440918
2009-09-18,9.100000381469727
2009-09-21,8.869999885559082
2009-09-22,9.109999656677246
2009-09-23,8.859999656677246
2009-09-24,8.470000267028809
2009-09-25,8.300000190734863
2009-09-28,8.6899995803833
2009-09-29,8.510000228881836
2009-09-30,8.300000190734863
2009-10-01,8.239999771118164
2009-10-02,9.0600004196167
2009-10-05,8.989999771118164
2009-10-06,8.9399995803833
2009-10-07,9.0
2009-10-08,9.0600004196167
2009-10-09,9.069999694824219
2009-10-12,9.0
2009-10-13,9.130000114440918
2009-10-14,9.760000228881836
2009-10-15,9.470000267028809
2009-10-16,9.029999732971191
2009-10-19,9.020000457763672
2009-10-20,8.720000267028809
2009-10-21,8.359999656677246
2009-10-22,9.960000038146973
2009-10-23,9.520000457763672
2009-10-26,9.369999885559082
2009-10-27,9.800000190734863
2009-10-28,9.569999694824219
2009-10-29,9.859999656677246
2009-10-30,9.029999732971191
2009-11-02,8.550000190734863
2009-11-03,8.920000076293945
2009-11-04,8.359999656677246
2009-11-05,8.390000343322754
2009-11-06,8.649999618530273
2009-11-09,13.40999984741211
2009-11-10,13.140000343322754
2009-11-11,13.460000038146973
2009-11-12,13.300000190734863
2009-11-13,13.470000267028809
2009-11-16,14.09000015258789
2009-11-17,14.40999984741211
2009-11-18,14.550000190734863
2009-11-19,14.079999923706055
2009-11-20,13.960000038146973
2009-11-23,14.449999809265137
2009-11-24,14.59000015258789
2009-11-25,14.40999984741211
2009-11-27,13.850000381469727
2009-11-30,14.59000015258789
2009-12-01,14.699999809265137
2009-12-02,14.899999618530273
2009-12-03,14.5
2009-12-04,14.829999923706055
2009-12-07,14.65999984741211
2009-12-08,14.680000305175781
2009-12-09,14.380000114440918
2009-12-10,14.0600004196167
2009-12-11,14.3100004196167
2009-12-14,15.0600004196167
2009-12-15,15.079999923706055
2009-12-16,15.180000305175781
2009-12-17,14.729999542236328
2009-12-18,16.360000610351562
2009-12-21,16.90999984741211
2009-12-22,17.030000686645508
2009-12-23,16.850000381469727
2009-12-24,17.190000534057617
2009-12-28,16.760000228881836
2009-12-29,16.25
2009-12-30,16.149999618530273
2009-12-31,15.800000190734863
2010-01-04,16.040000915527344
2010-01-05,15.789999961853027
2010-01-06,16.059999465942383
2010-01-07,16.850000381469727
2010-01-08,16.3799991607666
2010-01-11,15.710000038146973
2010-01-12,15.489999771118164
2010-01-13,15.960000038146973
2010-01-14,16.579999923706055
2010-01-15,16.239999771118164
2010-01-19,16.809999465942383
2010-01-20,16.649999618530273
2010-01-21,17.25
2010-01-22,17.40999984741211
2010-01-25,17.43000030517578
2010-01-26,17.18000030517578
2010-01-27,18.0
2010-01-28,16.790000915527344
2010-01-29,16.43000030517578
2010-02-01,16.579999923706055
2010-02-02,16.489999771118164
2010-02-03,16.170000076293945
2010-02-04,15.1899995803833
2010-02-05,15.359999656677246
2010-02-08,15.199999809265137
2010-02-09,15.539999961853027
2010-02-10,15.520000457763672
2010-02-11,15.949999809265137
2010-02-12,15.4399995803833
2010-02-16,15.609999656677246
2010-02-17,15.710000038146973
2010-02-18,16.209999084472656
2010-02-19,16.540000915527344
2010-02-22,16.860000610351562
2010-02-23,16.31999969482422
2010-02-24,17.059999465942383
2010-02-25,17.3700008392334
2010-02-26,17.520000457763672
2010-03-01,17.290000915527344
2010-03-02,17.579999923706055
2010-03-03,17.489999771118164
2010-03-04,17.68000030517578
2010-03-05,18.670000076293945
2010-03-08,18.290000915527344
2010-03-09,18.329999923706055
2010-03-10,19.25
2010-03-11,18.030000686645508
2010-03-12,17.639999389648438
2010-03-15,17.420000076293945
2010-03-16,17.729999542236328
2010-03-17,17.799999237060547
2010-03-18,18.040000915527344
2010-03-19,18.100000381469727
2010-03-22,18.450000762939453
2010-03-23,18.389999389648438
2010-03-24,18.3799991607666
2010-03-25,18.059999465942383
2010-03-26,18.09000015258789
2010-03-29,17.989999771118164
2010-03-30,17.770000457763672
2010-03-31,17.420000076293945
2010-04-01,17.770000457763672
2010-04-05,17.8700008392334
2010-04-06,18.200000762939453
2010-04-07,18.100000381469727
2010-04-08,18.209999084472656
2010-04-09,18.440000534057617
2010-04-12,18.43000030517578
2010-04-13,18.450000762939453
2010-04-14,19.040000915527344
2010-04-15,18.979999542236328
2010-04-16,18.290000915527344
2010-04-19,17.940000534057617
2010-04-20,18.25
2010-04-21,18.889999389648438
2010-04-22,20.1200008392334
2010-04-23,20.149999618530273
2010-04-26,19.780000686645508
2010-04-27,19.3799991607666
2010-04-28,19.90999984741211
2010-04-29,19.860000610351562
2010-04-30,19.610000610351562
2010-05-03,19.719999313354492
2010-05-04,18.979999542236328
2010-05-05,19.170000076293945
2010-05-06,17.700000762939453
2010-05-07,16.700000762939453
2010-05-10,17.579999923706055
2010-05-11,17.690000534057617
2010-05-12,18.760000228881836
2010-05-13,18.34000015258789
2010-05-14,18.15999984741211
2010-05-17,17.989999771118164
2010-05-18,17.110000610351562
2010-05-19,17.049999237060547
2010-05-20,15.979999542236328
2010-05-21,16.530000686645508
2010-05-24,16.18000030517578
2010-05-25,16.190000534057617
2010-05-26,16.610000610351562
2010-05-27,17.489999771118164
2010-05-28,17.0
2010-06-01,16.260000228881836
2010-06-02,16.81999969482422
2010-06-03,16.700000762939453
2010-06-04,15.470000267028809
2010-06-07,15.100000381469727
2010-06-08,15.289999961853027
2010-06-09,14.979999542236328
2010-06-10,15.859999656677246
2010-06-11,15.609999656677246
2010-06-14,16.670000076293945
2010-06-15,17.0
2010-06-16,16.479999542236328
2010-06-17,16.56999969482422
2010-06-18,16.649999618530273
2010-06-21,16.799999237060547
2010-06-22,16.459999084472656
2010-06-23,16.299999237060547
2010-06-24,15.819999694824219
2010-06-25,15.920000076293945
2010-06-28,16.15999984741211
2010-06-29,15.260000228881836
2010-06-30,15.25
2010-07-01,15.600000381469727
2010-07-02,15.520000457763672
2010-07-06,16.040000915527344
2010-07-07,16.829999923706055
2010-07-08,17.149999618530273
2010-07-09,17.3799991607666
2010-07-12,17.059999465942383
2010-07-13,17.940000534057617
2010-07-14,17.809999465942383
2010-07-15,17.719999313354492
2010-07-16,16.700000762939453
2010-07-19,16.65999984741211
2010-07-20,16.8700008392334
2010-07-21,16.5
2010-07-22,17.18000030517578
2010-07-23,17.34000015258789
2010-07-26,17.770000457763672
2010-07-27,17.709999084472656
2010-07-28,15.739999771118164
2010-07-29,15.699999809265137
2010-07-30,15.59000015258789
2010-08-02,16.200000762939453
2010-08-03,16.190000534057617
2010-08-04,16.309999465942383
2010-08-05,16.31999969482422
2010-08-06,16.229999542236328
2010-08-09,16.649999618530273
2010-08-10,16.760000228881836
2010-08-11,16.260000228881836
2010-08-12,16.110000610351562
2010-08-13,16.190000534057617
2010-08-16,16.059999465942383
2010-08-17,16.149999618530273
2010-08-18,16.149999618530273
2010-08-19,15.829999923706055
2010-08-20,15.609999656677246
2010-08-23,14.9399995803833
2010-08-24,14.989999771118164
2010-08-25,14.569999694824219
2010-08-26,14.220000267028809
2010-08-27,15.050000190734863
2010-08-30,14.34000015258789
2010-08-31,14.630000114440918
2010-09-01,15.289999961853027
2010-09-02,15.640000343322754
2010-09-03,16.200000762939453
2010-09-07,15.670000076293945
2010-09-08,15.800000190734863
2010-09-09,16.229999542236328
2010-09-10,16.309999465942383
2010-09-13,16.719999313354492
2010-09-14,16.670000076293945
2010-09-15,16.489999771118164
2010-09-16,16.299999237060547
2010-09-17,16.549999237060547
2010-09-20,17.0
2010-09-21,16.690000534057617
2010-09-22,16.260000228881836
2010-09-23,16.190000534057617
2010-09-24,16.489999771118164
2010-09-27,16.190000534057617
2010-09-28,16.229999542236328
2010-09-29,15.960000038146973
2010-09-30,16.280000686645508
2010-10-01,16.040000915527344
2010-10-04,16.170000076293945
2010-10-05,16.709999084472656
2010-10-06,16.489999771118164
2010-10-07,16.809999465942383
2010-10-08,16.829999923706055
2010-10-11,16.790000915527344
2010-10-12,16.8799991607666
2010-10-13,16.950000762939453
2010-10-14,16.690000534057617
2010-10-15,16.540000915527344
2010-10-18,16.760000228881836
2010-10-19,16.59000015258789
2010-10-20,16.790000915527344
2010-10-21,16.600000381469727
2010-10-22,16.950000762939453
2010-10-25,16.850000381469727
2010-10-26,17.690000534057617
2010-10-27,17.809999465942383
2010-10-28,17.34000015258789
2010-10-29,17.6299991607666
2010-11-01,17.5
2010-11-02,17.6200008392334
2010-11-03,18.219999313354492
2010-11-04,18.549999237060547
2010-11-05,18.81999969482422
2010-11-08,18.760000228881836
