,CARV
2008-12-16,89.8499984741211
2008-12-17,89.8499984741211
2008-12-18,89.8499984741211
2008-12-19,97.5
2008-12-22,86.55000305175781
2008-12-23,84.0
2008-12-24,82.5
2008-12-26,93.75
2008-12-29,93.44999694824219
2008-12-30,76.5
2008-12-31,75.0
2009-01-02,78.0
2009-01-05,77.0999984741211
2009-01-06,76.19999694824219
2009-01-07,73.6500015258789
2009-01-08,69.30000305175781
2009-01-09,69.9000015258789
2009-01-12,69.75
2009-01-13,66.5999984741211
2009-01-14,69.75
2009-01-15,68.69999694824219
2009-01-16,66.1500015258789
2009-01-20,78.30000305175781
2009-01-21,71.25
2009-01-22,75.5999984741211
2009-01-23,75.0
2009-01-26,75.0
2009-01-27,71.69999694824219
2009-01-28,74.25
2009-01-29,69.1500015258789
2009-01-30,76.5
2009-02-02,78.9000015258789
2009-02-03,77.0999984741211
2009-02-04,85.94999694824219
2009-02-05,82.5
2009-02-06,78.75
2009-02-09,78.75
2009-02-10,75.1500015258789
2009-02-11,83.8499984741211
2009-02-12,89.69999694824219
2009-02-13,66.75
2009-02-17,79.3499984741211
2009-02-18,86.8499984741211
2009-02-19,86.8499984741211
2009-02-20,85.05000305175781
2009-02-23,63.75
2009-02-24,67.5
2009-02-25,60.0
2009-02-26,60.0
2009-02-27,60.0
2009-03-02,45.0
2009-03-03,45.0
2009-03-04,48.75
2009-03-05,39.75
2009-03-06,31.5
2009-03-09,24.75
2009-03-10,25.649999618530273
2009-03-11,26.700000762939453
2009-03-12,30.0
2009-03-13,44.70000076293945
2009-03-16,49.5
2009-03-17,50.25
2009-03-18,52.5
2009-03-19,58.349998474121094
2009-03-20,47.849998474121094
2009-03-23,42.0
2009-03-24,47.70000076293945
2009-03-25,48.29999923706055
2009-03-26,45.29999923706055
2009-03-27,51.599998474121094
2009-03-30,45.0
2009-03-31,51.150001525878906
2009-04-01,52.04999923706055
2009-04-02,44.099998474121094
2009-04-03,59.25
2009-04-06,51.45000076293945
2009-04-07,65.25
2009-04-08,53.25
2009-04-09,60.150001525878906
2009-04-13,89.0999984741211
2009-04-14,90.1500015258789
2009-04-15,82.5
2009-04-16,82.5
2009-04-17,82.5
2009-04-20,68.25
2009-04-21,92.8499984741211
2009-04-22,93.75
2009-04-23,87.75
2009-04-24,90.0
2009-04-27,90.0
2009-04-28,90.0
2009-04-29,88.5
2009-04-30,90.0
2009-05-01,90.1500015258789
2009-05-04,86.8499984741211
2009-05-05,89.8499984741211
2009-05-06,91.5
2009-05-07,81.5999984741211
2009-05-08,90.0
2009-05-11,90.0
2009-05-12,90.0
2009-05-13,90.0
2009-05-14,90.0
2009-05-15,90.0
2009-05-18,90.0
2009-05-19,90.0
2009-05-20,90.0
2009-05-21,90.0
2009-05-22,84.1500015258789
2009-05-26,84.1500015258789
2009-05-27,77.69999694824219
2009-05-28,92.25
2009-05-29,79.3499984741211
2009-06-01,79.3499984741211
2009-06-02,79.3499984741211
2009-06-03,78.75
2009-06-04,78.75
2009-06-05,78.75
2009-06-08,78.75
2009-06-09,74.8499984741211
2009-06-10,67.5
2009-06-11,69.30000305175781
2009-06-12,78.75
2009-06-15,75.0
2009-06-16,89.4000015258789
2009-06-17,89.4000015258789
2009-06-18,93.0
2009-06-19,78.75
2009-06-22,78.75
2009-06-23,78.75
2009-06-24,78.75
2009-06-25,78.75
2009-06-26,78.75
2009-06-29,78.75
2009-06-30,78.75
2009-07-01,90.75
2009-07-02,90.75
2009-07-06,90.75
2009-07-07,75.9000015258789
2009-07-08,75.75
2009-07-09,75.75
2009-07-10,75.75
2009-07-13,78.75
2009-07-14,103.3499984741211
2009-07-15,92.4000015258789
2009-07-16,75.1500015258789
2009-07-17,90.0
2009-07-20,90.0
2009-07-21,84.75
2009-07-22,91.5
2009-07-23,93.0
2009-07-24,93.0
2009-07-27,90.0
2009-07-28,89.69999694824219
2009-07-29,89.69999694824219
2009-07-30,89.69999694824219
2009-07-31,90.0
2009-08-03,90.0
2009-08-04,84.9000015258789
2009-08-05,75.5999984741211
2009-08-06,75.5999984741211
2009-08-07,84.5999984741211
2009-08-10,79.5
2009-08-11,79.5
2009-08-12,79.5
2009-08-13,79.5
2009-08-14,79.5
2009-08-17,78.30000305175781
2009-08-18,79.5
2009-08-19,85.5
2009-08-20,90.0
2009-08-21,90.0
2009-08-24,90.0
2009-08-25,90.0
2009-08-26,104.0999984741211
2009-08-27,87.1500015258789
2009-08-28,87.1500015258789
2009-08-31,90.0
2009-09-01,104.69999694824219
2009-09-02,86.69999694824219
2009-09-03,98.25
2009-09-04,98.25
2009-09-08,104.8499984741211
2009-09-09,97.3499984741211
2009-09-10,97.3499984741211
2009-09-11,93.75
2009-09-14,97.5
2009-09-15,113.8499984741211
2009-09-16,97.6500015258789
2009-09-17,97.6500015258789
2009-09-18,97.05000305175781
2009-09-21,97.05000305175781
2009-09-22,96.75
2009-09-23,93.75
2009-09-24,93.75
2009-09-25,97.5
2009-09-28,97.5
2009-09-29,92.25
2009-09-30,92.25
2009-10-01,92.25
2009-10-02,90.1500015258789
2009-10-05,90.1500015258789
2009-10-06,90.0
2009-10-07,90.1500015258789
2009-10-08,90.1500015258789
2009-10-09,90.1500015258789
2009-10-12,90.1500015258789
2009-10-13,90.0
2009-10-14,90.0
2009-10-15,90.0
2009-10-16,91.5
2009-10-19,93.1500015258789
2009-10-20,94.5
2009-10-21,101.8499984741211
2009-10-22,101.8499984741211
2009-10-23,93.44999694824219
2009-10-26,93.44999694824219
2009-10-27,103.5
2009-10-28,103.5
2009-10-29,99.75
2009-10-30,109.5
2009-11-02,92.55000305175781
2009-11-03,92.55000305175781
2009-11-04,92.55000305175781
2009-11-05,92.55000305175781
2009-11-06,100.94999694824219
2009-11-09,105.0
2009-11-10,94.6500015258789
2009-11-11,94.19999694824219
2009-11-12,94.19999694824219
2009-11-13,102.75
2009-11-16,111.1500015258789
2009-11-17,113.8499984741211
2009-11-18,125.25
2009-11-19,120.44999694824219
2009-11-20,120.1500015258789
2009-11-23,120.1500015258789
2009-11-24,120.1500015258789
2009-11-25,120.1500015258789
2009-11-27,120.1500015258789
2009-11-30,120.1500015258789
2009-12-01,113.4000015258789
2009-12-02,113.4000015258789
2009-12-03,113.4000015258789
2009-12-04,112.5
2009-12-07,120.0
2009-12-08,120.0
2009-12-09,127.5
2009-12-10,121.5
2009-12-11,115.6500015258789
2009-12-14,128.5500030517578
2009-12-15,133.8000030517578
2009-12-16,127.6500015258789
2009-12-17,126.75
2009-12-18,128.5500030517578
2009-12-21,128.5500030517578
2009-12-22,128.5500030517578
2009-12-23,114.75
2009-12-24,106.80000305175781
2009-12-28,120.0
2009-12-29,131.39999389648438
2009-12-30,135.3000030517578
2009-12-31,135.75
2010-01-04,128.10000610351562
2010-01-05,115.6500015258789
2010-01-06,112.05000305175781
2010-01-07,111.1500015258789
2010-01-08,110.25
2010-01-11,108.9000015258789
2010-01-12,116.25
2010-01-13,114.75
2010-01-14,118.5
2010-01-15,112.5
2010-01-19,112.5
2010-01-20,112.5
2010-01-21,117.75
2010-01-22,115.5
2010-01-25,111.75
2010-01-26,114.75
2010-01-27,113.8499984741211
2010-01-28,119.4000015258789
2010-01-29,108.1500015258789
2010-02-01,111.75
2010-02-02,106.5
2010-02-03,106.5
2010-02-04,113.8499984741211
2010-02-05,115.6500015258789
2010-02-08,109.94999694824219
2010-02-09,106.19999694824219
2010-02-10,112.19999694824219
2010-02-11,120.75
2010-02-12,115.5
2010-02-16,115.5
2010-02-17,113.0999984741211
2010-02-18,117.1500015258789
2010-02-19,122.55000305175781
2010-02-22,120.1500015258789
2010-02-23,120.1500015258789
2010-02-24,120.1500015258789
2010-02-25,121.5
2010-02-26,121.5
2010-03-01,130.9499969482422
2010-03-02,129.60000610351562
2010-03-03,128.85000610351562
2010-03-04,120.0
2010-03-05,113.8499984741211
2010-03-08,113.8499984741211
2010-03-09,113.25
2010-03-10,120.0
2010-03-11,120.0
2010-03-12,120.0
2010-03-15,120.0
2010-03-16,114.0
2010-03-17,114.0
2010-03-18,114.0
2010-03-19,114.0
2010-03-22,114.0
2010-03-23,114.0
2010-03-24,114.0
2010-03-25,114.0
2010-03-26,114.0
2010-03-29,114.0
2010-03-30,123.75
2010-03-31,131.25
2010-04-01,130.5
2010-04-05,130.5
2010-04-06,130.5
2010-04-07,120.0
2010-04-08,120.75
2010-04-09,120.75
2010-04-12,120.75
2010-04-13,120.75
2010-04-14,127.3499984741211
2010-04-15,127.3499984741211
2010-04-16,128.5500030517578
2010-04-19,128.5500030517578
2010-04-20,128.5500030517578
2010-04-21,128.6999969482422
2010-04-22,130.5
2010-04-23,130.5
2010-04-26,135.75
2010-04-27,135.75
2010-04-28,135.75
2010-04-29,132.75
2010-04-30,123.9000015258789
2010-05-03,123.9000015258789
2010-05-04,123.9000015258789
2010-05-05,130.5
2010-05-06,124.5
2010-05-07,133.8000030517578
2010-05-10,133.8000030517578
2010-05-11,133.8000030517578
2010-05-12,133.8000030517578
2010-05-13,133.8000030517578
2010-05-14,133.8000030517578
2010-05-17,128.25
2010-05-18,132.75
2010-05-19,132.75
2010-05-20,132.75
2010-05-21,97.6500015258789
2010-05-24,121.5
2010-05-25,121.3499984741211
2010-05-26,121.3499984741211
2010-05-27,120.0
2010-05-28,120.0
2010-06-01,115.5
2010-06-02,114.0
2010-06-03,114.0
2010-06-04,114.0
2010-06-07,112.5
2010-06-08,112.5
2010-06-09,105.75
2010-06-10,107.25
2010-06-11,107.25
2010-06-14,107.25
2010-06-15,120.1500015258789
2010-06-16,120.1500015258789
2010-06-17,120.1500015258789
2010-06-18,120.1500015258789
2010-06-21,120.1500015258789
2010-06-22,120.1500015258789
2010-06-23,120.1500015258789
2010-06-24,120.1500015258789
2010-06-25,120.1500015258789
2010-06-28,120.1500015258789
2010-06-29,120.1500015258789
2010-06-30,120.1500015258789
2010-07-01,102.44999694824219
2010-07-02,102.44999694824219
2010-07-06,102.44999694824219
2010-07-07,102.44999694824219
2010-07-08,102.44999694824219
2010-07-09,102.44999694824219
2010-07-12,102.44999694824219
2010-07-13,105.0
2010-07-14,105.0
2010-07-15,105.0
2010-07-16,101.25
2010-07-19,101.25
2010-07-20,101.25
2010-07-21,101.25
2010-07-22,91.05000305175781
2010-07-23,100.94999694824219
2010-07-26,101.0999984741211
2010-07-27,101.0999984741211
2010-07-28,101.0999984741211
2010-07-29,97.5
2010-07-30,97.5
2010-08-02,91.5
2010-08-03,92.25
2010-08-04,92.25
2010-08-05,91.80000305175781
2010-08-06,91.80000305175781
2010-08-09,100.3499984741211
2010-08-10,101.0999984741211
2010-08-11,97.5
2010-08-12,97.5
2010-08-13,97.5
2010-08-16,97.5
2010-08-17,97.5
2010-08-18,84.44999694824219
2010-08-19,84.44999694824219
2010-08-20,80.0999984741211
2010-08-23,78.1500015258789
2010-08-24,78.1500015258789
2010-08-25,63.75
2010-08-26,72.44999694824219
2010-08-27,72.44999694824219
2010-08-30,72.30000305175781
2010-08-31,70.94999694824219
2010-09-01,63.45000076293945
2010-09-02,55.650001525878906
2010-09-03,56.25
2010-09-07,52.20000076293945
2010-09-08,51.45000076293945
2010-09-09,51.45000076293945
2010-09-10,46.650001525878906
2010-09-13,55.95000076293945
2010-09-14,51.599998474121094
2010-09-15,46.04999923706055
2010-09-16,56.25
2010-09-17,50.70000076293945
2010-09-20,50.70000076293945
2010-09-21,53.400001525878906
2010-09-22,51.75
2010-09-23,51.75
2010-09-24,51.75
2010-09-27,51.75
2010-09-28,51.29999923706055
2010-09-29,46.20000076293945
2010-09-30,45.29999923706055
2010-10-01,50.099998474121094
2010-10-04,48.0
2010-10-05,48.0
2010-10-06,48.0
2010-10-07,48.0
2010-10-08,48.0
2010-10-11,48.0
2010-10-12,48.75
2010-10-13,51.0
2010-10-14,51.0
2010-10-15,46.650001525878906
2010-10-18,46.650001525878906
2010-10-19,46.20000076293945
2010-10-20,44.25
2010-10-21,48.0
2010-10-22,44.849998474121094
2010-10-25,42.599998474121094
2010-10-26,39.599998474121094
2010-10-27,39.599998474121094
2010-10-28,37.5
2010-10-29,34.5
2010-11-01,33.0
2010-11-02,30.299999237060547
2010-11-03,23.850000381469727
2010-11-04,29.850000381469727
2010-11-05,49.04999923706055
2010-11-08,82.3499984741211
2010-11-09,71.8499984741211
2010-11-10,59.54999923706055
2010-11-11,52.5
2010-11-12,51.0
2010-11-15,49.95000076293945
2010-11-16,42.45000076293945
2010-11-17,37.04999923706055
2010-11-18,33.599998474121094
2010-11-19,33.599998474121094
2010-11-22,32.25
2010-11-23,33.75
2010-11-24,33.75
2010-11-26,33.75
2010-11-29,33.0
2010-11-30,30.0
2010-12-01,31.5
2010-12-02,30.75
2010-12-03,31.200000762939453
2010-12-06,31.5
2010-12-07,30.0
2010-12-08,28.950000762939453
2010-12-09,29.25
2010-12-10,28.5
2010-12-13,29.549999237060547
2010-12-14,29.25
2010-12-15,29.25
2010-12-16,27.0
2010-12-17,26.700000762939453
2010-12-20,27.75
2010-12-21,28.5
2010-12-22,25.5
2010-12-23,27.149999618530273
2010-12-27,27.0
2010-12-28,24.899999618530273
2010-12-29,25.5
2010-12-30,24.600000381469727
2010-12-31,28.649999618530273
2011-01-03,27.899999618530273
2011-01-04,28.350000381469727
2011-01-05,30.75
2011-01-06,36.45000076293945
2011-01-07,41.70000076293945
2011-01-10,39.75
2011-01-11,38.400001525878906
2011-01-12,33.29999923706055
2011-01-13,37.20000076293945
2011-01-14,39.0
2011-01-18,40.95000076293945
2011-01-19,39.0
2011-01-20,35.54999923706055
2011-01-21,40.5
2011-01-24,37.650001525878906
2011-01-25,34.5
2011-01-26,37.20000076293945
2011-01-27,35.25
2011-01-28,32.54999923706055
2011-01-31,32.25
2011-02-01,32.54999923706055
2011-02-02,32.54999923706055
2011-02-03,33.0
2011-02-04,30.600000381469727
2011-02-07,29.850000381469727
2011-02-08,31.5
2011-02-09,31.950000762939453
2011-02-10,26.25
2011-02-11,25.350000381469727
2011-02-14,25.350000381469727
2011-02-15,25.649999618530273
2011-02-16,23.399999618530273
2011-02-17,20.25
2011-02-18,19.5
2011-02-22,19.350000381469727
2011-02-23,19.350000381469727
2011-02-24,18.149999618530273
2011-02-25,17.549999237060547
2011-02-28,17.25
2011-03-01,16.200000762939453
2011-03-02,15.600000381469727
2011-03-03,15.0
2011-03-04,15.0
2011-03-07,13.649999618530273
2011-03-08,13.800000190734863
2011-03-09,12.449999809265137
2011-03-10,12.0
2011-03-11,10.350000381469727
2011-03-14,10.649999618530273
2011-03-15,9.899999618530273
2011-03-16,10.5
2011-03-17,11.25
2011-03-18,13.199999809265137
2011-03-21,12.300000190734863
2011-03-22,13.350000381469727
2011-03-23,12.600000381469727
2011-03-24,13.350000381469727
2011-03-25,12.899999618530273
2011-03-28,12.75
2011-03-29,12.300000190734863
2011-03-30,13.5
2011-03-31,13.5
2011-04-01,12.300000190734863
2011-04-04,10.5
2011-04-05,10.5
2011-04-06,10.350000381469727
2011-04-07,12.149999618530273
2011-04-08,11.550000190734863
2011-04-11,10.199999809265137
2011-04-12,9.600000381469727
2011-04-13,9.149999618530273
2011-04-14,7.800000190734863
2011-04-15,7.800000190734863
2011-04-18,9.300000190734863
2011-04-19,9.600000381469727
2011-04-20,9.0
2011-04-21,8.850000381469727
2011-04-25,8.550000190734863
2011-04-26,8.100000381469727
2011-04-27,7.5
2011-04-28,5.849999904632568
2011-04-29,8.25
2011-05-02,8.399999618530273
2011-05-03,7.800000190734863
2011-05-04,7.5
2011-05-05,8.100000381469727
2011-05-06,8.550000190734863
2011-05-09,8.699999809265137
2011-05-10,8.399999618530273
2011-05-11,8.550000190734863
2011-05-12,6.900000095367432
2011-05-13,7.5
2011-05-16,7.349999904632568
2011-05-17,7.199999809265137
2011-05-18,7.199999809265137
2011-05-19,7.800000190734863
2011-05-20,7.800000190734863
2011-05-23,8.399999618530273
2011-05-24,8.550000190734863
2011-05-25,8.550000190734863
2011-05-26,8.550000190734863
2011-05-27,8.850000381469727
2011-05-31,8.850000381469727
2011-06-01,9.300000190734863
2011-06-02,8.699999809265137
2011-06-03,8.550000190734863
2011-06-06,8.25
2011-06-07,8.25
2011-06-08,7.800000190734863
2011-06-09,8.25
2011-06-10,8.25
2011-06-13,7.949999809265137
2011-06-14,8.25
2011-06-15,8.25
2011-06-16,7.949999809265137
2011-06-17,8.399999618530273
2011-06-20,8.100000381469727
2011-06-21,7.5
2011-06-22,7.5
2011-06-23,7.650000095367432
2011-06-24,8.25
2011-06-27,8.100000381469727
2011-06-28,8.399999618530273
2011-06-29,8.25
2011-06-30,12.0
2011-07-01,13.050000190734863
2011-07-05,12.75
2011-07-06,12.600000381469727
2011-07-07,12.449999809265137
2011-07-08,13.199999809265137
2011-07-11,14.699999809265137
2011-07-12,16.799999237060547
2011-07-13,16.649999618530273
2011-07-14,16.799999237060547
2011-07-15,15.600000381469727
2011-07-18,14.100000381469727
2011-07-19,11.550000190734863
2011-07-20,13.5
2011-07-21,12.449999809265137
2011-07-22,12.600000381469727
2011-07-25,12.149999618530273
2011-07-26,10.5
2011-07-27,10.050000190734863
2011-07-28,9.0
2011-07-29,8.399999618530273
2011-08-01,10.800000190734863
2011-08-02,10.050000190734863
2011-08-03,9.300000190734863
2011-08-04,9.449999809265137
2011-08-05,11.100000381469727
2011-08-08,10.5
2011-08-09,8.25
2011-08-10,11.100000381469727
2011-08-11,10.050000190734863
2011-08-12,10.350000381469727
2011-08-15,11.100000381469727
2011-08-16,10.800000190734863
2011-08-17,9.899999618530273
2011-08-18,10.350000381469727
2011-08-19,9.75
2011-08-22,9.149999618530273
2011-08-23,9.449999809265137
2011-08-24,9.75
2011-08-25,9.75
2011-08-26,9.75
2011-08-29,9.75
2011-08-30,9.75
2011-08-31,9.899999618530273
2011-09-01,9.899999618530273
2011-09-02,10.350000381469727
2011-09-06,9.899999618530273
2011-09-07,10.5
2011-09-08,10.5
2011-09-09,10.5
2011-09-12,10.5
2011-09-13,9.899999618530273
2011-09-14,9.75
2011-09-15,9.75
2011-09-16,9.449999809265137
2011-09-19,9.449999809265137
2011-09-20,9.449999809265137
2011-09-21,9.449999809265137
2011-09-22,10.199999809265137
2011-09-23,9.300000190734863
2011-09-26,9.0
2011-09-27,6.449999809265137
2011-09-28,7.050000190734863
2011-09-29,7.949999809265137
2011-09-30,6.150000095367432
2011-10-03,5.699999809265137
2011-10-04,5.25
2011-10-05,5.550000190734863
2011-10-06,6.75
2011-10-07,5.550000190734863
2011-10-10,5.550000190734863
2011-10-11,6.599999904632568
2011-10-12,8.25
2011-10-13,7.5
2011-10-14,7.5
2011-10-17,8.25
2011-10-18,8.699999809265137
2011-10-19,7.949999809265137
2011-10-20,6.0
2011-10-21,7.349999904632568
2011-10-24,6.0
2011-10-25,6.0
2011-10-26,7.5
2011-10-27,8.699999809265137
2011-10-28,7.949999809265137
2011-10-31,6.0
2011-11-01,5.949999809265137
2011-11-02,5.949999809265137
2011-11-03,5.949999809265137
2011-11-04,4.300000190734863
2011-11-07,4.300000190734863
2011-11-08,4.300000190734863
2011-11-09,4.300000190734863
2011-11-10,4.300000190734863
2011-11-11,4.300000190734863
2011-11-14,4.300000190734863
2011-11-15,4.300000190734863
2011-11-16,3.9600000381469727
2011-11-17,3.619999885559082
2011-11-18,2.990000009536743
2011-11-21,2.990000009536743
2011-11-22,2.990000009536743
2011-11-23,2.799999952316284
2011-11-25,2.799999952316284
2011-11-28,2.799999952316284
2011-11-29,1.5
2011-11-30,6.099999904632568
2011-12-01,12.550000190734863
2011-12-02,13.8100004196167
2011-12-05,10.800000190734863
2011-12-06,10.010000228881836
2011-12-07,11.5
2011-12-08,11.710000038146973
2011-12-09,12.539999961853027
2011-12-12,12.470000267028809
2011-12-13,11.5
2011-12-14,11.050000190734863
2011-12-15,11.0
2011-12-16,11.050000190734863
2011-12-19,10.819999694824219
2011-12-20,10.300000190734863
2011-12-21,10.09000015258789
2011-12-22,9.0
2011-12-23,9.15999984741211
2011-12-27,8.449999809265137
2011-12-28,8.149999618530273
2011-12-29,8.649999618530273
2011-12-30,8.289999961853027
2012-01-03,9.319999694824219
2012-01-04,8.520000457763672
2012-01-05,8.520000457763672
2012-01-06,9.510000228881836
2012-01-09,9.520000457763672
2012-01-10,8.170000076293945
2012-01-11,9.0
2012-01-12,9.640000343322754
2012-01-13,9.550000190734863
2012-01-17,10.0
2012-01-18,9.350000381469727
2012-01-19,8.850000381469727
2012-01-20,9.850000381469727
2012-01-23,9.970000267028809
2012-01-24,9.289999961853027
2012-01-25,9.289999961853027
2012-01-26,9.75
2012-01-27,9.199999809265137
2012-01-30,9.210000038146973
2012-01-31,9.420000076293945
2012-02-01,9.199999809265137
2012-02-02,9.210000038146973
2012-02-03,9.199999809265137
2012-02-06,8.630000114440918
2012-02-07,8.520000457763672
2012-02-08,8.829999923706055
2012-02-09,9.0
2012-02-10,8.609999656677246
2012-02-13,8.449999809265137
2012-02-14,8.039999961853027
2012-02-15,8.050000190734863
2012-02-16,8.0600004196167
2012-02-17,8.229999542236328
2012-02-21,7.159999847412109
2012-02-22,7.0
2012-02-23,7.0
2012-02-24,6.099999904632568
2012-02-27,6.099999904632568
2012-02-28,6.650000095367432
2012-02-29,6.130000114440918
2012-03-01,6.239999771118164
2012-03-02,6.269999980926514
2012-03-05,6.269999980926514
2012-03-06,6.179999828338623
2012-03-07,6.079999923706055
2012-03-08,5.489999771118164
2012-03-09,5.400000095367432
2012-03-12,5.400000095367432
2012-03-13,5.300000190734863
2012-03-14,6.0
2012-03-15,6.769999980926514
2012-03-16,8.0600004196167
2012-03-19,6.800000190734863
2012-03-20,7.25
2012-03-21,7.71999979019165
2012-03-22,7.71999979019165
2012-03-23,7.789999961853027
2012-03-26,8.199999809265137
2012-03-27,7.230000019073486
2012-03-28,6.800000190734863
2012-03-29,6.559999942779541
2012-03-30,7.5
2012-04-02,6.53000020980835
2012-04-03,6.53000020980835
2012-04-04,6.590000152587891
2012-04-05,6.090000152587891
2012-04-09,6.099999904632568
2012-04-10,5.010000228881836
2012-04-11,6.0
2012-04-12,5.670000076293945
2012-04-13,5.480000019073486
2012-04-16,5.079999923706055
2012-04-17,5.489999771118164
2012-04-18,5.0
2012-04-19,5.0
2012-04-20,5.0
2012-04-23,4.690000057220459
2012-04-24,5.059999942779541
2012-04-25,5.059999942779541
2012-04-26,4.849999904632568
2012-04-27,4.849999904632568
2012-04-30,4.849999904632568
2012-05-01,5.889999866485596
2012-05-02,5.889999866485596
2012-05-03,5.0
2012-05-04,4.989999771118164
2012-05-07,4.849999904632568
2012-05-08,4.880000114440918
2012-05-09,4.880000114440918
2012-05-10,4.75
2012-05-11,4.699999809265137
2012-05-14,4.5
2012-05-15,4.5
2012-05-16,3.819999933242798
2012-05-17,5.090000152587891
2012-05-18,4.949999809265137
2012-05-21,4.059999942779541
2012-05-22,3.6500000953674316
2012-05-23,3.5999999046325684
2012-05-24,4.010000228881836
2012-05-25,4.28000020980835
2012-05-29,4.28000020980835
2012-05-30,4.28000020980835
2012-05-31,4.460000038146973
2012-06-01,4.510000228881836
2012-06-04,4.510000228881836
2012-06-05,3.990000009536743
2012-06-06,4.090000152587891
2012-06-07,3.609999895095825
2012-06-08,3.609999895095825
2012-06-11,3.450000047683716
2012-06-12,3.450000047683716
2012-06-13,3.450000047683716
2012-06-14,3.380000114440918
2012-06-15,3.4100000858306885
2012-06-18,3.309999942779541
2012-06-19,3.309999942779541
2012-06-20,3.069999933242798
2012-06-21,3.0999999046325684
2012-06-22,3.109999895095825
2012-06-25,2.6500000953674316
2012-06-26,2.6500000953674316
2012-06-27,2.690000057220459
2012-06-28,2.6500000953674316
2012-06-29,2.6500000953674316
2012-07-02,3.0
2012-07-03,3.259999990463257
2012-07-05,2.690000057220459
2012-07-06,3.049999952316284
2012-07-09,2.759999990463257
2012-07-10,5.449999809265137
2012-07-11,8.0
2012-07-12,6.599999904632568
2012-07-13,7.25
2012-07-16,7.46999979019165
2012-07-17,7.190000057220459
2012-07-18,7.159999847412109
2012-07-19,7.5
2012-07-20,6.789999961853027
2012-07-23,7.019999980926514
2012-07-24,7.010000228881836
2012-07-25,6.159999847412109
2012-07-26,5.730000019073486
2012-07-27,5.139999866485596
2012-07-30,5.699999809265137
2012-07-31,5.699999809265137
2012-08-01,5.699999809265137
2012-08-02,5.010000228881836
2012-08-03,5.159999847412109
2012-08-06,5.159999847412109
2012-08-07,5.699999809265137
2012-08-08,5.869999885559082
2012-08-09,5.869999885559082
2012-08-10,5.869999885559082
2012-08-13,5.869999885559082
2012-08-14,4.400000095367432
2012-08-15,4.400000095367432
2012-08-16,4.349999904632568
2012-08-17,4.28000020980835
2012-08-20,4.25
2012-08-21,4.25
2012-08-22,4.070000171661377
2012-08-23,3.859999895095825
2012-08-24,3.799999952316284
2012-08-27,3.7200000286102295
2012-08-28,3.619999885559082
2012-08-29,4.269999980926514
2012-08-30,4.019999980926514
2012-08-31,4.019999980926514
2012-09-04,3.609999895095825
2012-09-05,3.930000066757202
2012-09-06,3.930000066757202
2012-09-07,3.6500000953674316
2012-09-10,3.9000000953674316
2012-09-11,3.700000047683716
2012-09-12,4.0
2012-09-13,4.0
2012-09-14,4.0
2012-09-17,4.0
2012-09-18,3.9200000762939453
2012-09-19,3.9200000762939453
2012-09-20,3.9200000762939453
2012-09-21,3.869999885559082
2012-09-24,3.759999990463257
2012-09-25,3.9000000953674316
2012-09-26,3.9000000953674316
2012-09-27,3.7899999618530273
2012-09-28,3.740000009536743
2012-10-01,3.9700000286102295
2012-10-02,3.9700000286102295
2012-10-03,3.9700000286102295
2012-10-04,3.9700000286102295
2012-10-05,3.9700000286102295
2012-10-08,3.619999885559082
2012-10-09,3.690000057220459
2012-10-10,3.690000057220459
2012-10-11,3.690000057220459
2012-10-12,3.690000057220459
2012-10-15,3.609999895095825
2012-10-16,3.609999895095825
2012-10-17,3.609999895095825
2012-10-18,3.7300000190734863
2012-10-19,3.7300000190734863
2012-10-22,3.75
2012-10-23,3.75
2012-10-24,3.4000000953674316
2012-10-25,3.4000000953674316
2012-10-26,3.440000057220459
2012-10-31,3.4000000953674316
2012-11-01,3.7100000381469727
2012-11-02,3.75
2012-11-05,3.75
2012-11-06,3.75
2012-11-07,3.75
2012-11-08,3.75
2012-11-09,3.0999999046325684
2012-11-12,3.0
2012-11-13,3.0999999046325684
2012-11-14,3.0999999046325684
2012-11-15,2.799999952316284
2012-11-16,2.799999952316284
2012-11-19,2.799999952316284
2012-11-20,2.869999885559082
2012-11-21,2.869999885559082
2012-11-23,2.869999885559082
2012-11-26,3.009999990463257
2012-11-27,3.0199999809265137
2012-11-28,4.75
2012-11-29,6.0
2012-11-30,5.820000171661377
2012-12-03,5.630000114440918
2012-12-04,5.050000190734863
2012-12-05,5.130000114440918
2012-12-06,4.809999942779541
2012-12-07,4.989999771118164
2012-12-10,5.260000228881836
2012-12-11,5.400000095367432
2012-12-12,5.199999809265137
2012-12-13,5.46999979019165
2012-12-14,5.190000057220459
2012-12-17,5.0
2012-12-18,5.0
2012-12-19,5.0
2012-12-20,4.489999771118164
2012-12-21,4.400000095367432
2012-12-24,4.400000095367432
2012-12-26,4.150000095367432
2012-12-27,4.150000095367432
2012-12-28,4.059999942779541
2012-12-31,4.230000019073486
2013-01-02,4.0
2013-01-03,4.0
2013-01-04,4.090000152587891
2013-01-07,4.059999942779541
2013-01-08,4.03000020980835
2013-01-09,4.03000020980835
2013-01-10,4.25
2013-01-11,4.25
2013-01-14,3.9100000858306885
2013-01-15,3.9100000858306885
2013-01-16,3.9100000858306885
2013-01-17,4.400000095367432
2013-01-18,4.260000228881836
2013-01-22,4.349999904632568
2013-01-23,4.130000114440918
2013-01-24,4.210000038146973
2013-01-25,4.28000020980835
