,BEEM
2019-07-01,4.989999771118164
2019-07-02,5.070000171661377
2019-07-03,4.940000057220459
2019-07-05,4.710000038146973
2019-07-08,4.96999979019165
2019-07-09,4.900000095367432
2019-07-10,5.079999923706055
2019-07-11,5.559999942779541
2019-07-12,5.75
2019-07-15,5.400000095367432
2019-07-16,5.949999809265137
2019-07-17,5.650000095367432
2019-07-18,5.559999942779541
2019-07-19,5.739999771118164
2019-07-22,5.800000190734863
2019-07-23,5.78000020980835
2019-07-24,5.945000171661377
2019-07-25,5.980000019073486
2019-07-26,6.0
2019-07-29,5.980000019073486
2019-07-30,6.144999980926514
2019-07-31,5.949999809265137
2019-08-01,5.710000038146973
2019-08-02,5.818999767303467
2019-08-05,5.980000019073486
2019-08-06,6.150000095367432
2019-08-07,6.0
2019-08-08,5.690000057220459
2019-08-09,5.940000057220459
2019-08-12,6.039999961853027
2019-08-13,5.739999771118164
2019-08-14,5.800000190734863
2019-08-15,5.579999923706055
2019-08-16,5.690000057220459
2019-08-19,5.579999923706055
2019-08-20,5.300000190734863
2019-08-21,4.559999942779541
2019-08-22,5.0
2019-08-23,4.966000080108643
2019-08-26,4.800000190734863
2019-08-27,4.960000038146973
2019-08-28,5.130000114440918
2019-08-29,4.800000190734863
2019-08-30,4.841000080108643
2019-09-03,4.755000114440918
2019-09-04,4.789999961853027
2019-09-05,5.0
2019-09-06,5.0
2019-09-09,5.0
2019-09-10,5.400000095367432
2019-09-11,5.400000095367432
2019-09-12,5.46999979019165
2019-09-13,5.75
2019-09-16,5.889999866485596
2019-09-17,5.5
2019-09-18,5.550000190734863
2019-09-19,5.400000095367432
2019-09-20,5.489999771118164
2019-09-23,5.599999904632568
2019-09-24,5.539999961853027
2019-09-25,5.599999904632568
2019-09-26,5.75
2019-09-27,5.75
2019-09-30,5.769999980926514
2019-10-01,5.9710001945495605
2019-10-02,6.0
2019-10-03,6.110000133514404
2019-10-04,6.25
2019-10-07,5.900000095367432
2019-10-08,5.699999809265137
2019-10-09,5.679999828338623
2019-10-10,5.5
2019-10-11,5.699999809265137
2019-10-14,5.679999828338623
2019-10-15,5.566999912261963
2019-10-16,5.690000057220459
2019-10-17,5.679999828338623
2019-10-18,5.559999942779541
2019-10-21,5.71999979019165
2019-10-22,5.849999904632568
2019-10-23,5.400000095367432
2019-10-24,5.300000190734863
2019-10-25,5.400000095367432
2019-10-28,5.309999942779541
2019-10-29,5.289999961853027
2019-10-30,5.335999965667725
2019-10-31,5.320000171661377
2019-11-01,5.315000057220459
2019-11-04,5.179999828338623
2019-11-05,5.340000152587891
2019-11-06,5.295000076293945
2019-11-07,5.098999977111816
2019-11-08,5.349999904632568
2019-11-11,5.179999828338623
2019-11-12,5.28000020980835
2019-11-13,5.150000095367432
2019-11-14,5.130000114440918
2019-11-15,5.0
2019-11-18,4.889999866485596
2019-11-19,4.809999942779541
2019-11-20,4.75
2019-11-21,4.710000038146973
2019-11-22,4.610000133514404
2019-11-25,4.65500020980835
2019-11-26,4.550000190734863
2019-11-27,4.570000171661377
2019-11-29,4.579999923706055
2019-12-02,4.570000171661377
2019-12-03,4.556000232696533
2019-12-04,4.329999923706055
2019-12-05,4.260000228881836
2019-12-06,4.230000019073486
2019-12-09,4.28000020980835
2019-12-10,4.349999904632568
2019-12-11,4.239999771118164
2019-12-12,4.190000057220459
2019-12-13,4.150000095367432
2019-12-16,3.940000057220459
2019-12-17,4.050000190734863
2019-12-18,4.03000020980835
2019-12-19,3.940000057220459
2019-12-20,4.090000152587891
2019-12-23,3.9800000190734863
2019-12-24,4.079999923706055
2019-12-26,3.9200000762939453
2019-12-27,3.98799991607666
2019-12-30,3.9200000762939453
2019-12-31,4.659999847412109
2020-01-02,4.570000171661377
2020-01-03,4.429999828338623
2020-01-06,4.400000095367432
2020-01-07,4.38100004196167
2020-01-08,4.364999771118164
2020-01-09,4.699999809265137
2020-01-10,4.650000095367432
2020-01-13,4.460000038146973
2020-01-14,4.619999885559082
2020-01-15,5.349999904632568
2020-01-16,5.809999942779541
2020-01-17,6.383999824523926
2020-01-21,6.580999851226807
2020-01-22,6.146999835968018
2020-01-23,5.869999885559082
2020-01-24,5.796000003814697
2020-01-27,6.190000057220459
2020-01-28,6.579999923706055
2020-01-29,6.946000099182129
2020-01-30,6.514999866485596
2020-01-31,6.449999809265137
2020-02-03,7.21999979019165
2020-02-04,7.960000038146973
2020-02-05,7.72599983215332
2020-02-06,8.680000305175781
2020-02-07,9.489999771118164
2020-02-10,9.850000381469727
2020-02-11,10.199999809265137
2020-02-12,9.15999984741211
2020-02-13,9.75
2020-02-14,9.739999771118164
2020-02-18,10.25
2020-02-19,9.890000343322754
2020-02-20,10.329999923706055
2020-02-21,10.34000015258789
2020-02-24,9.810999870300293
2020-02-25,8.90999984741211
2020-02-26,8.180000305175781
2020-02-27,8.829999923706055
2020-02-28,9.399999618530273
2020-03-02,9.75
2020-03-03,10.199999809265137
2020-03-04,10.0
2020-03-05,12.0
2020-03-06,12.210000038146973
2020-03-09,9.779999732971191
2020-03-10,10.1899995803833
2020-03-11,8.734999656677246
2020-03-12,7.840000152587891
2020-03-13,8.25
2020-03-16,7.0
2020-03-17,7.460000038146973
2020-03-18,6.349999904632568
2020-03-19,6.909999847412109
2020-03-20,6.809999942779541
2020-03-23,7.130000114440918
2020-03-24,7.75
2020-03-25,8.0
2020-03-26,8.239999771118164
2020-03-27,8.180000305175781
2020-03-30,7.900000095367432
2020-03-31,7.590000152587891
2020-04-01,7.340000152587891
2020-04-02,6.960000038146973
2020-04-03,7.119999885559082
2020-04-06,7.440000057220459
2020-04-07,6.809999942779541
2020-04-08,6.380000114440918
2020-04-09,6.550000190734863
2020-04-13,6.71999979019165
2020-04-14,6.900000095367432
2020-04-15,6.730000019073486
2020-04-16,6.550000190734863
2020-04-17,7.139999866485596
2020-04-20,6.900000095367432
2020-04-21,6.760000228881836
2020-04-22,7.809999942779541
2020-04-23,7.429999828338623
2020-04-24,7.369999885559082
2020-04-27,7.489999771118164
2020-04-28,7.110000133514404
2020-04-29,7.409999847412109
2020-04-30,8.050000190734863
2020-05-01,7.230000019073486
2020-05-04,7.480000019073486
2020-05-05,7.730000019073486
2020-05-06,7.590000152587891
2020-05-07,7.699999809265137
2020-05-08,7.869999885559082
2020-05-11,7.869999885559082
2020-05-12,8.109999656677246
2020-05-13,7.699999809265137
2020-05-14,8.0
2020-05-15,8.069999694824219
2020-05-18,8.460000038146973
2020-05-19,8.5600004196167
2020-05-20,9.300000190734863
2020-05-21,8.960000038146973
2020-05-22,9.0600004196167
2020-05-26,8.850000381469727
2020-05-27,8.699999809265137
2020-05-28,8.199999809265137
2020-05-29,7.980000019073486
2020-06-01,8.210000038146973
2020-06-02,8.180000305175781
2020-06-03,8.050000190734863
2020-06-04,8.149999618530273
2020-06-05,8.4399995803833
2020-06-08,8.010000228881836
2020-06-09,8.420000076293945
2020-06-10,8.109999656677246
2020-06-11,7.679999828338623
2020-06-12,7.690000057220459
2020-06-15,7.679999828338623
2020-06-16,7.900000095367432
2020-06-17,7.349999904632568
2020-06-18,6.960000038146973
2020-06-19,6.909999847412109
2020-06-22,6.949999809265137
2020-06-23,8.449999809265137
2020-06-24,8.255000114440918
2020-06-25,8.479999542236328
2020-06-26,8.770000457763672
2020-06-29,8.760000228881836
2020-06-30,9.970000267028809
2020-07-01,9.270000457763672
2020-07-02,8.649999618530273
2020-07-06,9.989999771118164
2020-07-07,10.09000015258789
2020-07-08,12.210000038146973
2020-07-09,12.149999618530273
2020-07-10,11.59000015258789
2020-07-13,9.970000267028809
2020-07-14,10.989999771118164
2020-07-15,11.989999771118164
2020-07-16,11.600000381469727
2020-07-17,12.390000343322754
2020-07-20,13.350000381469727
2020-07-21,13.239999771118164
2020-07-22,13.3100004196167
2020-07-23,15.3100004196167
2020-07-24,14.819999694824219
2020-07-27,14.40999984741211
2020-07-28,12.84000015258789
2020-07-29,13.600000381469727
2020-07-30,14.420000076293945
2020-07-31,14.180000305175781
2020-08-03,14.699999809265137
2020-08-04,14.619999885559082
2020-08-05,14.229999542236328
2020-08-06,13.489999771118164
2020-08-07,12.710000038146973
2020-08-10,13.350000381469727
2020-08-11,12.319999694824219
2020-08-12,12.770000457763672
2020-08-13,13.0
2020-08-14,12.960000038146973
2020-08-17,12.550000190734863
2020-08-18,12.170000076293945
2020-08-19,12.779999732971191
2020-08-20,12.260000228881836
2020-08-21,11.90999984741211
2020-08-24,11.210000038146973
2020-08-25,10.979999542236328
2020-08-26,13.25
2020-08-27,13.100000381469727
2020-08-28,13.199999809265137
2020-08-31,13.859999656677246
2020-09-01,14.420000076293945
2020-09-02,13.609999656677246
2020-09-03,12.59000015258789
2020-09-04,11.649999618530273
2020-09-08,12.760000228881836
2020-09-09,13.40999984741211
2020-09-10,12.640000343322754
2020-09-11,11.75
2020-09-14,12.109999656677246
2020-09-15,14.100000381469727
2020-09-16,14.010000228881836
2020-09-17,12.829999923706055
2020-09-18,12.930000305175781
2020-09-21,12.760000228881836
2020-09-22,12.239999771118164
2020-09-23,10.920000076293945
2020-09-24,11.199999809265137
2020-09-25,11.5
2020-09-28,11.880000114440918
2020-09-29,11.699999809265137
2020-09-30,12.15999984741211
2020-10-01,12.470000267028809
2020-10-02,14.989999771118164
2020-10-05,17.440000534057617
2020-10-06,15.369999885559082
2020-10-07,16.489999771118164
2020-10-08,16.360000610351562
2020-10-09,16.889999389648438
2020-10-12,15.760000228881836
2020-10-13,15.670000076293945
2020-10-14,14.829999923706055
2020-10-15,16.110000610351562
2020-10-16,15.539999961853027
2020-10-19,14.949999809265137
2020-10-20,14.699999809265137
2020-10-21,16.799999237060547
2020-10-22,15.800000190734863
2020-10-23,16.145000457763672
2020-10-26,15.960000038146973
2020-10-27,15.460000038146973
2020-10-28,14.819999694824219
2020-10-29,16.299999237060547
2020-10-30,16.0
2020-11-02,15.979999542236328
2020-11-03,16.68000030517578
2020-11-04,17.399999618530273
2020-11-05,19.489999771118164
2020-11-06,18.579999923706055
2020-11-09,18.170000076293945
2020-11-10,18.360000610351562
2020-11-11,18.760000228881836
2020-11-12,18.600000381469727
2020-11-13,18.8700008392334
2020-11-16,22.020000457763672
2020-11-17,21.3799991607666
2020-11-18,19.8799991607666
2020-11-19,21.65999984741211
2020-11-20,25.299999237060547
2020-11-23,35.189998626708984
2020-11-24,32.040000915527344
2020-11-25,31.040000915527344
2020-11-27,35.349998474121094
2020-11-30,34.25
2020-12-01,30.219999313354492
2020-12-02,29.559999465942383
2020-12-03,28.239999771118164
2020-12-04,29.020000457763672
2020-12-07,32.7599983215332
2020-12-08,37.38999938964844
2020-12-09,34.400001525878906
2020-12-10,34.220001220703125
2020-12-11,34.47999954223633
2020-12-14,33.79999923706055
2020-12-15,38.29999923706055
2020-12-16,39.150001525878906
2020-12-17,39.119998931884766
2020-12-18,44.349998474121094
2020-12-21,50.400001525878906
2020-12-22,50.130001068115234
2020-12-23,52.689998626708984
2020-12-24,55.310001373291016
2020-12-28,65.98999786376953
2020-12-29,68.13999938964844
2020-12-30,67.94999694824219
2020-12-31,73.77999877929688
2021-01-04,55.810001373291016
2021-01-05,55.900001525878906
2021-01-06,60.16999816894531
2021-01-07,67.01000213623047
2021-01-08,70.0999984741211
2021-01-11,71.13999938964844
2021-01-12,70.33000183105469
2021-01-13,69.75
2021-01-14,67.29000091552734
2021-01-15,60.709999084472656
2021-01-19,61.54999923706055
2021-01-20,61.58000183105469
2021-01-21,66.0
2021-01-22,65.79000091552734
2021-01-25,59.0099983215332
2021-01-26,63.400001525878906
2021-01-27,58.22999954223633
2021-01-28,59.5099983215332
2021-01-29,56.779998779296875
2021-02-01,60.880001068115234
2021-02-02,60.779998779296875
2021-02-03,66.4800033569336
2021-02-04,65.52999877929688
2021-02-05,66.75
2021-02-08,68.44000244140625
2021-02-09,67.51000213623047
2021-02-10,63.869998931884766
2021-02-11,60.97999954223633
2021-02-12,62.7599983215332
2021-02-16,57.9900016784668
2021-02-17,54.0099983215332
2021-02-18,49.66999816894531
2021-02-19,54.279998779296875
2021-02-22,49.7400016784668
2021-02-23,44.380001068115234
2021-02-24,47.150001525878906
2021-02-25,42.70000076293945
2021-02-26,42.13999938964844
2021-03-01,43.70000076293945
2021-03-02,40.400001525878906
2021-03-03,36.90999984741211
2021-03-04,30.65999984741211
2021-03-05,30.520000457763672
2021-03-08,32.63999938964844
2021-03-09,36.70000076293945
2021-03-10,38.63999938964844
2021-03-11,47.52000045776367
2021-03-12,48.150001525878906
2021-03-15,48.439998626708984
2021-03-16,43.900001525878906
2021-03-17,44.939998626708984
2021-03-18,41.540000915527344
2021-03-19,45.369998931884766
2021-03-22,43.38999938964844
2021-03-23,40.20000076293945
2021-03-24,35.869998931884766
2021-03-25,37.40999984741211
2021-03-26,40.369998931884766
2021-03-29,35.38999938964844
2021-03-30,37.2400016784668
2021-03-31,43.36000061035156
2021-04-01,40.099998474121094
2021-04-05,41.709999084472656
2021-04-06,42.84000015258789
2021-04-07,38.959999084472656
2021-04-08,40.439998626708984
2021-04-09,39.70000076293945
2021-04-12,37.540000915527344
2021-04-13,38.04999923706055
2021-04-14,38.189998626708984
2021-04-15,34.2599983215332
2021-04-16,33.34000015258789
2021-04-19,30.760000228881836
2021-04-20,30.0
2021-04-21,31.90999984741211
2021-04-22,32.380001068115234
2021-04-23,34.470001220703125
2021-04-26,35.790000915527344
2021-04-27,34.470001220703125
2021-04-28,34.91999816894531
2021-04-29,34.0
2021-04-30,34.43000030517578
2021-05-03,32.02000045776367
2021-05-04,31.520000457763672
2021-05-05,30.90999984741211
2021-05-06,29.1299991607666
2021-05-07,31.1200008392334
2021-05-10,26.299999237060547
2021-05-11,25.610000610351562
2021-05-12,24.25
2021-05-13,21.479999542236328
2021-05-14,23.969999313354492
