,ANIP
2012-01-30,23.399999618530273
2012-01-31,23.399999618530273
2012-02-01,24.1200008392334
2012-02-02,24.84000015258789
2012-02-03,26.639999389648438
2012-02-06,37.79999923706055
2012-02-07,30.959999084472656
2012-02-08,30.239999771118164
2012-02-09,32.400001525878906
2012-02-10,30.600000381469727
2012-02-13,30.600000381469727
2012-02-14,27.360000610351562
2012-02-15,34.91999816894531
2012-02-16,29.520000457763672
2012-02-17,28.440000534057617
2012-02-21,25.559999465942383
2012-02-22,27.360000610351562
2012-02-23,26.639999389648438
2012-02-24,25.559999465942383
2012-02-27,29.15999984741211
2012-02-28,27.719999313354492
2012-02-29,27.719999313354492
2012-03-01,26.280000686645508
2012-03-02,27.360000610351562
2012-03-05,28.079999923706055
2012-03-06,26.639999389648438
2012-03-07,27.0
2012-03-08,27.0
2012-03-09,26.639999389648438
2012-03-12,26.639999389648438
2012-03-13,27.0
2012-03-14,26.639999389648438
2012-03-15,25.920000076293945
2012-03-16,25.920000076293945
2012-03-19,25.200000762939453
2012-03-20,26.639999389648438
2012-03-21,26.280000686645508
2012-03-22,25.920000076293945
2012-03-23,25.920000076293945
2012-03-26,25.559999465942383
2012-03-27,25.559999465942383
2012-03-28,25.559999465942383
2012-03-29,25.200000762939453
2012-03-30,24.479999542236328
2012-04-02,27.0
2012-04-03,26.280000686645508
2012-04-04,25.200000762939453
2012-04-05,24.479999542236328
2012-04-09,24.1200008392334
2012-04-10,21.600000381469727
2012-04-11,20.8799991607666
2012-04-12,21.959999084472656
2012-04-13,21.239999771118164
2012-04-16,20.15999984741211
2012-04-17,21.600000381469727
2012-04-18,20.520000457763672
2012-04-19,21.959999084472656
2012-04-20,21.239999771118164
2012-04-23,20.520000457763672
2012-04-24,19.440000534057617
2012-04-25,19.079999923706055
2012-04-26,19.079999923706055
2012-04-27,20.15999984741211
2012-04-30,19.799999237060547
2012-05-01,19.440000534057617
2012-05-02,19.079999923706055
2012-05-03,18.360000610351562
2012-05-04,18.719999313354492
2012-05-07,18.719999313354492
2012-05-08,18.360000610351562
2012-05-09,15.84000015258789
2012-05-10,15.119999885559082
2012-05-11,16.200000762939453
2012-05-14,15.119999885559082
2012-05-15,14.399999618530273
2012-05-16,14.399999618530273
2012-05-17,13.680000305175781
2012-05-18,12.239999771118164
2012-05-21,19.079999923706055
2012-05-22,16.559999465942383
2012-05-23,19.079999923706055
2012-05-24,18.719999313354492
2012-05-25,18.719999313354492
2012-05-29,18.0
2012-05-30,16.200000762939453
2012-05-31,16.559999465942383
2012-06-01,14.039999961853027
2012-06-04,16.3799991607666
2012-06-05,16.799999237060547
2012-06-06,16.799999237060547
2012-06-07,15.600000381469727
2012-06-08,15.359999656677246
2012-06-11,14.15999984741211
2012-06-12,13.5
2012-06-13,12.720000267028809
2012-06-14,13.979999542236328
2012-06-15,16.200000762939453
2012-06-18,14.880000114440918
2012-06-19,16.68000030517578
2012-06-20,15.479999542236328
2012-06-21,16.139999389648438
2012-06-22,15.84000015258789
2012-06-25,15.600000381469727
2012-06-26,15.300000190734863
2012-06-27,15.960000038146973
2012-06-28,15.479999542236328
2012-06-29,15.300000190734863
2012-07-02,14.039999961853027
2012-07-03,13.979999542236328
2012-07-05,13.079999923706055
2012-07-06,12.84000015258789
2012-07-09,12.359999656677246
2012-07-10,12.600000381469727
2012-07-11,12.359999656677246
2012-07-12,12.0600004196167
2012-07-13,12.300000190734863
2012-07-16,12.119999885559082
2012-07-17,10.5600004196167
2012-07-18,9.899999618530273
2012-07-19,9.600000381469727
2012-07-20,9.720000267028809
2012-07-23,9.180000305175781
2012-07-24,9.239999771118164
2012-07-25,9.300000190734863
2012-07-26,9.0600004196167
2012-07-27,9.239999771118164
2012-07-30,9.0
2012-07-31,8.880000114440918
2012-08-01,8.15999984741211
2012-08-02,7.5
2012-08-03,7.5
2012-08-06,9.180000305175781
2012-08-07,9.0
2012-08-08,7.559999942779541
2012-08-09,7.679999828338623
2012-08-10,8.279999732971191
2012-08-13,8.640000343322754
2012-08-14,8.34000015258789
2012-08-15,8.460000038146973
2012-08-16,9.300000190734863
2012-08-17,8.699999809265137
2012-08-20,8.699999809265137
2012-08-21,8.819999694824219
2012-08-22,8.699999809265137
2012-08-23,9.0
2012-08-24,8.880000114440918
2012-08-27,9.300000190734863
2012-08-28,9.0600004196167
2012-08-29,8.880000114440918
2012-08-30,8.819999694824219
2012-08-31,8.880000114440918
2012-09-04,9.720000267028809
2012-09-05,8.399999618530273
2012-09-06,8.15999984741211
2012-09-07,8.399999618530273
2012-09-10,8.34000015258789
2012-09-11,8.399999618530273
2012-09-12,8.399999618530273
2012-09-13,8.579999923706055
2012-09-14,9.180000305175781
2012-09-17,11.220000267028809
2012-09-18,12.119999885559082
2012-09-19,11.100000381469727
2012-09-20,10.079999923706055
2012-09-21,11.699999809265137
2012-09-24,11.579999923706055
2012-09-25,11.579999923706055
2012-09-26,10.859999656677246
2012-09-27,11.100000381469727
2012-09-28,11.34000015258789
2012-10-01,11.220000267028809
2012-10-02,10.979999542236328
2012-10-03,10.800000190734863
2012-10-04,9.600000381469727
2012-10-05,9.0
2012-10-08,9.0
2012-10-09,8.640000343322754
2012-10-10,8.279999732971191
2012-10-11,8.819999694824219
2012-10-12,8.34000015258789
2012-10-15,8.220000267028809
2012-10-16,8.640000343322754
2012-10-17,8.699999809265137
2012-10-18,8.399999618530273
2012-10-19,8.039999961853027
2012-10-22,7.920000076293945
2012-10-23,7.800000190734863
2012-10-24,7.5
2012-10-25,7.380000114440918
2012-10-26,7.800000190734863
2012-10-31,7.380000114440918
2012-11-01,7.559999942779541
2012-11-02,7.559999942779541
2012-11-05,7.5
2012-11-06,7.5
2012-11-07,7.260000228881836
2012-11-08,6.840000152587891
2012-11-09,7.199999809265137
2012-11-12,7.139999866485596
2012-11-13,7.019999980926514
2012-11-14,7.019999980926514
2012-11-15,7.199999809265137
2012-11-16,7.139999866485596
2012-11-19,7.079999923706055
2012-11-20,7.199999809265137
2012-11-21,7.199999809265137
2012-11-23,7.380000114440918
2012-11-26,7.679999828338623
2012-11-27,7.860000133514404
2012-11-28,7.920000076293945
2012-11-29,8.039999961853027
2012-11-30,8.100000381469727
2012-12-03,8.699999809265137
2012-12-04,8.520000457763672
2012-12-05,8.640000343322754
2012-12-06,9.119999885559082
2012-12-07,9.119999885559082
2012-12-10,9.84000015258789
2012-12-11,9.119999885559082
2012-12-12,9.239999771118164
2012-12-13,9.359999656677246
2012-12-14,9.420000076293945
2012-12-17,9.239999771118164
2012-12-18,9.180000305175781
2012-12-19,7.860000133514404
2012-12-20,7.619999885559082
2012-12-21,7.800000190734863
2012-12-24,7.5
2012-12-26,7.739999771118164
2012-12-27,7.559999942779541
2012-12-28,7.5
2012-12-31,7.380000114440918
2013-01-02,7.860000133514404
2013-01-03,7.800000190734863
2013-01-04,7.739999771118164
2013-01-07,7.739999771118164
2013-01-08,8.579999923706055
2013-01-09,8.34000015258789
2013-01-10,8.220000267028809
2013-01-11,8.520000457763672
2013-01-14,8.220000267028809
2013-01-15,8.15999984741211
2013-01-16,7.980000019073486
2013-01-17,7.800000190734863
2013-01-18,7.559999942779541
2013-01-22,7.559999942779541
2013-01-23,7.619999885559082
2013-01-24,7.440000057220459
2013-01-25,7.320000171661377
2013-01-28,7.679999828338623
2013-01-29,8.220000267028809
2013-01-30,8.699999809265137
2013-01-31,8.34000015258789
2013-02-01,8.579999923706055
2013-02-04,8.15999984741211
2013-02-05,8.34000015258789
2013-02-06,8.15999984741211
2013-02-07,7.980000019073486
2013-02-08,8.100000381469727
2013-02-11,8.579999923706055
2013-02-12,8.640000343322754
2013-02-13,8.34000015258789
2013-02-14,8.220000267028809
2013-02-15,8.279999732971191
2013-02-19,8.9399995803833
2013-02-20,8.579999923706055
2013-02-21,8.579999923706055
2013-02-22,8.399999618530273
2013-02-25,8.039999961853027
2013-02-26,7.800000190734863
2013-02-27,7.860000133514404
2013-02-28,7.860000133514404
2013-03-01,7.860000133514404
2013-03-04,7.679999828338623
2013-03-05,7.559999942779541
2013-03-06,7.320000171661377
2013-03-07,7.5
2013-03-08,7.800000190734863
2013-03-11,7.739999771118164
2013-03-12,7.800000190734863
2013-03-13,7.800000190734863
2013-03-14,7.679999828338623
2013-03-15,7.800000190734863
2013-03-18,7.739999771118164
2013-03-19,7.380000114440918
2013-03-20,7.320000171661377
2013-03-21,7.260000228881836
2013-03-22,7.440000057220459
2013-03-25,7.320000171661377
2013-03-26,7.320000171661377
2013-03-27,7.079999923706055
2013-03-28,7.019999980926514
2013-04-01,7.199999809265137
2013-04-02,7.199999809265137
2013-04-03,6.960000038146973
2013-04-04,7.079999923706055
2013-04-05,6.960000038146973
2013-04-08,7.079999923706055
2013-04-09,7.199999809265137
2013-04-10,7.199999809265137
2013-04-11,7.079999923706055
2013-04-12,7.079999923706055
2013-04-15,6.960000038146973
2013-04-16,6.840000152587891
2013-04-17,6.71999979019165
2013-04-18,6.659999847412109
2013-04-19,6.900000095367432
2013-04-22,7.139999866485596
2013-04-23,7.079999923706055
2013-04-24,6.960000038146973
2013-04-25,6.900000095367432
2013-04-26,6.71999979019165
2013-04-29,6.960000038146973
2013-04-30,6.78000020980835
2013-05-01,6.960000038146973
2013-05-02,6.900000095367432
2013-05-03,7.139999866485596
2013-05-06,7.139999866485596
2013-05-07,7.019999980926514
2013-05-08,6.960000038146973
2013-05-09,6.900000095367432
2013-05-10,6.78000020980835
2013-05-13,6.900000095367432
2013-05-14,6.900000095367432
2013-05-15,6.900000095367432
2013-05-16,6.900000095367432
2013-05-17,6.840000152587891
2013-05-20,6.900000095367432
2013-05-21,6.900000095367432
2013-05-22,6.840000152587891
2013-05-23,6.900000095367432
2013-05-24,7.440000057220459
2013-05-28,8.34000015258789
2013-05-29,7.559999942779541
2013-05-30,7.5
2013-05-31,7.320000171661377
2013-06-03,7.260000228881836
2013-06-04,7.139999866485596
2013-06-05,7.199999809265137
2013-06-06,7.320000171661377
2013-06-07,7.199999809265137
2013-06-10,7.199999809265137
2013-06-11,7.320000171661377
2013-06-12,7.679999828338623
2013-06-13,7.619999885559082
2013-06-14,7.440000057220459
2013-06-17,7.739999771118164
2013-06-18,7.559999942779541
2013-06-19,7.320000171661377
2013-06-20,7.559999942779541
2013-06-21,6.300000190734863
2013-06-24,5.760000228881836
2013-06-25,5.400000095367432
2013-06-26,5.519999980926514
2013-06-27,5.760000228881836
2013-06-28,6.0
2013-07-01,5.639999866485596
2013-07-02,5.699999809265137
2013-07-03,5.639999866485596
2013-07-05,5.699999809265137
2013-07-08,5.940000057220459
2013-07-09,5.820000171661377
2013-07-10,6.0
2013-07-11,6.71999979019165
2013-07-12,6.360000133514404
2013-07-15,6.480000019073486
2013-07-16,6.480000019073486
2013-07-17,6.539999961853027
2013-07-18,7.150000095367432
2013-07-19,7.0
2013-07-22,6.980000019073486
2013-07-23,7.039999961853027
2013-07-24,7.110000133514404
2013-07-25,7.28000020980835
2013-07-26,7.289999961853027
2013-07-29,7.400000095367432
2013-07-30,7.239999771118164
2013-07-31,6.940000057220459
2013-08-01,6.599999904632568
2013-08-02,6.570000171661377
2013-08-05,6.190000057220459
2013-08-06,6.289999961853027
2013-08-07,6.269999980926514
2013-08-08,6.070000171661377
2013-08-09,6.550000190734863
2013-08-12,6.670000076293945
2013-08-13,6.579999923706055
2013-08-14,6.460000038146973
2013-08-15,6.670000076293945
2013-08-16,6.820000171661377
2013-08-19,7.050000190734863
2013-08-20,7.440000057220459
2013-08-21,7.75
2013-08-22,8.079999923706055
2013-08-23,8.5
2013-08-26,7.730000019073486
2013-08-27,7.329999923706055
2013-08-28,6.929999828338623
2013-08-29,7.139999866485596
2013-08-30,7.099999904632568
2013-09-03,7.0
2013-09-04,6.940000057220459
2013-09-05,7.190000057220459
2013-09-06,7.210000038146973
2013-09-09,7.119999885559082
2013-09-10,7.119999885559082
2013-09-11,6.929999828338623
2013-09-12,7.289999961853027
2013-09-13,7.5
2013-09-16,7.869999885559082
2013-09-17,8.100000381469727
2013-09-18,8.970000267028809
2013-09-19,9.0
2013-09-20,9.329999923706055
2013-09-23,9.34000015258789
2013-09-24,9.359999656677246
2013-09-25,9.25
2013-09-26,9.319999694824219
2013-09-27,9.399999618530273
2013-09-30,9.770000457763672
2013-10-01,10.0
2013-10-02,10.020000457763672
2013-10-03,10.859999656677246
2013-10-04,11.170000076293945
2013-10-07,11.699999809265137
2013-10-08,10.510000228881836
2013-10-09,10.350000381469727
2013-10-10,10.430000305175781
2013-10-11,10.510000228881836
2013-10-14,10.920000076293945
2013-10-15,10.979999542236328
2013-10-16,10.949999809265137
2013-10-17,11.0
2013-10-18,11.109999656677246
2013-10-21,11.800000190734863
2013-10-22,11.920000076293945
2013-10-23,10.970000267028809
2013-10-24,10.579999923706055
2013-10-25,10.09000015258789
2013-10-28,10.239999771118164
2013-10-29,10.279999732971191
2013-10-30,10.140000343322754
2013-10-31,10.25
2013-11-01,10.199999809265137
2013-11-04,10.359999656677246
2013-11-05,11.09000015258789
2013-11-06,11.260000228881836
2013-11-07,11.350000381469727
2013-11-08,11.729999542236328
2013-11-11,11.989999771118164
2013-11-12,11.880000114440918
2013-11-13,11.59000015258789
2013-11-14,11.520000457763672
2013-11-15,11.84000015258789
2013-11-18,12.180000305175781
2013-11-19,12.59000015258789
2013-11-20,13.449999809265137
2013-11-21,13.199999809265137
2013-11-22,13.359999656677246
2013-11-25,15.279999732971191
2013-11-26,14.65999984741211
2013-11-27,14.800000190734863
2013-11-29,14.25
2013-12-02,13.84000015258789
2013-12-03,13.489999771118164
2013-12-04,13.180000305175781
2013-12-05,14.010000228881836
2013-12-06,14.579999923706055
2013-12-09,14.630000114440918
2013-12-10,14.789999961853027
2013-12-11,15.050000190734863
2013-12-12,15.0
2013-12-13,14.649999618530273
2013-12-16,15.09000015258789
2013-12-17,15.079999923706055
2013-12-18,16.100000381469727
2013-12-19,16.940000534057617
2013-12-20,17.049999237060547
2013-12-23,17.0
2013-12-24,16.729999542236328
2013-12-26,17.1200008392334
2013-12-27,19.889999389648438
2013-12-30,20.110000610351562
2013-12-31,20.079999923706055
2014-01-02,19.270000457763672
2014-01-03,18.829999923706055
2014-01-06,19.0
2014-01-07,21.030000686645508
2014-01-08,20.860000610351562
2014-01-09,22.440000534057617
2014-01-10,22.790000915527344
2014-01-13,22.670000076293945
2014-01-14,23.059999465942383
2014-01-15,23.440000534057617
2014-01-16,23.270000457763672
2014-01-17,23.84000015258789
2014-01-21,23.979999542236328
2014-01-22,23.350000381469727
2014-01-23,22.780000686645508
2014-01-24,22.600000381469727
2014-01-27,20.68000030517578
2014-01-28,21.729999542236328
2014-01-29,21.610000610351562
2014-01-30,21.1200008392334
2014-01-31,22.18000030517578
2014-02-03,20.200000762939453
2014-02-04,20.56999969482422
2014-02-05,20.229999542236328
2014-02-06,20.729999542236328
2014-02-07,21.290000915527344
2014-02-10,21.56999969482422
2014-02-11,21.540000915527344
2014-02-12,21.1200008392334
2014-02-13,21.170000076293945
2014-02-14,21.469999313354492
2014-02-18,23.959999084472656
2014-02-19,26.809999465942383
2014-02-20,28.15999984741211
2014-02-21,28.59000015258789
2014-02-24,30.200000762939453
2014-02-25,33.59000015258789
2014-02-26,31.979999542236328
2014-02-27,32.72999954223633
2014-02-28,30.280000686645508
2014-03-03,31.75
2014-03-04,32.41999816894531
2014-03-05,37.599998474121094
2014-03-06,35.150001525878906
2014-03-07,34.7599983215332
2014-03-10,33.70000076293945
2014-03-11,34.61000061035156
2014-03-12,33.279998779296875
2014-03-13,31.18000030517578
2014-03-14,33.38999938964844
2014-03-17,33.540000915527344
2014-03-18,33.79999923706055
2014-03-19,32.540000915527344
2014-03-20,31.600000381469727
2014-03-21,31.09000015258789
2014-03-24,30.40999984741211
2014-03-25,29.760000228881836
2014-03-26,29.969999313354492
2014-03-27,30.829999923706055
2014-03-28,29.389999389648438
2014-03-31,31.350000381469727
2014-04-01,33.0
2014-04-02,33.0099983215332
2014-04-03,31.020000457763672
2014-04-04,28.81999969482422
2014-04-07,27.0
2014-04-08,28.020000457763672
2014-04-09,29.100000381469727
2014-04-10,26.68000030517578
2014-04-11,25.920000076293945
2014-04-14,22.799999237060547
2014-04-15,21.6200008392334
2014-04-16,24.790000915527344
2014-04-17,25.549999237060547
2014-04-21,30.829999923706055
2014-04-22,31.0
2014-04-23,32.369998931884766
2014-04-24,32.72999954223633
2014-04-25,31.239999771118164
2014-04-28,31.229999542236328
2014-04-29,31.219999313354492
2014-04-30,31.110000610351562
2014-05-01,34.36000061035156
2014-05-02,32.34000015258789
2014-05-05,32.41999816894531
2014-05-06,31.270000457763672
2014-05-07,31.139999389648438
2014-05-08,29.719999313354492
2014-05-09,30.739999771118164
2014-05-12,30.360000610351562
2014-05-13,30.489999771118164
2014-05-14,29.889999389648438
2014-05-15,27.950000762939453
2014-05-16,27.209999084472656
2014-05-19,29.239999771118164
2014-05-20,28.59000015258789
2014-05-21,28.3700008392334
2014-05-22,29.610000610351562
2014-05-23,30.729999542236328
2014-05-27,29.950000762939453
2014-05-28,30.90999984741211
2014-05-29,32.7599983215332
2014-05-30,31.850000381469727
2014-06-02,31.5
2014-06-03,32.380001068115234
2014-06-04,32.08000183105469
2014-06-05,32.400001525878906
2014-06-06,33.41999816894531
2014-06-09,34.56999969482422
2014-06-10,35.47999954223633
2014-06-11,35.61000061035156
2014-06-12,34.369998931884766
2014-06-13,34.20000076293945
2014-06-16,33.7599983215332
2014-06-17,33.93000030517578
2014-06-18,35.810001373291016
2014-06-19,35.470001220703125
2014-06-20,37.31999969482422
2014-06-23,36.54999923706055
2014-06-24,36.189998626708984
2014-06-25,36.130001068115234
2014-06-26,36.11000061035156
2014-06-27,34.900001525878906
2014-06-30,34.439998626708984
2014-07-01,37.099998474121094
2014-07-02,37.04999923706055
2014-07-03,37.209999084472656
2014-07-07,36.029998779296875
2014-07-08,33.5099983215332
2014-07-09,35.40999984741211
2014-07-10,35.08000183105469
2014-07-11,34.650001525878906
2014-07-14,35.939998626708984
2014-07-15,33.619998931884766
2014-07-16,31.969999313354492
2014-07-17,30.09000015258789
2014-07-18,32.029998779296875
2014-07-21,31.540000915527344
2014-07-22,31.8799991607666
2014-07-23,31.559999465942383
2014-07-24,31.18000030517578
2014-07-25,30.520000457763672
2014-07-28,28.360000610351562
2014-07-29,27.860000610351562
2014-07-30,28.030000686645508
2014-07-31,25.6200008392334
2014-08-01,26.739999771118164
2014-08-04,29.690000534057617
2014-08-05,29.329999923706055
2014-08-06,28.889999389648438
2014-08-07,27.899999618530273
2014-08-08,28.190000534057617
2014-08-11,28.920000076293945
2014-08-12,28.219999313354492
2014-08-13,29.479999542236328
2014-08-14,29.079999923706055
2014-08-15,28.979999542236328
2014-08-18,29.200000762939453
2014-08-19,29.329999923706055
2014-08-20,28.760000228881836
2014-08-21,28.81999969482422
2014-08-22,28.219999313354492
2014-08-25,30.1200008392334
2014-08-26,30.100000381469727
2014-08-27,29.850000381469727
2014-08-28,29.610000610351562
2014-08-29,29.329999923706055
2014-09-02,28.889999389648438
2014-09-03,28.049999237060547
2014-09-04,28.510000228881836
2014-09-05,28.06999969482422
2014-09-08,27.739999771118164
2014-09-09,26.25
2014-09-10,28.450000762939453
2014-09-11,27.65999984741211
2014-09-12,27.0
2014-09-15,27.5
2014-09-16,27.809999465942383
2014-09-17,29.8799991607666
2014-09-18,29.809999465942383
2014-09-19,29.299999237060547
2014-09-22,28.059999465942383
2014-09-23,28.020000457763672
2014-09-24,28.670000076293945
2014-09-25,28.09000015258789
2014-09-26,28.59000015258789
2014-09-29,28.540000915527344
2014-09-30,28.280000686645508
2014-10-01,27.139999389648438
2014-10-02,27.610000610351562
2014-10-03,27.93000030517578
2014-10-06,27.239999771118164
2014-10-07,26.610000610351562
2014-10-08,27.8700008392334
2014-10-09,26.739999771118164
2014-10-10,26.239999771118164
2014-10-13,26.079999923706055
2014-10-14,25.420000076293945
2014-10-15,25.969999313354492
2014-10-16,27.850000381469727
2014-10-17,27.420000076293945
2014-10-20,27.790000915527344
2014-10-21,28.09000015258789
2014-10-22,27.93000030517578
2014-10-23,28.399999618530273
2014-10-24,30.079999923706055
2014-10-27,29.850000381469727
2014-10-28,30.229999542236328
2014-10-29,32.27000045776367
2014-10-30,33.04999923706055
2014-10-31,33.959999084472656
2014-11-03,41.20000076293945
2014-11-04,43.15999984741211
2014-11-05,44.880001068115234
2014-11-06,44.790000915527344
2014-11-07,46.0
2014-11-10,48.209999084472656
2014-11-11,48.349998474121094
2014-11-12,52.70000076293945
2014-11-13,51.470001220703125
2014-11-14,53.95000076293945
2014-11-17,52.869998931884766
2014-11-18,55.65999984741211
2014-11-19,55.2599983215332
2014-11-20,55.7400016784668
2014-11-21,55.04999923706055
2014-11-24,55.0
2014-11-25,55.18000030517578
2014-11-26,55.40999984741211
2014-11-28,54.11000061035156
2014-12-01,53.5
2014-12-02,58.5099983215332
2014-12-03,60.209999084472656
2014-12-04,53.45000076293945
2014-12-05,53.290000915527344
2014-12-08,52.77000045776367
2014-12-09,52.849998474121094
2014-12-10,51.380001068115234
2014-12-11,51.95000076293945
2014-12-12,54.279998779296875
2014-12-15,53.7599983215332
2014-12-16,55.08000183105469
2014-12-17,56.130001068115234
2014-12-18,55.79999923706055
2014-12-19,54.15999984741211
2014-12-22,55.81999969482422
2014-12-23,53.45000076293945
2014-12-24,55.2400016784668
2014-12-26,54.540000915527344
2014-12-29,53.959999084472656
2014-12-30,54.36000061035156
2014-12-31,56.38999938964844
2015-01-02,56.9900016784668
2015-01-05,55.97999954223633
2015-01-06,52.209999084472656
2015-01-07,53.41999816894531
2015-01-08,56.130001068115234
2015-01-09,55.95000076293945
2015-01-12,55.880001068115234
2015-01-13,54.40999984741211
2015-01-14,54.7400016784668
2015-01-15,53.470001220703125
2015-01-16,56.209999084472656
2015-01-20,54.93000030517578
2015-01-21,53.33000183105469
2015-01-22,52.81999969482422
2015-01-23,52.7400016784668
2015-01-26,53.83000183105469
2015-01-27,53.689998626708984
2015-01-28,56.849998474121094
2015-01-29,57.79999923706055
2015-01-30,55.970001220703125
2015-02-02,55.5
2015-02-03,54.290000915527344
2015-02-04,55.47999954223633
2015-02-05,56.91999816894531
2015-02-06,55.310001373291016
2015-02-09,59.279998779296875
2015-02-10,63.439998626708984
2015-02-11,62.150001525878906
2015-02-12,63.119998931884766
2015-02-13,62.689998626708984
2015-02-17,63.040000915527344
2015-02-18,66.02999877929688
2015-02-19,65.0199966430664
2015-02-20,68.66000366210938
2015-02-23,69.41000366210938
2015-02-24,69.80000305175781
2015-02-25,69.08000183105469
2015-02-26,69.45999908447266
2015-02-27,67.36000061035156
2015-03-02,70.75
2015-03-03,66.86000061035156
2015-03-04,67.18000030517578
2015-03-05,66.51000213623047
2015-03-06,66.72000122070312
2015-03-09,64.23999786376953
2015-03-10,63.72999954223633
2015-03-11,66.0999984741211
2015-03-12,62.15999984741211
2015-03-13,60.33000183105469
2015-03-16,62.95000076293945
2015-03-17,62.66999816894531
2015-03-18,62.91999816894531
2015-03-19,67.5
2015-03-20,65.9800033569336
2015-03-23,66.55000305175781
2015-03-24,65.87000274658203
2015-03-25,60.34000015258789
2015-03-26,60.38999938964844
2015-03-27,61.939998626708984
2015-03-30,62.93000030517578
2015-03-31,62.54999923706055
2015-04-01,63.7599983215332
2015-04-02,64.41000366210938
2015-04-06,65.75
2015-04-07,65.98999786376953
2015-04-08,69.70999908447266
2015-04-09,69.56999969482422
2015-04-10,68.2300033569336
2015-04-13,67.27999877929688
2015-04-14,67.37999725341797
2015-04-15,67.7699966430664
2015-04-16,68.70999908447266
2015-04-17,67.54000091552734
2015-04-20,68.12000274658203
2015-04-21,68.55000305175781
2015-04-22,69.79000091552734
2015-04-23,71.77999877929688
2015-04-24,70.26000213623047
2015-04-27,66.13999938964844
2015-04-28,66.66000366210938
2015-04-29,62.869998931884766
2015-04-30,60.97999954223633
2015-05-01,63.029998779296875
2015-05-04,61.81999969482422
2015-05-05,55.599998474121094
2015-05-06,52.279998779296875
2015-05-07,53.099998474121094
2015-05-08,52.93000030517578
2015-05-11,52.25
2015-05-12,52.189998626708984
2015-05-13,51.310001373291016
2015-05-14,51.56999969482422
2015-05-15,52.119998931884766
2015-05-18,52.7400016784668
2015-05-19,52.220001220703125
2015-05-20,51.529998779296875
2015-05-21,52.0
2015-05-22,53.099998474121094
2015-05-26,51.41999816894531
2015-05-27,50.869998931884766
2015-05-28,50.72999954223633
2015-05-29,50.380001068115234
2015-06-01,49.68000030517578
2015-06-02,49.68000030517578
2015-06-03,53.630001068115234
2015-06-04,54.209999084472656
2015-06-05,55.130001068115234
2015-06-08,54.9900016784668
2015-06-09,54.86000061035156
2015-06-10,55.27000045776367
2015-06-11,55.45000076293945
2015-06-12,55.70000076293945
2015-06-15,57.7400016784668
2015-06-16,58.79999923706055
2015-06-17,57.900001525878906
2015-06-18,60.84000015258789
2015-06-19,61.650001525878906
2015-06-22,61.880001068115234
2015-06-23,63.5099983215332
2015-06-24,63.310001373291016
2015-06-25,64.58000183105469
2015-06-26,62.77000045776367
2015-06-29,61.0099983215332
2015-06-30,62.04999923706055
2015-07-01,62.45000076293945
2015-07-02,61.290000915527344
2015-07-06,61.29999923706055
2015-07-07,60.709999084472656
2015-07-08,58.779998779296875
2015-07-09,60.86000061035156
2015-07-10,62.220001220703125
2015-07-13,67.19000244140625
2015-07-14,67.52999877929688
2015-07-15,65.4000015258789
2015-07-16,67.44000244140625
2015-07-17,69.30000305175781
2015-07-20,68.80000305175781
2015-07-21,71.18000030517578
2015-07-22,70.62000274658203
2015-07-23,70.16000366210938
2015-07-24,68.11000061035156
2015-07-27,69.98999786376953
2015-07-28,71.31999969482422
2015-07-29,69.0199966430664
2015-07-30,70.9000015258789
2015-07-31,71.02999877929688
2015-08-03,68.9000015258789
2015-08-04,59.189998626708984
2015-08-05,59.27000045776367
2015-08-06,55.77000045776367
2015-08-07,54.34000015258789
2015-08-10,54.810001373291016
2015-08-11,54.27000045776367
2015-08-12,56.20000076293945
2015-08-13,55.959999084472656
2015-08-14,54.7599983215332
2015-08-17,56.959999084472656
2015-08-18,55.34000015258789
2015-08-19,54.7599983215332
2015-08-20,50.369998931884766
2015-08-21,49.380001068115234
2015-08-24,48.0099983215332
2015-08-25,47.970001220703125
2015-08-26,50.060001373291016
2015-08-27,50.09000015258789
2015-08-28,52.0
2015-08-31,48.77000045776367
2015-09-01,50.36000061035156
2015-09-02,51.599998474121094
2015-09-03,51.77000045776367
2015-09-04,51.790000915527344
2015-09-08,53.95000076293945
2015-09-09,51.66999816894531
2015-09-10,51.959999084472656
2015-09-11,52.66999816894531
2015-09-14,53.470001220703125
2015-09-15,53.310001373291016
2015-09-16,54.06999969482422
2015-09-17,55.54999923706055
2015-09-18,53.06999969482422
2015-09-21,55.400001525878906
2015-09-22,46.65999984741211
2015-09-23,44.88999938964844
2015-09-24,46.20000076293945
2015-09-25,43.209999084472656
2015-09-28,39.61000061035156
2015-09-29,37.540000915527344
2015-09-30,39.5099983215332
2015-10-01,43.130001068115234
2015-10-02,43.619998931884766
2015-10-05,48.18000030517578
2015-10-06,43.54999923706055
2015-10-07,45.33000183105469
2015-10-08,45.849998474121094
2015-10-09,42.66999816894531
2015-10-12,40.52000045776367
2015-10-13,38.11000061035156
2015-10-14,38.81999969482422
2015-10-15,41.029998779296875
2015-10-16,41.369998931884766
2015-10-19,41.849998474121094
2015-10-20,40.34000015258789
2015-10-21,39.439998626708984
2015-10-22,37.34000015258789
2015-10-23,41.7599983215332
2015-10-26,41.349998474121094
2015-10-27,41.47999954223633
2015-10-28,44.09000015258789
2015-10-29,43.13999938964844
2015-10-30,41.84000015258789
2015-11-02,44.77000045776367
