,FCEL
2015-02-10,182.8800048828125
2015-02-11,191.52000427246094
2015-02-12,188.63999938964844
2015-02-13,188.63999938964844
2015-02-17,185.75999450683594
2015-02-18,182.8800048828125
2015-02-19,185.75999450683594
2015-02-20,191.52000427246094
2015-02-23,188.63999938964844
2015-02-24,188.63999938964844
2015-02-25,182.8800048828125
2015-02-26,180.0
2015-02-27,188.63999938964844
2015-03-02,191.52000427246094
2015-03-03,184.32000732421875
2015-03-04,184.32000732421875
2015-03-05,190.0800018310547
2015-03-06,203.0399932861328
2015-03-09,187.1999969482422
2015-03-10,184.32000732421875
2015-03-11,188.63999938964844
2015-03-12,184.32000732421875
2015-03-13,178.55999755859375
2015-03-16,184.32000732421875
2015-03-17,175.67999267578125
2015-03-18,178.55999755859375
2015-03-19,188.63999938964844
2015-03-20,187.1999969482422
2015-03-23,188.63999938964844
2015-03-24,185.75999450683594
2015-03-25,178.55999755859375
2015-03-26,178.55999755859375
2015-03-27,178.55999755859375
2015-03-30,177.1199951171875
2015-03-31,180.0
2015-04-01,180.0
2015-04-02,182.8800048828125
2015-04-06,191.52000427246094
2015-04-07,185.75999450683594
2015-04-08,188.63999938964844
2015-04-09,187.1999969482422
2015-04-10,184.32000732421875
2015-04-13,184.32000732421875
2015-04-14,185.75999450683594
2015-04-15,184.32000732421875
2015-04-16,181.44000244140625
2015-04-17,184.32000732421875
2015-04-20,191.52000427246094
2015-04-21,188.63999938964844
2015-04-22,187.1999969482422
2015-04-23,188.63999938964844
2015-04-24,187.1999969482422
2015-04-27,185.75999450683594
2015-04-28,182.8800048828125
2015-04-29,181.44000244140625
2015-04-30,177.1199951171875
2015-05-01,178.55999755859375
2015-05-04,175.67999267578125
2015-05-05,180.0
2015-05-06,178.55999755859375
2015-05-07,177.1199951171875
2015-05-08,174.24000549316406
2015-05-11,178.55999755859375
2015-05-12,180.0
2015-05-13,178.55999755859375
2015-05-14,181.44000244140625
2015-05-15,177.1199951171875
2015-05-18,175.67999267578125
2015-05-19,172.8000030517578
2015-05-20,167.0399932861328
2015-05-21,169.9199981689453
2015-05-22,168.47999572753906
2015-05-26,164.16000366210938
2015-05-27,172.8000030517578
2015-05-28,175.67999267578125
2015-05-29,177.1199951171875
2015-06-01,169.9199981689453
2015-06-02,177.1199951171875
2015-06-03,177.1199951171875
2015-06-04,175.67999267578125
2015-06-05,175.67999267578125
2015-06-08,174.24000549316406
2015-06-09,165.60000610351562
2015-06-10,161.27999877929688
2015-06-11,159.83999633789062
2015-06-12,158.39999389648438
2015-06-15,155.52000427246094
2015-06-16,151.1999969482422
2015-06-17,152.63999938964844
2015-06-18,154.0800018310547
2015-06-19,148.32000732421875
2015-06-22,136.8000030517578
2015-06-23,138.24000549316406
2015-06-24,136.8000030517578
2015-06-25,144.0
2015-06-26,148.32000732421875
2015-06-29,145.44000244140625
2015-06-30,141.1199951171875
2015-07-01,133.9199981689453
2015-07-02,131.0399932861328
2015-07-06,129.60000610351562
2015-07-07,132.47999572753906
2015-07-08,131.0399932861328
2015-07-09,129.60000610351562
2015-07-10,126.72000122070312
2015-07-13,131.0399932861328
2015-07-14,133.9199981689453
2015-07-15,131.0399932861328
2015-07-16,132.47999572753906
2015-07-17,132.47999572753906
2015-07-20,129.60000610351562
2015-07-21,128.16000366210938
2015-07-22,128.16000366210938
2015-07-23,125.27999877929688
2015-07-24,120.95999908447266
2015-07-27,118.08000183105469
2015-07-28,122.4000015258789
2015-07-29,128.16000366210938
2015-07-30,120.95999908447266
2015-07-31,120.95999908447266
2015-08-03,116.63999938964844
2015-08-04,115.19999694824219
2015-08-05,109.44000244140625
2015-08-06,105.12000274658203
2015-08-07,99.36000061035156
2015-08-10,128.16000366210938
2015-08-11,119.5199966430664
2015-08-12,120.95999908447266
2015-08-13,116.63999938964844
2015-08-14,116.63999938964844
2015-08-17,115.19999694824219
2015-08-18,119.5199966430664
2015-08-19,118.08000183105469
2015-08-20,112.31999969482422
2015-08-21,106.55999755859375
2015-08-24,100.80000305175781
2015-08-25,106.55999755859375
2015-08-26,105.12000274658203
2015-08-27,106.55999755859375
2015-08-28,115.19999694824219
2015-08-31,119.5199966430664
2015-09-01,120.95999908447266
2015-09-02,126.72000122070312
2015-09-03,123.83999633789062
2015-09-04,131.0399932861328
2015-09-08,129.60000610351562
2015-09-09,133.9199981689453
2015-09-10,138.24000549316406
2015-09-11,135.36000061035156
2015-09-14,132.47999572753906
2015-09-15,131.0399932861328
2015-09-16,133.9199981689453
2015-09-17,132.47999572753906
2015-09-18,123.83999633789062
2015-09-21,122.4000015258789
2015-09-22,118.08000183105469
2015-09-23,110.87999725341797
2015-09-24,105.12000274658203
2015-09-25,100.80000305175781
2015-09-28,106.55999755859375
2015-09-29,96.4800033569336
2015-09-30,106.55999755859375
2015-10-01,102.23999786376953
2015-10-02,105.12000274658203
2015-10-05,120.95999908447266
2015-10-06,123.83999633789062
2015-10-07,135.36000061035156
2015-10-08,132.47999572753906
2015-10-09,132.47999572753906
2015-10-12,126.72000122070312
2015-10-13,122.4000015258789
2015-10-14,123.83999633789062
2015-10-15,129.60000610351562
2015-10-16,128.16000366210938
2015-10-19,125.27999877929688
2015-10-20,119.5199966430664
2015-10-21,115.19999694824219
2015-10-22,122.4000015258789
2015-10-23,119.5199966430664
2015-10-26,119.5199966430664
2015-10-27,112.31999969482422
2015-10-28,123.83999633789062
2015-10-29,119.5199966430664
2015-10-30,126.72000122070312
2015-11-02,131.0399932861328
2015-11-03,135.36000061035156
2015-11-04,138.24000549316406
2015-11-05,131.0399932861328
2015-11-06,135.36000061035156
2015-11-09,128.16000366210938
2015-11-10,120.95999908447266
2015-11-11,119.5199966430664
2015-11-12,116.63999938964844
2015-11-13,116.63999938964844
2015-11-16,115.19999694824219
2015-11-17,110.87999725341797
2015-11-18,112.31999969482422
2015-11-19,109.44000244140625
2015-11-20,113.76000213623047
2015-11-23,116.63999938964844
2015-11-24,122.4000015258789
2015-11-25,120.95999908447266
2015-11-27,122.4000015258789
2015-11-30,123.83999633789062
2015-12-01,125.27999877929688
2015-12-02,125.27999877929688
2015-12-03,118.08000183105469
2015-12-04,96.5999984741211
2015-12-07,94.31999969482422
2015-12-08,80.4000015258789
2015-12-09,84.72000122070312
2015-12-10,82.08000183105469
2015-12-11,77.76000213623047
2015-12-14,76.55999755859375
2015-12-15,66.4800033569336
2015-12-16,65.5199966430664
2015-12-17,68.27999877929688
2015-12-18,66.5999984741211
2015-12-21,67.55999755859375
2015-12-22,65.87999725341797
2015-12-23,66.12000274658203
2015-12-24,65.76000213623047
2015-12-28,63.2400016784668
2015-12-29,62.7599983215332
2015-12-30,61.560001373291016
2015-12-31,59.52000045776367
2016-01-04,66.95999908447266
2016-01-05,70.55999755859375
2016-01-06,74.04000091552734
2016-01-07,63.84000015258789
2016-01-08,73.91999816894531
2016-01-11,70.55999755859375
2016-01-12,66.0
2016-01-13,62.400001525878906
2016-01-14,61.439998626708984
2016-01-15,59.15999984741211
2016-01-19,59.400001525878906
2016-01-20,59.040000915527344
2016-01-21,60.2400016784668
2016-01-22,63.599998474121094
2016-01-25,60.599998474121094
2016-01-26,62.63999938964844
2016-01-27,62.7599983215332
2016-01-28,62.52000045776367
2016-01-29,63.959999084472656
2016-02-01,63.36000061035156
2016-02-02,60.720001220703125
2016-02-03,61.08000183105469
2016-02-04,62.279998779296875
2016-02-05,60.84000015258789
2016-02-08,59.15999984741211
2016-02-09,57.720001220703125
2016-02-10,57.36000061035156
2016-02-11,56.400001525878906
2016-02-12,57.36000061035156
2016-02-16,59.7599983215332
2016-02-17,62.040000915527344
2016-02-18,62.040000915527344
2016-02-19,59.63999938964844
2016-02-22,61.68000030517578
2016-02-23,59.15999984741211
2016-02-24,61.439998626708984
2016-02-25,60.2400016784668
2016-02-26,64.08000183105469
2016-02-29,68.5199966430664
2016-03-01,67.55999755859375
2016-03-02,72.23999786376953
2016-03-03,77.4000015258789
2016-03-04,76.68000030517578
2016-03-07,81.5999984741211
2016-03-08,76.91999816894531
2016-03-09,84.83999633789062
2016-03-10,74.5199966430664
2016-03-11,76.31999969482422
2016-03-14,86.87999725341797
2016-03-15,84.83999633789062
2016-03-16,86.4000015258789
2016-03-17,92.63999938964844
2016-03-18,95.87999725341797
2016-03-21,90.5999984741211
2016-03-22,89.5199966430664
2016-03-23,82.19999694824219
2016-03-24,83.27999877929688
2016-03-28,81.23999786376953
2016-03-29,83.87999725341797
2016-03-30,80.63999938964844
2016-03-31,81.23999786376953
2016-04-01,78.72000122070312
2016-04-04,78.83999633789062
2016-04-05,78.5999984741211
2016-04-06,79.68000030517578
2016-04-07,77.27999877929688
2016-04-08,77.4000015258789
2016-04-11,80.5199966430664
2016-04-12,85.31999969482422
2016-04-13,87.0
2016-04-14,85.31999969482422
2016-04-15,83.5199966430664
2016-04-18,83.5199966430664
2016-04-19,81.83999633789062
2016-04-20,81.36000061035156
2016-04-21,80.76000213623047
2016-04-22,81.83999633789062
2016-04-25,78.95999908447266
2016-04-26,79.68000030517578
2016-04-27,78.36000061035156
2016-04-28,76.19999694824219
2016-04-29,71.5199966430664
2016-05-02,72.95999908447266
2016-05-03,68.16000366210938
2016-05-04,66.95999908447266
2016-05-05,70.68000030517578
2016-05-06,68.27999877929688
2016-05-09,67.91999816894531
2016-05-10,71.5199966430664
2016-05-11,70.08000183105469
2016-05-12,70.31999969482422
2016-05-13,71.76000213623047
2016-05-16,74.5199966430664
2016-05-17,75.4800033569336
2016-05-18,73.08000183105469
2016-05-19,71.5199966430664
2016-05-20,74.16000366210938
2016-05-23,73.80000305175781
2016-05-24,73.68000030517578
2016-05-25,77.04000091552734
2016-05-26,76.91999816894531
2016-05-27,81.4800033569336
2016-05-31,91.80000305175781
2016-06-01,96.0
2016-06-02,98.76000213623047
2016-06-03,98.63999938964844
2016-06-06,103.31999969482422
2016-06-07,91.44000244140625
2016-06-08,88.08000183105469
2016-06-09,73.44000244140625
2016-06-10,70.80000305175781
2016-06-13,64.91999816894531
2016-06-14,64.80000305175781
2016-06-15,65.16000366210938
2016-06-16,63.84000015258789
2016-06-17,66.36000061035156
2016-06-20,65.63999938964844
2016-06-21,65.16000366210938
2016-06-22,63.959999084472656
2016-06-23,66.0
2016-06-24,62.400001525878906
2016-06-27,65.4000015258789
2016-06-28,69.4800033569336
2016-06-29,75.5999984741211
2016-06-30,74.63999938964844
2016-07-01,76.44000244140625
2016-07-05,71.27999877929688
2016-07-06,70.08000183105469
2016-07-07,69.95999908447266
2016-07-08,68.76000213623047
2016-07-11,66.36000061035156
2016-07-12,64.68000030517578
2016-07-13,63.720001220703125
2016-07-14,64.68000030517578
2016-07-15,63.0
2016-07-18,64.68000030517578
2016-07-19,63.959999084472656
2016-07-20,65.63999938964844
2016-07-21,65.76000213623047
2016-07-22,65.63999938964844
2016-07-25,65.87999725341797
2016-07-26,65.04000091552734
2016-07-27,65.16000366210938
2016-07-28,65.04000091552734
2016-07-29,64.68000030517578
2016-08-01,62.7599983215332
2016-08-02,62.400001525878906
2016-08-03,61.20000076293945
2016-08-04,60.84000015258789
2016-08-05,63.2400016784668
2016-08-08,64.80000305175781
2016-08-09,63.119998931884766
2016-08-10,63.119998931884766
2016-08-11,63.2400016784668
2016-08-12,62.400001525878906
2016-08-15,64.31999969482422
2016-08-16,62.880001068115234
2016-08-17,63.599998474121094
2016-08-18,63.599998474121094
2016-08-19,64.19999694824219
2016-08-22,62.7599983215332
2016-08-23,64.08000183105469
2016-08-24,61.91999816894531
2016-08-25,62.63999938964844
2016-08-26,63.119998931884766
2016-08-29,64.08000183105469
2016-08-30,63.36000061035156
2016-08-31,61.91999816894531
2016-09-01,61.91999816894531
2016-09-02,63.36000061035156
2016-09-06,63.720001220703125
2016-09-07,63.2400016784668
2016-09-08,63.599998474121094
2016-09-09,62.15999984741211
2016-09-12,61.560001373291016
2016-09-13,60.599998474121094
2016-09-14,60.47999954223633
2016-09-15,60.84000015258789
2016-09-16,60.599998474121094
2016-09-19,61.20000076293945
2016-09-20,60.959999084472656
2016-09-21,64.08000183105469
2016-09-22,63.599998474121094
2016-09-23,63.47999954223633
2016-09-26,63.2400016784668
2016-09-27,63.36000061035156
2016-09-28,64.80000305175781
2016-09-29,64.19999694824219
2016-09-30,65.04000091552734
2016-10-03,65.5199966430664
2016-10-04,66.0
2016-10-05,66.23999786376953
2016-10-06,65.16000366210938
2016-10-07,62.63999938964844
2016-10-10,63.599998474121094
2016-10-11,60.599998474121094
2016-10-12,61.20000076293945
2016-10-13,59.400001525878906
2016-10-14,60.0
2016-10-17,58.20000076293945
2016-10-18,58.79999923706055
2016-10-19,61.20000076293945
2016-10-20,63.599998474121094
2016-10-21,61.20000076293945
2016-10-24,62.400001525878906
2016-10-25,45.0
2016-10-26,44.400001525878906
2016-10-27,43.79999923706055
2016-10-28,42.599998474121094
2016-10-31,40.20000076293945
2016-11-01,36.0
2016-11-02,37.20000076293945
2016-11-03,33.599998474121094
2016-11-04,35.400001525878906
2016-11-07,35.400001525878906
2016-11-08,36.0
2016-11-09,36.599998474121094
2016-11-10,35.400001525878906
2016-11-11,37.20000076293945
2016-11-14,37.79999923706055
2016-11-15,37.79999923706055
2016-11-16,36.599998474121094
2016-11-17,36.0
2016-11-18,37.20000076293945
2016-11-21,36.599998474121094
2016-11-22,35.400001525878906
2016-11-23,34.560001373291016
2016-11-25,34.79999923706055
2016-11-28,33.0
2016-11-29,26.399999618530273
2016-11-30,27.0
2016-12-01,24.0
2016-12-02,24.0
2016-12-05,26.399999618530273
2016-12-06,24.600000381469727
2016-12-07,25.200000762939453
2016-12-08,24.600000381469727
2016-12-09,25.200000762939453
2016-12-12,22.799999237060547
2016-12-13,23.399999618530273
2016-12-14,22.799999237060547
2016-12-15,22.799999237060547
2016-12-16,23.399999618530273
2016-12-19,25.200000762939453
2016-12-20,26.399999618530273
2016-12-21,24.600000381469727
2016-12-22,23.399999618530273
2016-12-23,24.0
2016-12-27,24.0
2016-12-28,22.200000762939453
2016-12-29,21.959999084472656
2016-12-30,21.0
2017-01-03,21.600000381469727
2017-01-04,22.799999237060547
2017-01-05,23.399999618530273
2017-01-06,24.0
2017-01-09,23.399999618530273
2017-01-10,23.399999618530273
2017-01-11,23.399999618530273
2017-01-12,22.799999237060547
2017-01-13,22.799999237060547
2017-01-17,21.600000381469727
2017-01-18,21.0
2017-01-19,21.0
2017-01-20,20.399999618530273
2017-01-23,19.799999237060547
2017-01-24,19.200000762939453
2017-01-25,18.0
2017-01-26,18.600000381469727
2017-01-27,18.600000381469727
2017-01-30,18.0
2017-01-31,18.0
2017-02-01,16.799999237060547
2017-02-02,16.799999237060547
2017-02-03,16.799999237060547
2017-02-06,16.799999237060547
2017-02-07,16.799999237060547
2017-02-08,15.600000381469727
2017-02-09,15.0
2017-02-10,18.0
2017-02-13,19.799999237060547
2017-02-14,19.799999237060547
2017-02-15,19.799999237060547
2017-02-16,20.15999984741211
2017-02-17,19.200000762939453
2017-02-21,19.559999465942383
2017-02-22,19.200000762939453
2017-02-23,18.360000610351562
2017-02-24,18.360000610351562
2017-02-27,19.200000762939453
2017-02-28,18.600000381469727
2017-03-01,19.799999237060547
2017-03-02,20.399999618530273
2017-03-03,21.0
2017-03-06,18.959999084472656
2017-03-07,18.0
2017-03-08,18.0
2017-03-09,16.799999237060547
2017-03-10,16.799999237060547
2017-03-13,17.399999618530273
2017-03-14,16.200000762939453
2017-03-15,16.799999237060547
2017-03-16,16.559999465942383
2017-03-17,16.200000762939453
2017-03-20,16.200000762939453
2017-03-21,17.399999618530273
2017-03-22,16.799999237060547
2017-03-23,16.559999465942383
2017-03-24,16.200000762939453
2017-03-27,16.799999237060547
2017-03-28,16.799999237060547
2017-03-29,16.200000762939453
2017-03-30,17.15999984741211
2017-03-31,16.559999465942383
2017-04-03,16.200000762939453
2017-04-04,16.559999465942383
2017-04-05,17.399999618530273
2017-04-06,18.0
2017-04-07,19.200000762939453
2017-04-10,21.0
2017-04-11,22.799999237060547
2017-04-12,19.799999237060547
2017-04-13,19.799999237060547
2017-04-17,18.959999084472656
2017-04-18,18.360000610351562
2017-04-19,18.600000381469727
2017-04-20,18.600000381469727
2017-04-21,18.0
2017-04-24,18.360000610351562
2017-04-25,19.200000762939453
2017-04-26,18.600000381469727
2017-04-27,19.200000762939453
2017-04-28,13.800000190734863
2017-05-01,14.399999618530273
2017-05-02,12.960000038146973
2017-05-03,13.199999809265137
2017-05-04,12.239999771118164
2017-05-05,12.600000381469727
2017-05-08,13.5600004196167
2017-05-09,13.5600004196167
2017-05-10,13.199999809265137
2017-05-11,13.5600004196167
2017-05-12,12.600000381469727
2017-05-15,12.960000038146973
2017-05-16,12.0
2017-05-17,11.15999984741211
2017-05-18,10.319999694824219
2017-05-19,11.15999984741211
2017-05-22,11.520000457763672
2017-05-23,11.15999984741211
2017-05-24,10.920000076293945
2017-05-25,11.15999984741211
2017-05-26,11.520000457763672
2017-05-30,11.760000228881836
2017-05-31,11.520000457763672
2017-06-01,12.119999885559082
2017-06-02,13.079999923706055
2017-06-05,13.4399995803833
2017-06-06,12.359999656677246
2017-06-07,12.960000038146973
2017-06-08,12.479999542236328
2017-06-09,13.199999809265137
2017-06-12,13.199999809265137
2017-06-13,13.680000305175781
2017-06-14,13.800000190734863
2017-06-15,13.4399995803833
2017-06-16,13.199999809265137
2017-06-19,13.5600004196167
2017-06-20,13.920000076293945
2017-06-21,14.039999961853027
2017-06-22,15.119999885559082
2017-06-23,14.399999618530273
2017-06-26,15.600000381469727
2017-06-27,16.559999465942383
2017-06-28,16.68000030517578
2017-06-29,15.479999542236328
2017-06-30,14.880000114440918
2017-07-03,15.119999885559082
2017-07-05,15.0
2017-07-06,14.640000343322754
2017-07-07,15.0
2017-07-10,15.720000267028809
2017-07-11,16.440000534057617
2017-07-12,16.440000534057617
2017-07-13,16.799999237060547
2017-07-14,17.040000915527344
2017-07-17,17.520000457763672
2017-07-18,17.15999984741211
2017-07-19,16.920000076293945
2017-07-20,17.15999984741211
2017-07-21,17.280000686645508
2017-07-24,17.399999618530273
2017-07-25,17.760000228881836
2017-07-26,19.079999923706055
2017-07-27,18.600000381469727
2017-07-28,18.84000015258789
2017-07-31,18.600000381469727
2017-08-01,18.479999542236328
2017-08-02,18.600000381469727
2017-08-03,19.079999923706055
2017-08-04,19.31999969482422
2017-08-07,19.200000762939453
2017-08-08,18.959999084472656
2017-08-09,18.1200008392334
2017-08-10,17.040000915527344
2017-08-11,16.559999465942383
2017-08-14,17.520000457763672
2017-08-15,17.399999618530273
2017-08-16,16.920000076293945
2017-08-17,17.280000686645508
2017-08-18,16.920000076293945
2017-08-21,16.68000030517578
2017-08-22,17.399999618530273
2017-08-23,17.520000457763672
2017-08-24,17.639999389648438
2017-08-25,17.760000228881836
2017-08-28,17.8799991607666
2017-08-29,17.760000228881836
2017-08-30,17.8799991607666
2017-08-31,18.479999542236328
2017-09-01,19.200000762939453
2017-09-05,18.479999542236328
2017-09-06,18.0
2017-09-07,18.239999771118164
2017-09-08,17.8799991607666
2017-09-11,18.0
2017-09-12,18.0
2017-09-13,18.600000381469727
2017-09-14,18.360000610351562
2017-09-15,17.8799991607666
2017-09-18,17.639999389648438
2017-09-19,18.719999313354492
2017-09-20,19.799999237060547
2017-09-21,19.799999237060547
2017-09-22,20.8799991607666
2017-09-25,21.600000381469727
2017-09-26,21.479999542236328
2017-09-27,20.8799991607666
2017-09-28,20.399999618530273
2017-09-29,21.0
2017-10-02,22.079999923706055
2017-10-03,22.68000030517578
2017-10-04,26.639999389648438
2017-10-05,27.1200008392334
2017-10-06,27.1200008392334
2017-10-09,25.68000030517578
2017-10-10,24.959999084472656
2017-10-11,25.920000076293945
2017-10-12,26.040000915527344
2017-10-13,25.799999237060547
2017-10-16,25.559999465942383
2017-10-17,24.479999542236328
2017-10-18,25.559999465942383
2017-10-19,25.200000762939453
2017-10-20,26.040000915527344
2017-10-23,26.15999984741211
2017-10-24,26.399999618530273
2017-10-25,25.31999969482422
2017-10-26,25.559999465942383
2017-10-27,26.040000915527344
2017-10-30,25.68000030517578
2017-10-31,26.280000686645508
2017-11-01,25.68000030517578
2017-11-02,26.8799991607666
2017-11-03,26.520000457763672
2017-11-06,26.760000228881836
2017-11-07,26.040000915527344
2017-11-08,25.440000534057617
2017-11-09,23.8799991607666
2017-11-10,24.959999084472656
2017-11-13,23.399999618530273
2017-11-14,19.559999465942383
2017-11-15,18.719999313354492
2017-11-16,19.079999923706055
2017-11-17,18.959999084472656
2017-11-20,18.719999313354492
2017-11-21,19.079999923706055
2017-11-22,18.84000015258789
2017-11-24,20.639999389648438
2017-11-27,20.15999984741211
2017-11-28,19.920000076293945
2017-11-29,19.559999465942383
2017-11-30,20.520000457763672
2017-12-01,20.280000686645508
2017-12-04,20.280000686645508
2017-12-05,21.1200008392334
2017-12-06,21.84000015258789
2017-12-07,24.0
2017-12-08,24.239999771118164
2017-12-11,23.399999618530273
2017-12-12,22.68000030517578
2017-12-13,22.440000534057617
2017-12-14,22.31999969482422
2017-12-15,22.31999969482422
2017-12-18,21.0
2017-12-19,21.600000381469727
2017-12-20,21.239999771118164
2017-12-21,20.8799991607666
2017-12-22,20.760000228881836
2017-12-26,20.280000686645508
2017-12-27,20.520000457763672
2017-12-28,20.760000228881836
2017-12-29,20.399999618530273
2018-01-02,20.8799991607666
2018-01-03,20.760000228881836
2018-01-04,21.1200008392334
2018-01-05,20.639999389648438
2018-01-08,20.8799991607666
2018-01-09,20.8799991607666
2018-01-10,22.200000762939453
2018-01-11,24.1200008392334
2018-01-12,23.760000228881836
2018-01-16,23.399999618530273
2018-01-17,22.920000076293945
2018-01-18,22.31999969482422
2018-01-19,23.040000915527344
2018-01-22,23.040000915527344
2018-01-23,22.68000030517578
2018-01-24,22.440000534057617
2018-01-25,21.719999313354492
2018-01-26,20.399999618530273
2018-01-29,21.1200008392334
2018-01-30,20.520000457763672
2018-01-31,20.040000915527344
2018-02-01,20.520000457763672
2018-02-02,19.920000076293945
2018-02-05,18.600000381469727
2018-02-06,18.479999542236328
2018-02-07,19.31999969482422
2018-02-08,19.079999923706055
2018-02-09,19.799999237060547
2018-02-12,21.239999771118164
2018-02-13,21.600000381469727
2018-02-14,21.600000381469727
2018-02-15,21.1200008392334
2018-02-16,20.8799991607666
2018-02-20,20.639999389648438
2018-02-21,20.760000228881836
2018-02-22,20.520000457763672
2018-02-23,20.760000228881836
2018-02-26,20.520000457763672
2018-02-27,19.559999465942383
2018-02-28,19.799999237060547
2018-03-01,19.920000076293945
2018-03-02,20.15999984741211
2018-03-05,20.520000457763672
2018-03-06,21.1200008392334
2018-03-07,20.520000457763672
2018-03-08,21.600000381469727
2018-03-09,21.84000015258789
2018-03-12,22.200000762939453
2018-03-13,21.600000381469727
2018-03-14,20.8799991607666
2018-03-15,20.520000457763672
2018-03-16,21.600000381469727
2018-03-19,22.200000762939453
2018-03-20,22.200000762939453
2018-03-21,21.719999313354492
2018-03-22,21.600000381469727
2018-03-23,21.360000610351562
2018-03-26,21.84000015258789
2018-03-27,21.0
2018-03-28,20.639999389648438
2018-03-29,20.760000228881836
2018-04-02,20.760000228881836
2018-04-03,20.399999618530273
2018-04-04,20.760000228881836
2018-04-05,21.360000610351562
2018-04-06,21.600000381469727
2018-04-09,22.31999969482422
2018-04-10,23.520000457763672
2018-04-11,25.079999923706055
2018-04-12,24.479999542236328
2018-04-13,24.1200008392334
2018-04-16,24.360000610351562
2018-04-17,24.479999542236328
2018-04-18,24.959999084472656
2018-04-19,24.479999542236328
2018-04-20,23.8799991607666
2018-04-23,23.760000228881836
2018-04-24,23.399999618530273
2018-04-25,22.68000030517578
2018-04-26,22.68000030517578
2018-04-27,23.040000915527344
2018-04-30,22.31999969482422
2018-05-01,23.040000915527344
2018-05-02,22.920000076293945
2018-05-03,22.799999237060547
2018-05-04,23.399999618530273
2018-05-07,23.520000457763672
2018-05-08,22.799999237060547
2018-05-09,23.15999984741211
2018-05-10,23.280000686645508
2018-05-11,23.399999618530273
2018-05-14,23.040000915527344
2018-05-15,21.84000015258789
2018-05-16,22.799999237060547
2018-05-17,22.68000030517578
2018-05-18,22.68000030517578
2018-05-21,22.68000030517578
2018-05-22,23.040000915527344
2018-05-23,22.799999237060547
2018-05-24,22.559999465942383
2018-05-25,22.31999969482422
2018-05-29,21.959999084472656
2018-05-30,22.31999969482422
2018-05-31,22.440000534057617
2018-06-01,23.15999984741211
2018-06-04,23.280000686645508
2018-06-05,23.040000915527344
2018-06-06,23.040000915527344
2018-06-07,20.8799991607666
2018-06-08,21.0
2018-06-11,21.1200008392334
2018-06-12,21.959999084472656
2018-06-13,21.959999084472656
2018-06-14,21.239999771118164
2018-06-15,20.15999984741211
2018-06-18,19.920000076293945
2018-06-19,20.040000915527344
2018-06-20,19.920000076293945
2018-06-21,16.440000534057617
2018-06-22,17.399999618530273
2018-06-25,16.68000030517578
2018-06-26,16.440000534057617
2018-06-27,15.84000015258789
2018-06-28,16.079999923706055
2018-06-29,15.84000015258789
2018-07-02,16.079999923706055
2018-07-03,16.200000762939453
2018-07-05,16.920000076293945
2018-07-06,16.799999237060547
2018-07-09,16.799999237060547
2018-07-10,16.200000762939453
2018-07-11,15.960000038146973
2018-07-12,16.079999923706055
2018-07-13,15.960000038146973
2018-07-16,15.84000015258789
2018-07-17,15.960000038146973
2018-07-18,17.399999618530273
2018-07-19,17.15999984741211
2018-07-20,16.920000076293945
2018-07-23,16.440000534057617
2018-07-24,16.200000762939453
2018-07-25,16.440000534057617
2018-07-26,16.079999923706055
2018-07-27,15.600000381469727
2018-07-30,15.239999771118164
2018-07-31,15.600000381469727
2018-08-01,15.960000038146973
2018-08-02,15.479999542236328
2018-08-03,15.0
2018-08-06,14.520000457763672
2018-08-07,13.920000076293945
2018-08-08,12.960000038146973
2018-08-09,14.399999618530273
2018-08-10,14.15999984741211
2018-08-13,13.199999809265137
2018-08-14,12.84000015258789
2018-08-15,12.359999656677246
2018-08-16,13.680000305175781
2018-08-17,14.039999961853027
2018-08-20,13.4399995803833
2018-08-21,13.319999694824219
2018-08-22,13.5600004196167
2018-08-23,13.680000305175781
2018-08-24,13.800000190734863
2018-08-27,12.960000038146973
2018-08-28,12.84000015258789
2018-08-29,12.960000038146973
2018-08-30,13.4399995803833
2018-08-31,14.039999961853027
2018-09-04,13.680000305175781
2018-09-05,14.399999618530273
2018-09-06,13.800000190734863
2018-09-07,13.4399995803833
2018-09-10,12.720000267028809
2018-09-11,12.720000267028809
2018-09-12,12.960000038146973
2018-09-13,13.079999923706055
2018-09-14,12.720000267028809
2018-09-17,12.600000381469727
2018-09-18,12.84000015258789
2018-09-19,12.84000015258789
2018-09-20,13.319999694824219
2018-09-21,12.960000038146973
2018-09-24,12.84000015258789
2018-09-25,13.5600004196167
2018-09-26,13.199999809265137
2018-09-27,13.079999923706055
2018-09-28,12.84000015258789
2018-10-01,13.199999809265137
2018-10-02,12.720000267028809
2018-10-03,13.079999923706055
2018-10-04,12.84000015258789
2018-10-05,12.479999542236328
2018-10-08,12.359999656677246
2018-10-09,12.479999542236328
2018-10-10,11.880000114440918
2018-10-11,11.520000457763672
2018-10-12,11.520000457763672
2018-10-15,12.0
2018-10-16,11.880000114440918
2018-10-17,11.880000114440918
2018-10-18,11.640000343322754
2018-10-19,11.399999618530273
2018-10-22,10.5600004196167
2018-10-23,9.960000038146973
2018-10-24,9.479999542236328
2018-10-25,10.4399995803833
2018-10-26,10.199999809265137
2018-10-29,10.079999923706055
2018-10-30,10.5600004196167
2018-10-31,10.199999809265137
2018-11-01,10.680000305175781
2018-11-02,10.4399995803833
2018-11-05,10.800000190734863
2018-11-06,11.039999961853027
2018-11-07,11.279999732971191
2018-11-08,10.920000076293945
