,ALCO
2004-04-16,34.2599983215332
2004-04-19,34.310001373291016
2004-04-20,33.86000061035156
2004-04-21,33.90999984741211
2004-04-22,33.90999984741211
2004-04-23,33.16999816894531
2004-04-26,33.66999816894531
2004-04-27,34.5
2004-04-28,33.849998474121094
2004-04-29,33.9900016784668
2004-04-30,33.43000030517578
2004-05-03,34.47999954223633
2004-05-04,34.790000915527344
2004-05-05,34.77000045776367
2004-05-06,34.970001220703125
2004-05-07,33.0099983215332
2004-05-10,32.25
2004-05-11,32.5
2004-05-12,32.58000183105469
2004-05-13,33.4900016784668
2004-05-14,32.25
2004-05-17,33.220001220703125
2004-05-18,33.0
2004-05-19,32.95000076293945
2004-05-20,32.06999969482422
2004-05-21,33.93000030517578
2004-05-24,34.15999984741211
2004-05-25,34.25
2004-05-26,34.630001068115234
2004-05-27,34.84000015258789
2004-05-28,35.31999969482422
2004-06-01,35.0
2004-06-02,35.0
2004-06-03,34.52000045776367
2004-06-04,35.0
2004-06-07,35.11000061035156
2004-06-08,35.099998474121094
2004-06-09,34.599998474121094
2004-06-10,35.15999984741211
2004-06-14,34.599998474121094
2004-06-15,35.25
2004-06-16,36.70000076293945
2004-06-17,37.790000915527344
2004-06-18,38.58000183105469
2004-06-21,38.13999938964844
2004-06-22,38.08000183105469
2004-06-23,38.040000915527344
2004-06-24,38.599998474121094
2004-06-25,39.34000015258789
2004-06-28,38.959999084472656
2004-06-29,39.4900016784668
2004-06-30,40.150001525878906
2004-07-01,40.16999816894531
2004-07-02,40.29999923706055
2004-07-06,39.20000076293945
2004-07-07,38.540000915527344
2004-07-08,38.70000076293945
2004-07-09,39.20000076293945
2004-07-12,38.7400016784668
2004-07-13,39.0
2004-07-14,40.2599983215332
2004-07-15,39.0
2004-07-16,38.58000183105469
2004-07-19,37.560001373291016
2004-07-20,38.29999923706055
2004-07-21,38.0
2004-07-22,38.869998931884766
2004-07-23,38.5
2004-07-26,38.369998931884766
2004-07-27,37.59000015258789
2004-07-28,38.47999954223633
2004-07-29,38.900001525878906
2004-07-30,38.59000015258789
2004-08-02,38.75
2004-08-03,38.9900016784668
2004-08-04,39.4900016784668
2004-08-05,38.599998474121094
2004-08-06,38.599998474121094
2004-08-09,38.959999084472656
2004-08-10,38.7599983215332
2004-08-11,38.52000045776367
2004-08-12,38.86000061035156
2004-08-13,39.18000030517578
2004-08-16,39.9900016784668
2004-08-17,39.58000183105469
2004-08-18,40.459999084472656
2004-08-19,40.619998931884766
2004-08-20,40.7400016784668
2004-08-23,41.439998626708984
2004-08-24,42.88999938964844
2004-08-25,43.84000015258789
2004-08-26,43.34000015258789
2004-08-27,45.84000015258789
2004-08-30,43.79999923706055
2004-08-31,44.02000045776367
2004-09-01,43.970001220703125
2004-09-02,42.869998931884766
2004-09-03,42.970001220703125
2004-09-07,42.810001373291016
2004-09-08,43.18000030517578
2004-09-09,43.47999954223633
2004-09-10,43.70000076293945
2004-09-13,44.099998474121094
2004-09-14,43.75
2004-09-15,43.79999923706055
2004-09-16,44.25
2004-09-17,43.529998779296875
2004-09-20,43.02000045776367
2004-09-21,43.75
2004-09-22,43.41999816894531
2004-09-23,42.90999984741211
2004-09-24,42.59000015258789
2004-09-27,42.5
2004-09-28,42.70000076293945
2004-09-29,42.130001068115234
2004-09-30,42.599998474121094
2004-10-01,44.0099983215332
2004-10-04,51.52000045776367
2004-10-05,50.06999969482422
2004-10-06,51.0
2004-10-07,51.0
2004-10-08,51.279998779296875
2004-10-11,50.220001220703125
2004-10-12,50.20000076293945
2004-10-13,50.279998779296875
2004-10-14,50.27000045776367
2004-10-15,50.209999084472656
2004-10-18,50.41999816894531
2004-10-19,50.54999923706055
2004-10-20,50.900001525878906
2004-10-21,50.849998474121094
2004-10-22,50.84000015258789
2004-10-25,51.0
2004-10-26,50.75
2004-10-27,50.650001525878906
2004-10-28,50.400001525878906
2004-10-29,50.349998474121094
2004-11-01,50.540000915527344
2004-11-02,50.54999923706055
2004-11-03,50.939998626708984
2004-11-04,51.0
2004-11-05,50.75
2004-11-08,51.5
2004-11-09,51.459999084472656
2004-11-10,52.220001220703125
2004-11-11,52.72999954223633
2004-11-12,53.220001220703125
2004-11-15,53.75
2004-11-16,51.900001525878906
2004-11-17,53.0
2004-11-18,52.400001525878906
2004-11-19,52.04999923706055
2004-11-22,53.349998474121094
2004-11-23,54.0
2004-11-24,54.099998474121094
2004-11-26,54.7400016784668
2004-11-29,54.79999923706055
2004-11-30,55.7599983215332
2004-12-01,54.20000076293945
2004-12-02,53.93000030517578
2004-12-03,54.27000045776367
2004-12-06,51.52000045776367
2004-12-07,52.650001525878906
2004-12-08,53.650001525878906
2004-12-09,53.150001525878906
2004-12-10,53.400001525878906
2004-12-13,53.33000183105469
2004-12-14,53.56999969482422
2004-12-15,53.88999938964844
2004-12-16,53.4900016784668
2004-12-17,54.5
2004-12-20,55.04999923706055
2004-12-21,55.45000076293945
2004-12-22,55.97999954223633
2004-12-23,55.34000015258789
2004-12-27,56.25
2004-12-28,56.41999816894531
2004-12-29,57.79999923706055
2004-12-30,58.11000061035156
2004-12-31,58.5
2005-01-03,61.790000915527344
2005-01-04,57.119998931884766
2005-01-05,54.810001373291016
2005-01-06,54.84000015258789
2005-01-07,55.0
2005-01-10,54.779998779296875
2005-01-11,53.75
2005-01-12,52.75
2005-01-13,52.439998626708984
2005-01-14,53.75
2005-01-18,56.61000061035156
2005-01-19,56.06999969482422
2005-01-20,56.33000183105469
2005-01-21,57.779998779296875
2005-01-24,56.90999984741211
2005-01-25,55.95000076293945
2005-01-26,57.369998931884766
2005-01-27,57.84000015258789
2005-01-28,57.790000915527344
2005-01-31,57.5
2005-02-01,57.470001220703125
2005-02-02,58.310001373291016
2005-02-03,57.5
2005-02-04,58.25
2005-02-07,58.11000061035156
2005-02-08,59.150001525878906
2005-02-09,59.099998474121094
2005-02-10,59.11000061035156
2005-02-11,59.34000015258789
2005-02-14,59.0099983215332
2005-02-15,58.43000030517578
2005-02-16,58.34000015258789
2005-02-17,58.68000030517578
2005-02-18,57.02000045776367
2005-02-22,57.0
2005-02-23,56.95000076293945
2005-02-24,57.22999954223633
2005-02-25,57.0
2005-02-28,58.459999084472656
2005-03-01,58.529998779296875
2005-03-02,55.939998626708984
2005-03-03,55.810001373291016
2005-03-04,55.81999969482422
2005-03-07,55.81999969482422
2005-03-08,55.5
2005-03-09,54.5
2005-03-10,54.88999938964844
2005-03-11,54.75
2005-03-14,52.869998931884766
2005-03-15,53.0
2005-03-16,51.7400016784668
2005-03-17,51.56999969482422
2005-03-18,50.75
2005-03-21,50.619998931884766
2005-03-22,50.720001220703125
2005-03-23,50.84000015258789
2005-03-24,50.7599983215332
2005-03-28,51.11000061035156
2005-03-29,51.06999969482422
2005-03-30,51.939998626708984
2005-03-31,52.70000076293945
2005-04-01,52.189998626708984
2005-04-04,53.720001220703125
2005-04-05,53.540000915527344
2005-04-06,52.90999984741211
2005-04-07,52.599998474121094
2005-04-08,51.7599983215332
2005-04-11,51.970001220703125
2005-04-12,52.279998779296875
2005-04-13,51.040000915527344
2005-04-14,52.099998474121094
2005-04-15,50.02000045776367
2005-04-18,49.400001525878906
2005-04-19,50.0
2005-04-20,47.95000076293945
2005-04-21,48.2599983215332
2005-04-22,47.61000061035156
2005-04-25,47.099998474121094
2005-04-26,47.279998779296875
2005-04-27,47.279998779296875
2005-04-28,47.189998626708984
2005-04-29,50.599998474121094
2005-05-02,49.93000030517578
2005-05-03,49.88999938964844
2005-05-04,50.060001373291016
2005-05-05,49.11000061035156
2005-05-06,49.75
2005-05-09,49.209999084472656
2005-05-10,49.20000076293945
2005-05-11,48.93000030517578
2005-05-12,48.459999084472656
2005-05-13,47.58000183105469
2005-05-16,48.560001373291016
2005-05-17,48.41999816894531
2005-05-18,48.90999984741211
2005-05-19,48.5
2005-05-20,49.310001373291016
2005-05-23,48.83000183105469
2005-05-24,49.150001525878906
2005-05-25,49.189998626708984
2005-05-26,49.900001525878906
2005-05-27,49.93000030517578
2005-05-31,51.5099983215332
2005-06-01,52.06999969482422
2005-06-02,52.119998931884766
2005-06-03,51.939998626708984
2005-06-06,51.709999084472656
2005-06-07,51.810001373291016
2005-06-08,51.25
2005-06-09,51.54999923706055
2005-06-10,50.93000030517578
2005-06-13,50.7599983215332
2005-06-14,50.720001220703125
2005-06-15,51.04999923706055
2005-06-16,51.150001525878906
2005-06-17,51.0
2005-06-20,51.150001525878906
2005-06-21,51.13999938964844
2005-06-22,51.150001525878906
2005-06-23,50.16999816894531
2005-06-24,50.7400016784668
2005-06-27,50.5
2005-06-28,50.810001373291016
2005-06-29,50.529998779296875
2005-06-30,51.43000030517578
2005-07-01,51.970001220703125
2005-07-05,51.650001525878906
2005-07-06,51.220001220703125
2005-07-07,51.540000915527344
2005-07-08,52.029998779296875
2005-07-11,52.75
2005-07-12,53.06999969482422
2005-07-13,53.709999084472656
2005-07-14,54.34000015258789
2005-07-15,54.2400016784668
2005-07-18,54.20000076293945
2005-07-19,53.47999954223633
2005-07-20,53.29999923706055
2005-07-21,53.439998626708984
2005-07-22,54.529998779296875
2005-07-25,55.25
2005-07-26,56.060001373291016
2005-07-27,55.279998779296875
2005-07-28,55.790000915527344
2005-07-29,56.439998626708984
2005-08-01,55.560001373291016
2005-08-02,54.880001068115234
2005-08-03,54.66999816894531
2005-08-04,53.779998779296875
2005-08-05,52.9900016784668
2005-08-08,53.13999938964844
2005-08-09,53.060001373291016
2005-08-10,52.939998626708984
2005-08-11,52.52000045776367
2005-08-12,50.97999954223633
2005-08-15,49.279998779296875
2005-08-16,49.459999084472656
2005-08-17,49.0
2005-08-18,48.0099983215332
2005-08-19,48.540000915527344
2005-08-22,49.52000045776367
2005-08-23,48.95000076293945
2005-08-24,49.5
2005-08-25,49.220001220703125
2005-08-26,49.310001373291016
2005-08-29,49.349998474121094
2005-08-30,49.20000076293945
2005-08-31,51.9900016784668
2005-09-01,51.04999923706055
2005-09-02,50.130001068115234
2005-09-06,50.689998626708984
2005-09-07,50.20000076293945
2005-09-08,50.20000076293945
2005-09-09,50.95000076293945
2005-09-12,50.4900016784668
2005-09-13,49.959999084472656
2005-09-14,49.81999969482422
2005-09-15,49.58000183105469
2005-09-16,50.41999816894531
2005-09-19,49.38999938964844
2005-09-20,48.970001220703125
2005-09-21,49.0099983215332
2005-09-22,49.439998626708984
2005-09-23,48.97999954223633
2005-09-26,48.63999938964844
2005-09-27,49.72999954223633
2005-09-28,49.13999938964844
2005-09-29,49.77000045776367
2005-09-30,51.29999923706055
2005-10-03,48.72999954223633
2005-10-04,48.38999938964844
2005-10-05,45.939998626708984
2005-10-06,46.0
2005-10-07,45.70000076293945
2005-10-10,45.5
2005-10-11,45.38999938964844
2005-10-12,43.689998626708984
2005-10-13,43.2599983215332
2005-10-14,45.790000915527344
2005-10-17,45.93000030517578
2005-10-18,45.81999969482422
2005-10-19,45.33000183105469
2005-10-20,44.08000183105469
2005-10-21,44.02000045776367
2005-10-24,45.88999938964844
2005-10-25,44.9900016784668
2005-10-26,45.400001525878906
2005-10-27,43.25
2005-10-28,43.25
2005-10-31,44.029998779296875
2005-11-01,43.27000045776367
2005-11-02,44.369998931884766
2005-11-03,44.0
2005-11-04,44.27000045776367
2005-11-07,44.959999084472656
2005-11-08,45.0
2005-11-09,45.130001068115234
2005-11-10,45.20000076293945
2005-11-11,44.630001068115234
2005-11-14,43.90999984741211
2005-11-15,44.040000915527344
2005-11-16,43.0
2005-11-17,43.970001220703125
2005-11-18,43.54999923706055
2005-11-21,43.7599983215332
2005-11-22,43.40999984741211
2005-11-23,45.20000076293945
2005-11-25,45.43000030517578
2005-11-28,46.099998474121094
2005-11-29,46.630001068115234
2005-11-30,45.810001373291016
2005-12-01,46.0
2005-12-02,45.959999084472656
2005-12-05,45.22999954223633
2005-12-06,45.209999084472656
2005-12-07,45.029998779296875
2005-12-08,45.5
2005-12-09,45.29999923706055
2005-12-12,46.06999969482422
2005-12-13,45.70000076293945
2005-12-14,46.27000045776367
2005-12-15,46.0
2005-12-16,45.58000183105469
2005-12-19,45.45000076293945
2005-12-20,45.47999954223633
2005-12-21,45.15999984741211
2005-12-22,45.33000183105469
2005-12-23,45.38999938964844
2005-12-27,45.220001220703125
2005-12-28,44.880001068115234
2005-12-29,44.5099983215332
2005-12-30,45.189998626708984
2006-01-03,44.959999084472656
2006-01-04,44.560001373291016
2006-01-05,44.0099983215332
2006-01-06,43.279998779296875
2006-01-09,43.349998474121094
2006-01-10,43.709999084472656
2006-01-11,44.04999923706055
2006-01-12,43.900001525878906
2006-01-13,44.0
2006-01-17,43.310001373291016
2006-01-18,43.380001068115234
2006-01-19,43.439998626708984
2006-01-20,43.25
2006-01-23,43.310001373291016
2006-01-24,43.869998931884766
2006-01-25,43.75
2006-01-26,44.58000183105469
2006-01-27,44.5
2006-01-30,44.650001525878906
2006-01-31,44.599998474121094
2006-02-01,45.279998779296875
2006-02-02,45.099998474121094
2006-02-03,44.7400016784668
2006-02-06,45.25
2006-02-07,45.15999984741211
2006-02-08,45.04999923706055
2006-02-09,45.86000061035156
2006-02-10,46.84000015258789
2006-02-13,46.689998626708984
2006-02-14,46.209999084472656
2006-02-15,46.75
2006-02-16,46.58000183105469
2006-02-17,46.11000061035156
2006-02-21,45.2599983215332
2006-02-22,45.279998779296875
2006-02-23,45.119998931884766
2006-02-24,45.61000061035156
2006-02-27,45.15999984741211
2006-02-28,45.22999954223633
2006-03-01,45.540000915527344
2006-03-02,45.209999084472656
2006-03-03,44.86000061035156
2006-03-06,44.86000061035156
2006-03-07,44.810001373291016
2006-03-08,45.0099983215332
2006-03-09,44.349998474121094
2006-03-10,44.0
2006-03-13,43.689998626708984
2006-03-14,43.25
2006-03-15,43.20000076293945
2006-03-16,43.0
2006-03-17,42.16999816894531
2006-03-20,43.0
2006-03-21,42.810001373291016
2006-03-22,43.41999816894531
2006-03-23,43.529998779296875
2006-03-24,43.9900016784668
2006-03-27,44.02000045776367
2006-03-28,44.36000061035156
2006-03-29,44.75
2006-03-30,45.099998474121094
2006-03-31,45.439998626708984
2006-04-03,45.150001525878906
2006-04-04,45.029998779296875
2006-04-05,45.130001068115234
2006-04-06,45.0
2006-04-07,45.060001373291016
2006-04-10,45.0099983215332
2006-04-11,44.91999816894531
2006-04-12,45.20000076293945
2006-04-13,45.099998474121094
2006-04-17,45.40999984741211
2006-04-18,45.349998474121094
2006-04-19,45.83000183105469
2006-04-20,45.790000915527344
2006-04-21,46.439998626708984
2006-04-24,47.97999954223633
2006-04-25,49.689998626708984
2006-04-26,49.630001068115234
2006-04-27,49.02000045776367
2006-04-28,50.20000076293945
2006-05-01,51.27000045776367
2006-05-02,53.15999984741211
2006-05-03,53.470001220703125
2006-05-04,54.11000061035156
2006-05-05,54.2599983215332
2006-05-08,55.93000030517578
2006-05-09,58.279998779296875
2006-05-10,58.20000076293945
2006-05-11,57.959999084472656
2006-05-12,58.06999969482422
2006-05-15,58.349998474121094
2006-05-16,58.400001525878906
2006-05-17,57.04999923706055
2006-05-18,55.0
2006-05-19,54.630001068115234
2006-05-22,54.619998931884766
2006-05-23,54.70000076293945
2006-05-24,55.0
2006-05-25,55.029998779296875
2006-05-26,55.34000015258789
2006-05-30,54.75
2006-05-31,55.0
2006-06-01,55.40999984741211
2006-06-02,56.40999984741211
2006-06-05,56.380001068115234
2006-06-06,55.15999984741211
2006-06-07,53.029998779296875
2006-06-08,52.630001068115234
2006-06-09,51.599998474121094
2006-06-12,51.31999969482422
2006-06-13,49.040000915527344
2006-06-14,48.7400016784668
2006-06-15,51.970001220703125
2006-06-16,51.95000076293945
2006-06-19,51.470001220703125
2006-06-20,52.41999816894531
2006-06-21,53.099998474121094
2006-06-22,53.720001220703125
2006-06-23,52.20000076293945
2006-06-26,52.779998779296875
2006-06-27,52.9900016784668
2006-06-28,52.81999969482422
2006-06-29,54.189998626708984
2006-06-30,55.11000061035156
2006-07-03,55.72999954223633
2006-07-05,56.619998931884766
2006-07-06,57.25
2006-07-07,56.209999084472656
2006-07-10,56.18000030517578
2006-07-11,55.939998626708984
2006-07-12,55.75
2006-07-13,53.91999816894531
2006-07-14,52.65999984741211
2006-07-17,53.400001525878906
2006-07-18,54.209999084472656
2006-07-19,55.13999938964844
2006-07-20,53.650001525878906
2006-07-21,52.209999084472656
2006-07-24,53.31999969482422
2006-07-25,54.38999938964844
2006-07-26,54.11000061035156
2006-07-27,53.93000030517578
2006-07-28,53.9900016784668
2006-07-31,54.5
2006-08-01,54.970001220703125
2006-08-02,55.27000045776367
2006-08-03,56.11000061035156
2006-08-04,55.95000076293945
2006-08-07,55.91999816894531
2006-08-08,55.810001373291016
2006-08-09,55.7400016784668
2006-08-10,55.59000015258789
2006-08-11,55.470001220703125
2006-08-14,55.349998474121094
2006-08-15,56.779998779296875
2006-08-16,57.5
2006-08-17,58.68000030517578
2006-08-18,58.060001373291016
2006-08-21,56.83000183105469
2006-08-22,56.349998474121094
2006-08-23,56.34000015258789
2006-08-24,55.689998626708984
2006-08-25,56.04999923706055
2006-08-28,57.650001525878906
2006-08-29,58.599998474121094
2006-08-30,59.15999984741211
2006-08-31,58.779998779296875
2006-09-01,59.97999954223633
2006-09-05,59.5099983215332
2006-09-06,57.56999969482422
2006-09-07,57.04999923706055
2006-09-08,56.40999984741211
2006-09-11,56.869998931884766
2006-09-12,57.56999969482422
2006-09-13,58.75
2006-09-14,59.68000030517578
2006-09-15,60.0
2006-09-18,59.25
2006-09-19,59.099998474121094
2006-09-20,59.81999969482422
2006-09-21,59.56999969482422
2006-09-22,60.0
2006-09-25,59.93000030517578
2006-09-26,59.75
2006-09-27,60.08000183105469
2006-09-28,60.0
2006-09-29,58.5099983215332
2006-10-02,57.68000030517578
2006-10-03,57.83000183105469
2006-10-04,58.18000030517578
2006-10-05,59.040000915527344
2006-10-06,59.16999816894531
2006-10-09,58.93000030517578
2006-10-10,58.970001220703125
2006-10-11,58.9900016784668
2006-10-12,60.08000183105469
2006-10-13,59.869998931884766
2006-10-16,60.029998779296875
2006-10-17,59.90999984741211
2006-10-18,60.0
2006-10-19,60.0
2006-10-20,60.20000076293945
2006-10-23,60.02000045776367
2006-10-24,60.459999084472656
2006-10-25,60.380001068115234
2006-10-26,61.86000061035156
2006-10-27,62.0
2006-10-30,62.22999954223633
2006-10-31,62.0
2006-11-01,61.720001220703125
2006-11-02,60.5099983215332
2006-11-03,60.83000183105469
2006-11-06,60.63999938964844
2006-11-07,60.33000183105469
2006-11-08,60.849998474121094
2006-11-09,60.34000015258789
2006-11-10,60.45000076293945
2006-11-13,60.27000045776367
2006-11-14,60.5099983215332
2006-11-15,61.0
2006-11-16,61.0
2006-11-17,60.0
2006-11-20,60.5099983215332
2006-11-21,60.0
2006-11-22,60.02000045776367
2006-11-24,59.9900016784668
2006-11-27,57.11000061035156
2006-11-28,55.25
2006-11-29,55.290000915527344
2006-11-30,56.9900016784668
2006-12-01,56.189998626708984
2006-12-04,56.189998626708984
2006-12-05,56.20000076293945
2006-12-06,54.47999954223633
2006-12-07,52.2400016784668
2006-12-08,51.86000061035156
2006-12-11,51.66999816894531
2006-12-12,51.5
2006-12-13,51.779998779296875
2006-12-14,52.130001068115234
2006-12-15,51.59000015258789
2006-12-18,50.060001373291016
2006-12-19,49.470001220703125
2006-12-20,49.84000015258789
2006-12-21,49.31999969482422
2006-12-22,49.45000076293945
2006-12-26,50.029998779296875
2006-12-27,50.88999938964844
2006-12-28,50.529998779296875
2006-12-29,50.630001068115234
2007-01-03,51.400001525878906
2007-01-04,51.33000183105469
2007-01-05,50.20000076293945
2007-01-08,48.7599983215332
2007-01-09,48.15999984741211
2007-01-10,48.09000015258789
2007-01-11,47.560001373291016
2007-01-12,47.540000915527344
2007-01-16,47.59000015258789
2007-01-17,48.380001068115234
2007-01-18,49.56999969482422
2007-01-19,50.720001220703125
2007-01-22,50.27000045776367
2007-01-23,50.2599983215332
2007-01-24,51.47999954223633
2007-01-25,51.43000030517578
2007-01-26,52.060001373291016
2007-01-29,52.369998931884766
2007-01-30,52.36000061035156
2007-01-31,52.33000183105469
2007-02-01,52.18000030517578
2007-02-02,52.72999954223633
2007-02-05,50.349998474121094
2007-02-06,50.560001373291016
2007-02-07,50.33000183105469
2007-02-08,50.439998626708984
2007-02-09,49.619998931884766
2007-02-12,49.84000015258789
2007-02-13,50.09000015258789
2007-02-14,48.56999969482422
2007-02-15,48.810001373291016
2007-02-16,48.79999923706055
2007-02-20,49.75
2007-02-21,49.56999969482422
2007-02-22,50.41999816894531
2007-02-23,49.16999816894531
2007-02-26,48.93000030517578
2007-02-27,47.5
2007-02-28,47.560001373291016
2007-03-01,48.130001068115234
2007-03-02,46.439998626708984
2007-03-05,46.86000061035156
2007-03-06,47.68000030517578
2007-03-07,47.130001068115234
2007-03-08,47.349998474121094
2007-03-09,47.099998474121094
2007-03-12,47.93000030517578
2007-03-13,48.61000061035156
2007-03-14,49.33000183105469
2007-03-15,50.040000915527344
2007-03-16,49.93000030517578
2007-03-19,52.54999923706055
2007-03-20,53.310001373291016
2007-03-21,55.5
2007-03-22,55.779998779296875
2007-03-23,58.83000183105469
2007-03-26,59.97999954223633
2007-03-27,56.54999923706055
2007-03-28,57.38999938964844
2007-03-29,56.599998474121094
2007-03-30,57.33000183105469
2007-04-02,57.349998474121094
2007-04-03,57.310001373291016
2007-04-04,57.279998779296875
2007-04-05,55.63999938964844
2007-04-09,57.33000183105469
2007-04-10,58.58000183105469
2007-04-11,58.75
2007-04-12,58.970001220703125
2007-04-13,60.20000076293945
2007-04-16,60.0
2007-04-17,59.560001373291016
2007-04-18,59.79999923706055
2007-04-19,59.25
2007-04-20,60.04999923706055
2007-04-23,61.34000015258789
2007-04-24,60.939998626708984
2007-04-25,60.119998931884766
2007-04-26,59.5
2007-04-27,60.02000045776367
2007-04-30,58.5099983215332
2007-05-01,58.5
2007-05-02,60.04999923706055
2007-05-03,59.72999954223633
2007-05-04,59.810001373291016
2007-05-07,59.900001525878906
2007-05-08,58.9900016784668
2007-05-09,59.939998626708984
2007-05-10,58.34000015258789
2007-05-11,58.599998474121094
2007-05-14,59.02000045776367
2007-05-15,58.720001220703125
2007-05-16,59.91999816894531
2007-05-17,59.529998779296875
2007-05-18,59.369998931884766
2007-05-21,60.04999923706055
2007-05-22,60.04999923706055
2007-05-23,60.04999923706055
2007-05-24,58.06999969482422
2007-05-25,58.150001525878906
2007-05-29,58.599998474121094
2007-05-30,59.2400016784668
2007-05-31,59.939998626708984
2007-06-01,60.150001525878906
2007-06-04,59.880001068115234
2007-06-05,58.650001525878906
2007-06-06,58.97999954223633
2007-06-07,57.810001373291016
2007-06-08,59.22999954223633
2007-06-11,60.0
2007-06-12,59.2599983215332
2007-06-13,59.97999954223633
2007-06-14,60.11000061035156
2007-06-15,60.599998474121094
2007-06-18,60.5
2007-06-19,60.310001373291016
2007-06-20,59.58000183105469
2007-06-21,60.400001525878906
2007-06-22,60.66999816894531
2007-06-25,60.790000915527344
2007-06-26,61.130001068115234
2007-06-27,61.58000183105469
2007-06-28,61.599998474121094
2007-06-29,60.9900016784668
2007-07-02,64.11000061035156
2007-07-03,63.959999084472656
2007-07-05,63.849998474121094
2007-07-06,64.8499984741211
2007-07-09,63.220001220703125
2007-07-10,60.290000915527344
2007-07-11,59.58000183105469
2007-07-12,59.36000061035156
2007-07-13,58.619998931884766
2007-07-16,57.63999938964844
2007-07-17,58.52000045776367
2007-07-18,56.93000030517578
2007-07-19,56.33000183105469
2007-07-20,55.04999923706055
2007-07-23,55.27000045776367
2007-07-24,53.529998779296875
2007-07-25,53.150001525878906
2007-07-26,49.97999954223633
2007-07-27,47.20000076293945
2007-07-30,47.0099983215332
2007-07-31,48.029998779296875
2007-08-01,48.220001220703125
2007-08-02,50.5
2007-08-03,47.11000061035156
2007-08-06,48.619998931884766
2007-08-07,49.29999923706055
2007-08-08,52.41999816894531
2007-08-09,52.5099983215332
2007-08-10,47.9900016784668
2007-08-13,48.58000183105469
2007-08-14,49.720001220703125
2007-08-15,49.290000915527344
2007-08-16,51.040000915527344
2007-08-17,51.029998779296875
2007-08-20,51.220001220703125
2007-08-21,51.59000015258789
2007-08-22,51.150001525878906
2007-08-23,50.86000061035156
2007-08-24,50.79999923706055
2007-08-27,49.83000183105469
2007-08-28,47.599998474121094
2007-08-29,48.29999923706055
2007-08-30,49.540000915527344
2007-08-31,51.150001525878906
2007-09-04,52.220001220703125
2007-09-05,49.81999969482422
2007-09-06,48.709999084472656
2007-09-07,48.310001373291016
2007-09-10,47.619998931884766
2007-09-11,48.939998626708984
2007-09-12,48.90999984741211
2007-09-13,48.52000045776367
2007-09-14,48.06999969482422
2007-09-17,46.970001220703125
2007-09-18,48.5
2007-09-19,50.31999969482422
2007-09-20,49.029998779296875
2007-09-21,48.459999084472656
2007-09-24,46.70000076293945
2007-09-25,46.02000045776367
2007-09-26,45.29999923706055
2007-09-27,45.689998626708984
2007-09-28,43.34000015258789
2007-10-01,45.310001373291016
2007-10-02,48.91999816894531
2007-10-03,48.310001373291016
2007-10-04,49.45000076293945
2007-10-05,50.18000030517578
2007-10-08,49.470001220703125
2007-10-09,49.54999923706055
2007-10-10,48.95000076293945
2007-10-11,47.41999816894531
2007-10-12,49.31999969482422
2007-10-15,46.7400016784668
2007-10-16,46.91999816894531
2007-10-17,47.18000030517578
2007-10-18,47.95000076293945
2007-10-19,46.27000045776367
2007-10-22,47.0099983215332
2007-10-23,47.93000030517578
2007-10-24,47.38999938964844
2007-10-25,47.31999969482422
2007-10-26,48.849998474121094
2007-10-29,47.810001373291016
2007-10-30,47.36000061035156
2007-10-31,47.439998626708984
2007-11-01,42.810001373291016
2007-11-02,43.15999984741211
2007-11-05,43.130001068115234
2007-11-06,44.33000183105469
2007-11-07,42.68000030517578
2007-11-08,43.25
2007-11-09,44.130001068115234
2007-11-12,44.2599983215332
2007-11-13,46.33000183105469
2007-11-14,46.189998626708984
2007-11-15,44.5099983215332
2007-11-16,44.33000183105469
2007-11-19,44.380001068115234
2007-11-20,43.040000915527344
2007-11-21,43.66999816894531
2007-11-23,44.209999084472656
2007-11-26,42.029998779296875
2007-11-27,42.38999938964844
2007-11-28,45.130001068115234
2007-11-29,44.970001220703125
2007-11-30,44.38999938964844
2007-12-03,41.619998931884766
2007-12-04,39.25
2007-12-05,38.720001220703125
2007-12-06,40.13999938964844
2007-12-07,39.09000015258789
2007-12-10,39.27000045776367
2007-12-11,38.849998474121094
2007-12-12,39.59000015258789
2007-12-13,39.7400016784668
2007-12-14,38.189998626708984
2007-12-17,36.400001525878906
2007-12-18,36.869998931884766
2007-12-19,36.150001525878906
2007-12-20,36.630001068115234
2007-12-21,38.95000076293945
2007-12-24,38.849998474121094
2007-12-26,38.689998626708984
2007-12-27,37.310001373291016
2007-12-28,35.869998931884766
2007-12-31,36.5
2008-01-02,36.880001068115234
2008-01-03,36.97999954223633
2008-01-04,36.45000076293945
2008-01-07,36.369998931884766
2008-01-08,36.4900016784668
2008-01-09,36.439998626708984
2008-01-10,38.41999816894531
2008-01-11,38.25
2008-01-14,40.72999954223633
2008-01-15,40.150001525878906
2008-01-16,41.529998779296875
2008-01-17,39.83000183105469
2008-01-18,39.400001525878906
2008-01-22,40.66999816894531
2008-01-23,43.88999938964844
2008-01-24,43.279998779296875
2008-01-25,44.47999954223633
2008-01-28,44.189998626708984
2008-01-29,43.369998931884766
2008-01-30,41.810001373291016
2008-01-31,42.75
2008-02-01,43.18000030517578
2008-02-04,41.209999084472656
2008-02-05,40.540000915527344
2008-02-06,42.0099983215332
2008-02-07,41.189998626708984
2008-02-08,40.40999984741211
2008-02-11,41.68000030517578
2008-02-12,41.959999084472656
2008-02-13,43.0
2008-02-14,40.0
