,CTSO
2015-06-08,6.210000038146973
2015-06-09,6.260000228881836
2015-06-10,6.269999980926514
2015-06-11,6.400000095367432
2015-06-12,6.389999866485596
2015-06-15,6.159999847412109
2015-06-16,6.03000020980835
2015-06-17,5.809999942779541
2015-06-18,5.199999809265137
2015-06-19,5.539999961853027
2015-06-22,6.079999923706055
2015-06-23,6.550000190734863
2015-06-24,7.150000095367432
2015-06-25,7.260000228881836
2015-06-26,6.650000095367432
2015-06-29,6.179999828338623
2015-06-30,6.139999866485596
2015-07-01,6.46999979019165
2015-07-02,6.420000076293945
2015-07-06,6.349999904632568
2015-07-07,6.239999771118164
2015-07-08,6.150000095367432
2015-07-09,5.800000190734863
2015-07-10,6.199999809265137
2015-07-13,6.519999980926514
2015-07-14,6.650000095367432
2015-07-15,6.429999828338623
2015-07-16,6.510000228881836
2015-07-17,6.800000190734863
2015-07-20,6.570000171661377
2015-07-21,6.639999866485596
2015-07-22,6.650000095367432
2015-07-23,6.510000228881836
2015-07-24,6.289999961853027
2015-07-27,6.070000171661377
2015-07-28,6.099999904632568
2015-07-29,6.519999980926514
2015-07-30,6.380000114440918
2015-07-31,6.53000020980835
2015-08-03,6.614999771118164
2015-08-04,6.800000190734863
2015-08-05,6.820000171661377
2015-08-06,6.519999980926514
2015-08-07,6.519999980926514
2015-08-10,6.480000019073486
2015-08-11,6.489999771118164
2015-08-12,6.414999961853027
2015-08-13,6.179999828338623
2015-08-14,6.860000133514404
2015-08-17,7.679999828338623
2015-08-18,7.699999809265137
2015-08-19,7.599999904632568
2015-08-20,7.130000114440918
2015-08-21,6.949999809265137
2015-08-24,6.420000076293945
2015-08-25,6.300000190734863
2015-08-26,6.5
2015-08-27,6.340000152587891
2015-08-28,6.659999847412109
2015-08-31,6.900000095367432
2015-09-01,6.940000057220459
2015-09-02,7.340000152587891
2015-09-03,7.25
2015-09-04,7.369999885559082
2015-09-08,7.369999885559082
2015-09-09,7.440000057220459
2015-09-10,7.110000133514404
2015-09-11,7.190000057220459
2015-09-14,6.860000133514404
2015-09-15,6.800000190734863
2015-09-16,6.699999809265137
2015-09-17,6.710000038146973
2015-09-18,6.940000057220459
2015-09-21,6.860000133514404
2015-09-22,6.760000228881836
2015-09-23,6.519999980926514
2015-09-24,6.619999885559082
2015-09-25,6.489999771118164
2015-09-28,6.340000152587891
2015-09-29,6.300000190734863
2015-09-30,6.309999942779541
2015-10-01,6.170000076293945
2015-10-02,6.28000020980835
2015-10-05,6.440000057220459
2015-10-06,6.420000076293945
2015-10-07,6.550000190734863
2015-10-08,6.349999904632568
2015-10-09,6.269999980926514
2015-10-12,6.329999923706055
2015-10-13,6.210000038146973
2015-10-14,6.309999942779541
2015-10-15,6.199999809265137
2015-10-16,6.210000038146973
2015-10-19,6.269999980926514
2015-10-20,6.210000038146973
2015-10-21,6.119999885559082
2015-10-22,6.119999885559082
2015-10-23,6.070000171661377
2015-10-26,6.590000152587891
2015-10-27,6.829999923706055
2015-10-28,7.400000095367432
2015-10-29,7.519999980926514
2015-10-30,7.440000057220459
2015-11-02,7.744999885559082
2015-11-03,7.809999942779541
2015-11-04,7.840000152587891
2015-11-05,7.75
2015-11-06,7.900000095367432
2015-11-09,8.0
2015-11-10,8.0
2015-11-11,7.980000019073486
2015-11-12,7.809999942779541
2015-11-13,7.0
2015-11-16,6.679999828338623
2015-11-17,6.389999866485596
2015-11-18,6.539999961853027
2015-11-19,6.46999979019165
2015-11-20,6.590000152587891
2015-11-23,6.690000057220459
2015-11-24,6.610000133514404
2015-11-25,6.929999828338623
2015-11-27,7.079999923706055
2015-11-30,7.269999980926514
2015-12-01,7.400000095367432
2015-12-02,7.139999866485596
2015-12-03,6.920000076293945
2015-12-04,6.960000038146973
2015-12-07,7.090000152587891
2015-12-08,7.079999923706055
2015-12-09,7.050000190734863
2015-12-10,7.090000152587891
2015-12-11,6.889999866485596
2015-12-14,6.769999980926514
2015-12-15,6.960000038146973
2015-12-16,7.070000171661377
2015-12-17,7.190000057220459
2015-12-18,7.170000076293945
2015-12-21,6.409999847412109
2015-12-22,6.519999980926514
2015-12-23,6.369999885559082
2015-12-24,6.349999904632568
2015-12-28,6.119999885559082
2015-12-29,6.159999847412109
2015-12-30,6.070000171661377
2015-12-31,5.570000171661377
2016-01-04,5.679999828338623
2016-01-05,5.630000114440918
2016-01-06,5.170000076293945
2016-01-07,4.800000190734863
2016-01-08,4.744999885559082
2016-01-11,4.710000038146973
2016-01-12,4.860000133514404
2016-01-13,4.28000020980835
2016-01-14,4.360000133514404
2016-01-15,4.309999942779541
2016-01-19,4.03000020980835
2016-01-20,4.130000114440918
2016-01-21,4.045000076293945
2016-01-22,4.090000152587891
2016-01-25,3.869999885559082
2016-01-26,3.950000047683716
2016-01-27,3.9200000762939453
2016-01-28,3.640000104904175
2016-01-29,3.8399999141693115
2016-02-01,3.950000047683716
2016-02-02,3.9600000381469727
2016-02-03,3.609999895095825
2016-02-04,3.950000047683716
2016-02-05,3.700000047683716
2016-02-08,3.6700000762939453
2016-02-09,3.559999942779541
2016-02-10,3.4100000858306885
2016-02-11,3.2100000381469727
2016-02-12,3.5299999713897705
2016-02-16,3.859999895095825
2016-02-17,3.950000047683716
2016-02-18,3.9100000858306885
2016-02-19,4.090000152587891
2016-02-22,4.360000133514404
2016-02-23,4.269999980926514
2016-02-24,4.369999885559082
2016-02-25,4.650000095367432
2016-02-26,5.119999885559082
2016-02-29,5.159999847412109
2016-03-01,4.900000095367432
2016-03-02,5.010000228881836
2016-03-03,4.960000038146973
2016-03-04,4.71999979019165
2016-03-07,5.179999828338623
2016-03-08,5.039999961853027
2016-03-09,5.070000171661377
2016-03-10,4.46999979019165
2016-03-11,4.519999980926514
2016-03-14,4.619999885559082
2016-03-15,4.309999942779541
2016-03-16,3.8450000286102295
2016-03-17,4.690000057220459
2016-03-18,4.659999847412109
2016-03-21,4.5
2016-03-22,4.409999847412109
2016-03-23,4.380000114440918
2016-03-24,4.489999771118164
2016-03-28,4.349999904632568
2016-03-29,4.25
2016-03-30,4.010000228881836
2016-03-31,3.9200000762939453
2016-04-01,3.9100000858306885
2016-04-04,4.050000190734863
2016-04-05,4.224999904632568
2016-04-06,4.400000095367432
2016-04-07,4.380000114440918
2016-04-08,4.099999904632568
2016-04-11,4.150000095367432
2016-04-12,4.199999809265137
2016-04-13,4.360000133514404
2016-04-14,4.599999904632568
2016-04-15,4.53000020980835
2016-04-18,4.320000171661377
2016-04-19,4.199999809265137
2016-04-20,4.230000019073486
2016-04-21,4.25
2016-04-22,4.269999980926514
2016-04-25,4.670000076293945
2016-04-26,4.460000038146973
2016-04-27,4.53000020980835
2016-04-28,4.5
2016-04-29,4.320000171661377
2016-05-02,4.429999828338623
2016-05-03,4.420000076293945
2016-05-04,4.449999809265137
2016-05-05,4.329999923706055
2016-05-06,4.349999904632568
2016-05-09,4.46999979019165
2016-05-10,4.5
2016-05-11,4.21999979019165
2016-05-12,4.059999942779541
2016-05-13,4.050000190734863
2016-05-16,4.25
2016-05-17,4.28000020980835
2016-05-18,4.400000095367432
2016-05-19,4.230000019073486
2016-05-20,4.289999961853027
2016-05-23,4.199999809265137
2016-05-24,4.170000076293945
2016-05-25,4.099999904632568
2016-05-26,4.079999923706055
2016-05-27,4.190000057220459
2016-05-31,4.289999961853027
2016-06-01,4.480000019073486
2016-06-02,4.460000038146973
2016-06-03,4.449999809265137
2016-06-06,4.829999923706055
2016-06-07,4.690000057220459
2016-06-08,4.5
2016-06-09,4.570000171661377
2016-06-10,4.579999923706055
2016-06-13,4.400000095367432
2016-06-14,4.340000152587891
2016-06-15,4.25
2016-06-16,4.320000171661377
2016-06-17,4.329999923706055
2016-06-20,4.289999961853027
2016-06-21,4.400000095367432
2016-06-22,4.449999809265137
2016-06-23,4.5
2016-06-24,4.449999809265137
2016-06-27,4.380000114440918
2016-06-28,4.409999847412109
2016-06-29,4.460000038146973
2016-06-30,4.550000190734863
2016-07-01,4.679999828338623
2016-07-05,4.590000152587891
2016-07-06,4.679999828338623
2016-07-07,4.75
2016-07-08,4.880000114440918
2016-07-11,4.980000019073486
2016-07-12,4.849999904632568
2016-07-13,5.099999904632568
2016-07-14,5.079999923706055
2016-07-15,5.010000228881836
2016-07-18,4.900000095367432
2016-07-19,4.630000114440918
2016-07-20,4.829999923706055
2016-07-21,4.78000020980835
2016-07-22,4.619999885559082
2016-07-25,4.610000133514404
2016-07-26,4.650000095367432
2016-07-27,4.769999980926514
2016-07-28,4.610000133514404
2016-07-29,4.900000095367432
2016-08-01,4.840000152587891
2016-08-02,4.690000057220459
2016-08-03,4.730000019073486
2016-08-04,4.860000133514404
2016-08-05,4.888000011444092
2016-08-08,4.889999866485596
2016-08-09,4.889999866485596
2016-08-10,4.730000019073486
2016-08-11,4.730000019073486
2016-08-12,4.71999979019165
2016-08-15,4.71999979019165
2016-08-16,4.739999771118164
2016-08-17,4.78000020980835
2016-08-18,4.96999979019165
2016-08-19,5.010000228881836
2016-08-22,4.980000019073486
2016-08-23,4.96999979019165
2016-08-24,4.820000171661377
2016-08-25,4.840000152587891
2016-08-26,4.980000019073486
2016-08-29,4.949999809265137
2016-08-30,5.050000190734863
2016-08-31,5.010000228881836
2016-09-01,5.050000190734863
2016-09-02,5.190000057220459
2016-09-06,5.480000019073486
2016-09-07,5.690000057220459
2016-09-08,5.550000190734863
2016-09-09,5.260000228881836
2016-09-12,5.849999904632568
2016-09-13,5.769999980926514
2016-09-14,6.090000152587891
2016-09-15,6.46999979019165
2016-09-16,6.090000152587891
2016-09-19,6.380000114440918
2016-09-20,6.380000114440918
2016-09-21,6.260000228881836
2016-09-22,6.179999828338623
2016-09-23,6.179999828338623
2016-09-26,6.070000171661377
2016-09-27,6.190000057220459
2016-09-28,6.170000076293945
2016-09-29,6.21999979019165
2016-09-30,6.400000095367432
2016-10-03,6.730000019073486
2016-10-04,6.690000057220459
2016-10-05,5.860000133514404
2016-10-06,5.630000114440918
2016-10-07,5.579999923706055
2016-10-10,5.949999809265137
2016-10-11,6.0
2016-10-12,5.699999809265137
2016-10-13,5.550000190734863
2016-10-14,5.650000095367432
2016-10-17,5.550000190734863
2016-10-18,5.550000190734863
2016-10-19,5.5
2016-10-20,5.449999809265137
2016-10-21,5.650000095367432
2016-10-24,5.900000095367432
2016-10-25,5.900000095367432
2016-10-26,5.900000095367432
2016-10-27,5.75
2016-10-28,5.900000095367432
2016-10-31,5.900000095367432
2016-11-01,5.800000190734863
2016-11-02,5.5
2016-11-03,5.300000190734863
2016-11-04,5.400000095367432
2016-11-07,5.349999904632568
2016-11-08,5.5
2016-11-09,5.599999904632568
2016-11-10,5.550000190734863
2016-11-11,5.5
2016-11-14,5.150000095367432
2016-11-15,5.300000190734863
2016-11-16,5.400000095367432
2016-11-17,5.349999904632568
2016-11-18,5.199999809265137
2016-11-21,5.150000095367432
2016-11-22,5.25
2016-11-23,5.25
2016-11-25,5.349999904632568
2016-11-28,5.25
2016-11-29,5.099999904632568
2016-11-30,5.150000095367432
2016-12-01,5.0
2016-12-02,4.900000095367432
2016-12-05,4.949999809265137
2016-12-06,4.849999904632568
2016-12-07,5.199999809265137
2016-12-08,5.349999904632568
2016-12-09,5.400000095367432
2016-12-12,5.199999809265137
2016-12-13,5.300000190734863
2016-12-14,5.099999904632568
2016-12-15,5.0
2016-12-16,5.0
2016-12-19,5.0
2016-12-20,5.0
2016-12-21,5.75
2016-12-22,5.400000095367432
2016-12-23,5.5
2016-12-27,5.75
2016-12-28,5.5
2016-12-29,5.599999904632568
2016-12-30,5.449999809265137
2017-01-03,5.650000095367432
2017-01-04,5.699999809265137
2017-01-05,5.75
2017-01-06,5.900000095367432
2017-01-09,6.199999809265137
2017-01-10,6.300000190734863
2017-01-11,6.25
2017-01-12,5.949999809265137
2017-01-13,5.800000190734863
2017-01-17,5.75
2017-01-18,5.75
2017-01-19,5.849999904632568
2017-01-20,5.949999809265137
2017-01-23,5.949999809265137
2017-01-24,5.650000095367432
2017-01-25,5.800000190734863
2017-01-26,5.650000095367432
2017-01-27,5.599999904632568
2017-01-30,5.550000190734863
2017-01-31,5.550000190734863
2017-02-01,5.699999809265137
2017-02-02,5.550000190734863
2017-02-03,5.5
2017-02-06,5.550000190734863
2017-02-07,5.650000095367432
2017-02-08,5.599999904632568
2017-02-09,5.550000190734863
2017-02-10,5.599999904632568
2017-02-13,5.550000190734863
2017-02-14,5.599999904632568
2017-02-15,5.550000190734863
2017-02-16,5.599999904632568
2017-02-17,5.599999904632568
2017-02-21,5.599999904632568
2017-02-22,5.599999904632568
2017-02-23,5.550000190734863
2017-02-24,5.599999904632568
2017-02-27,5.599999904632568
2017-02-28,5.650000095367432
2017-03-01,5.699999809265137
2017-03-02,5.599999904632568
2017-03-03,5.449999809265137
2017-03-06,5.25
2017-03-07,5.349999904632568
2017-03-08,5.349999904632568
2017-03-09,5.25
2017-03-10,5.199999809265137
2017-03-13,5.25
2017-03-14,5.150000095367432
2017-03-15,5.150000095367432
2017-03-16,5.449999809265137
2017-03-17,5.699999809265137
2017-03-20,5.550000190734863
2017-03-21,5.449999809265137
2017-03-22,5.449999809265137
2017-03-23,5.400000095367432
2017-03-24,5.425000190734863
2017-03-27,5.550000190734863
2017-03-28,5.550000190734863
2017-03-29,5.5
2017-03-30,5.449999809265137
2017-03-31,4.5
2017-04-03,4.550000190734863
2017-04-04,4.5
2017-04-05,4.5
2017-04-06,4.5
2017-04-07,4.599999904632568
2017-04-10,4.599999904632568
2017-04-11,4.75
2017-04-12,4.650000095367432
2017-04-13,4.550000190734863
2017-04-17,4.650000095367432
2017-04-18,4.5
2017-04-19,4.650000095367432
2017-04-20,4.550000190734863
2017-04-21,4.599999904632568
2017-04-24,4.650000095367432
2017-04-25,5.0
2017-04-26,5.150000095367432
2017-04-27,5.099999904632568
2017-04-28,5.199999809265137
2017-05-01,5.150000095367432
2017-05-02,5.099999904632568
2017-05-03,5.050000190734863
2017-05-04,4.800000190734863
2017-05-05,4.849999904632568
2017-05-08,4.699999809265137
2017-05-09,4.75
2017-05-10,4.550000190734863
2017-05-11,4.5
2017-05-12,4.300000190734863
2017-05-15,4.300000190734863
2017-05-16,4.300000190734863
2017-05-17,4.099999904632568
2017-05-18,4.050000190734863
2017-05-19,4.050000190734863
2017-05-22,4.099999904632568
2017-05-23,4.199999809265137
2017-05-24,4.349999904632568
2017-05-25,4.349999904632568
2017-05-26,4.349999904632568
2017-05-30,4.25
2017-05-31,4.199999809265137
2017-06-01,4.050000190734863
2017-06-02,4.0
2017-06-05,4.0
2017-06-06,3.950000047683716
2017-06-07,4.050000190734863
2017-06-08,4.0
2017-06-09,3.950000047683716
2017-06-12,3.9000000953674316
2017-06-13,3.5999999046325684
2017-06-14,3.450000047683716
2017-06-15,3.700000047683716
2017-06-16,3.6500000953674316
2017-06-19,3.75
2017-06-20,4.050000190734863
2017-06-21,4.349999904632568
2017-06-22,4.099999904632568
2017-06-23,4.300000190734863
2017-06-26,4.25
2017-06-27,4.400000095367432
2017-06-28,4.400000095367432
2017-06-29,4.400000095367432
2017-06-30,4.300000190734863
2017-07-03,4.300000190734863
2017-07-05,4.25
2017-07-06,4.349999904632568
2017-07-07,4.349999904632568
2017-07-10,4.300000190734863
2017-07-11,4.449999809265137
2017-07-12,4.400000095367432
2017-07-13,4.449999809265137
2017-07-14,5.150000095367432
2017-07-17,5.300000190734863
2017-07-18,5.5
2017-07-19,5.300000190734863
2017-07-20,5.400000095367432
2017-07-21,5.199999809265137
2017-07-24,5.099999904632568
2017-07-25,4.949999809265137
2017-07-26,5.0
2017-07-27,5.0
2017-07-28,5.0
2017-07-31,4.974999904632568
2017-08-01,4.949999809265137
2017-08-02,4.900000095367432
2017-08-03,4.849999904632568
2017-08-04,4.599999904632568
2017-08-07,4.75
2017-08-08,4.949999809265137
2017-08-09,4.650000095367432
2017-08-10,4.5
2017-08-11,4.599999904632568
2017-08-14,4.75
2017-08-15,4.75
2017-08-16,4.800000190734863
2017-08-17,4.75
2017-08-18,4.75
2017-08-21,4.75
2017-08-22,4.75
2017-08-23,4.849999904632568
2017-08-24,4.900000095367432
2017-08-25,4.849999904632568
2017-08-28,5.099999904632568
2017-08-29,5.349999904632568
2017-08-30,5.1529998779296875
2017-08-31,5.150000095367432
2017-09-01,5.199999809265137
2017-09-05,5.800000190734863
2017-09-06,5.949999809265137
2017-09-07,6.050000190734863
2017-09-08,6.099999904632568
2017-09-11,5.849999904632568
2017-09-12,5.849999904632568
2017-09-13,5.800000190734863
2017-09-14,5.300000190734863
2017-09-15,5.5
2017-09-18,5.550000190734863
2017-09-19,5.5
2017-09-20,5.550000190734863
2017-09-21,5.400000095367432
2017-09-22,5.400000095367432
2017-09-25,5.400000095367432
2017-09-26,5.400000095367432
2017-09-27,5.400000095367432
2017-09-28,5.75
2017-09-29,6.199999809265137
2017-10-02,6.150000095367432
2017-10-03,6.199999809265137
2017-10-04,6.099999904632568
2017-10-05,6.5
2017-10-06,6.150000095367432
2017-10-09,6.300000190734863
2017-10-10,6.449999809265137
2017-10-11,6.349999904632568
2017-10-12,6.199999809265137
2017-10-13,6.25
2017-10-16,6.150000095367432
2017-10-17,6.050000190734863
2017-10-18,6.050000190734863
2017-10-19,6.0
2017-10-20,6.050000190734863
2017-10-23,6.050000190734863
2017-10-24,6.0
2017-10-25,6.050000190734863
2017-10-26,6.050000190734863
2017-10-27,6.199999809265137
2017-10-30,6.150000095367432
2017-10-31,6.150000095367432
2017-11-01,6.0
2017-11-02,5.949999809265137
2017-11-03,6.125
2017-11-06,6.449999809265137
2017-11-07,6.199999809265137
2017-11-08,6.25
2017-11-09,6.199999809265137
2017-11-10,6.25
2017-11-13,6.25
2017-11-14,6.224999904632568
2017-11-15,6.25
2017-11-16,6.199999809265137
2017-11-17,6.25
2017-11-20,6.5
2017-11-21,6.5
2017-11-22,6.800000190734863
2017-11-24,6.900000095367432
2017-11-27,7.0
2017-11-28,7.050000190734863
2017-11-29,6.900000095367432
2017-11-30,7.0
2017-12-01,7.0
2017-12-04,6.949999809265137
2017-12-05,6.949999809265137
2017-12-06,6.724999904632568
2017-12-07,6.75
2017-12-08,6.675000190734863
2017-12-11,6.650000095367432
2017-12-12,6.2870001792907715
2017-12-13,6.199999809265137
2017-12-14,5.900000095367432
2017-12-15,6.050000190734863
2017-12-18,5.949999809265137
2017-12-19,6.0
2017-12-20,6.150000095367432
2017-12-21,6.550000190734863
2017-12-22,6.699999809265137
2017-12-26,6.650000095367432
2017-12-27,6.699999809265137
2017-12-28,6.550000190734863
2017-12-29,6.5
2018-01-02,6.550000190734863
2018-01-03,6.599999904632568
2018-01-04,6.849999904632568
2018-01-05,7.050000190734863
2018-01-08,7.5
2018-01-09,7.400000095367432
2018-01-10,7.349999904632568
2018-01-11,7.599999904632568
2018-01-12,7.800000190734863
2018-01-16,7.800000190734863
2018-01-17,7.400000095367432
2018-01-18,7.449999809265137
2018-01-19,7.699999809265137
2018-01-22,7.75
2018-01-23,7.400000095367432
2018-01-24,7.724999904632568
2018-01-25,7.650000095367432
2018-01-26,7.599999904632568
2018-01-29,7.699999809265137
2018-01-30,7.599999904632568
2018-01-31,7.599999904632568
2018-02-01,7.800000190734863
2018-02-02,7.800000190734863
2018-02-05,7.25
2018-02-06,7.25
2018-02-07,7.199999809265137
2018-02-08,7.0
2018-02-09,7.0
2018-02-12,7.300000190734863
2018-02-13,7.400000095367432
2018-02-14,7.449999809265137
2018-02-15,7.224999904632568
2018-02-16,7.675000190734863
2018-02-20,7.300000190734863
2018-02-21,7.824999809265137
2018-02-22,7.849999904632568
2018-02-23,7.900000095367432
2018-02-26,7.849999904632568
2018-02-27,8.0
2018-02-28,7.849999904632568
2018-03-01,7.650000095367432
2018-03-02,7.800000190734863
2018-03-05,7.849999904632568
2018-03-06,7.949999809265137
2018-03-07,7.949999809265137
2018-03-08,7.900000095367432
2018-03-09,7.75
2018-03-12,7.949999809265137
2018-03-13,8.100000381469727
2018-03-14,8.199999809265137
2018-03-15,7.900000095367432
2018-03-16,7.900000095367432
2018-03-19,7.650000095367432
2018-03-20,7.849999904632568
2018-03-21,7.75
2018-03-22,7.650000095367432
2018-03-23,7.599999904632568
2018-03-26,7.349999904632568
2018-03-27,7.150000095367432
2018-03-28,7.0
2018-03-29,7.050000190734863
2018-04-02,6.900000095367432
2018-04-03,7.349999904632568
2018-04-04,7.300000190734863
2018-04-05,7.400000095367432
2018-04-06,7.349999904632568
2018-04-09,7.349999904632568
2018-04-10,7.599999904632568
2018-04-11,7.550000190734863
2018-04-12,7.699999809265137
2018-04-13,7.949999809265137
2018-04-16,8.100000381469727
2018-04-17,8.25
2018-04-18,8.100000381469727
2018-04-19,7.75
2018-04-20,7.699999809265137
2018-04-23,7.599999904632568
2018-04-24,7.5
2018-04-25,7.75
2018-04-26,7.699999809265137
2018-04-27,7.550000190734863
2018-04-30,7.550000190734863
2018-05-01,7.800000190734863
2018-05-02,8.100000381469727
2018-05-03,7.949999809265137
2018-05-04,8.100000381469727
2018-05-07,8.0
2018-05-08,8.050000190734863
2018-05-09,8.0
2018-05-10,7.900000095367432
2018-05-11,8.050000190734863
2018-05-14,8.399999618530273
2018-05-15,9.0
2018-05-16,9.399999618530273
2018-05-17,10.050000190734863
2018-05-18,10.550000190734863
2018-05-21,10.550000190734863
2018-05-22,10.475000381469727
2018-05-23,10.100000381469727
2018-05-24,11.0
2018-05-25,11.149999618530273
2018-05-29,11.5
2018-05-30,11.449999809265137
2018-05-31,11.300000190734863
2018-06-01,11.350000381469727
2018-06-04,11.25
2018-06-05,11.699999809265137
2018-06-06,11.850000381469727
2018-06-07,11.75
2018-06-08,11.699999809265137
2018-06-11,11.399999618530273
2018-06-12,11.5
2018-06-13,11.199999809265137
2018-06-14,12.0
2018-06-15,12.350000381469727
2018-06-18,11.399999618530273
2018-06-19,11.399999618530273
2018-06-20,10.850000381469727
2018-06-21,11.0
2018-06-22,11.0
2018-06-25,10.649999618530273
2018-06-26,10.899999618530273
2018-06-27,10.899999618530273
2018-06-28,11.5
2018-06-29,11.399999618530273
2018-07-02,11.699999809265137
2018-07-03,11.550000190734863
2018-07-05,11.600000381469727
2018-07-06,11.5
2018-07-09,12.25
2018-07-10,12.350000381469727
2018-07-11,12.199999809265137
2018-07-12,12.550000190734863
2018-07-13,12.350000381469727
2018-07-16,12.149999618530273
2018-07-17,12.050000190734863
2018-07-18,11.850000381469727
2018-07-19,12.0
2018-07-20,11.850000381469727
2018-07-23,12.100000381469727
2018-07-24,12.350000381469727
2018-07-25,12.350000381469727
2018-07-26,12.300000190734863
2018-07-27,11.949999809265137
2018-07-30,11.699999809265137
2018-07-31,12.0
2018-08-01,12.300000190734863
2018-08-02,12.899999618530273
2018-08-03,11.625
2018-08-06,11.574999809265137
2018-08-07,11.199999809265137
2018-08-08,10.949999809265137
2018-08-09,11.0
2018-08-10,11.550000190734863
2018-08-13,11.399999618530273
2018-08-14,11.0
2018-08-15,11.0
2018-08-16,11.399999618530273
2018-08-17,11.550000190734863
2018-08-20,11.725000381469727
2018-08-21,11.899999618530273
2018-08-22,12.0
2018-08-23,12.0
2018-08-24,12.25
2018-08-27,12.75
2018-08-28,13.600000381469727
2018-08-29,14.550000190734863
2018-08-30,14.5
2018-08-31,14.649999618530273
2018-09-04,14.800000190734863
2018-09-05,14.800000190734863
2018-09-06,14.199999809265137
2018-09-07,14.100000381469727
2018-09-10,14.350000381469727
2018-09-11,13.75
2018-09-12,13.425000190734863
2018-09-13,13.25
2018-09-14,12.850000381469727
2018-09-17,12.899999618530273
2018-09-18,13.050000190734863
2018-09-19,12.949999809265137
2018-09-20,13.199999809265137
2018-09-21,13.449999809265137
2018-09-24,13.550000190734863
2018-09-25,13.800000190734863
2018-09-26,13.5
2018-09-27,12.899999618530273
2018-09-28,12.899999618530273
2018-10-01,12.640000343322754
2018-10-02,12.329999923706055
2018-10-03,12.5
2018-10-04,12.199999809265137
2018-10-05,11.850000381469727
2018-10-08,11.609999656677246
2018-10-09,11.470000267028809
2018-10-10,10.760000228881836
2018-10-11,10.510000228881836
2018-10-12,10.720000267028809
2018-10-15,10.75
2018-10-16,10.880000114440918
2018-10-17,11.0
2018-10-18,10.859999656677246
2018-10-19,10.1899995803833
2018-10-22,10.40999984741211
2018-10-23,10.329999923706055
2018-10-24,9.609999656677246
2018-10-25,9.930000305175781
2018-10-26,10.039999961853027
2018-10-29,9.399999618530273
2018-10-30,9.579999923706055
2018-10-31,10.0
2018-11-01,9.890000343322754
2018-11-02,9.699999809265137
2018-11-05,9.630000114440918
2018-11-06,9.649999618530273
2018-11-07,11.34000015258789
2018-11-08,10.710000038146973
2018-11-09,9.850000381469727
2018-11-12,9.680000305175781
2018-11-13,9.539999961853027
2018-11-14,9.0600004196167
2018-11-15,9.579999923706055
2018-11-16,9.899999618530273
2018-11-19,9.989999771118164
2018-11-20,9.75
2018-11-21,10.050000190734863
2018-11-23,10.8100004196167
2018-11-26,10.789999961853027
2018-11-27,10.619999885559082
2018-11-28,10.8100004196167
2018-11-29,10.630000114440918
2018-11-30,10.4399995803833
2018-12-03,10.420000076293945
2018-12-04,9.9399995803833
2018-12-06,9.65999984741211
2018-12-07,9.3100004196167
2018-12-10,9.079999923706055
2018-12-11,8.779999732971191
2018-12-12,8.899999618530273
2018-12-13,8.75
2018-12-14,9.069999694824219
2018-12-17,8.920000076293945
2018-12-18,8.859999656677246
2018-12-19,8.3100004196167
2018-12-20,7.610000133514404
2018-12-21,7.050000190734863
2018-12-24,7.289999961853027
2018-12-26,8.029999732971191
2018-12-27,7.730000019073486
2018-12-28,7.820000171661377
2018-12-31,8.079999923706055
2019-01-02,7.849999904632568
2019-01-03,7.590000152587891
2019-01-04,8.050000190734863
2019-01-07,8.5600004196167
2019-01-08,8.25
2019-01-09,8.020000457763672
2019-01-10,7.510000228881836
2019-01-11,7.309999942779541
2019-01-14,7.03000020980835
2019-01-15,7.320000171661377
2019-01-16,7.46999979019165
2019-01-17,7.619999885559082
2019-01-18,7.699999809265137
2019-01-22,7.260000228881836
2019-01-23,6.96999979019165
2019-01-24,6.820000171661377
2019-01-25,7.21999979019165
2019-01-28,7.039999961853027
2019-01-29,7.010000228881836
2019-01-30,7.389999866485596
2019-01-31,7.489999771118164
2019-02-01,7.440000057220459
2019-02-04,7.829999923706055
2019-02-05,8.170000076293945
2019-02-06,8.119999885559082
2019-02-07,8.020000457763672
2019-02-08,8.15999984741211
2019-02-11,8.109999656677246
2019-02-12,8.279999732971191
2019-02-13,8.199999809265137
2019-02-14,8.100000381469727
2019-02-15,8.279999732971191
2019-02-19,8.170000076293945
2019-02-20,8.100000381469727
2019-02-21,8.229999542236328
2019-02-22,8.430000305175781
2019-02-25,8.210000038146973
2019-02-26,8.220000267028809
2019-02-27,8.180000305175781
2019-02-28,8.079999923706055
2019-03-01,8.300000190734863
2019-03-04,8.050000190734863
2019-03-05,7.96999979019165
2019-03-06,7.789999961853027
2019-03-07,7.599999904632568
2019-03-08,7.199999809265137
2019-03-11,7.53000020980835
2019-03-12,8.170000076293945
2019-03-13,7.869999885559082
2019-03-14,7.760000228881836
2019-03-15,7.994999885559082
2019-03-18,7.909999847412109
2019-03-19,7.900000095367432
2019-03-20,8.170000076293945
2019-03-21,8.0
2019-03-22,7.550000190734863
2019-03-25,7.449999809265137
2019-03-26,7.389999866485596
2019-03-27,7.460000038146973
2019-03-28,7.559999942779541
2019-03-29,7.570000171661377
2019-04-01,7.510000228881836
2019-04-02,7.46999979019165
2019-04-03,7.510000228881836
2019-04-04,7.519999980926514
2019-04-05,7.78000020980835
2019-04-08,7.5
2019-04-09,7.519999980926514
2019-04-10,7.369999885559082
2019-04-11,7.440000057220459
2019-04-12,7.150000095367432
